Stop,NextStop,Direction,Line,Period,AvgVolatilityMinutes
COO,KIN,Inbound to,Red,Midday,1.5516849974922706
WIN,RAN,Inbound to,Green,Morning,1.5495652864949863
CHA,COW,Outbound to,Green,Evening,1.5424887214898306
BEE,BAL,Outbound to,Green,Morning,1.5351544812359736
JAM,RIA,Inbound to,Red,Night,1.5348120888721681
SUI,JAM,Inbound to,Red,Morning,1.5286663803533254
BLU,SUI,Inbound to,Red,Midday,1.5263213650567489
KYL,DRI,Inbound to,Red,Evening,1.5244962332635907
DAW,OUP,Inbound to,Green,Morning,1.5210540512908626
RIA,FOU,Inbound to,Red,Morning,1.520264353230616
KIN,HOS,Outbound to,Red,Morning,1.519486048911479
CPK,KIL,Inbound to,Green,Morning,1.5192757787180031
GLE,CCK,Outbound to,Green,Evening,1.5184360862901503
WIN,BAL,Inbound to,Green,Night,1.51843608629015
ABB,GDK,Inbound to,Red,Midday,1.5161667868386923
RED,BEL,Outbound to,Red,Midday,1.5118967000849686
JAM,FOU,Inbound to,Red,Night,1.5092615314684097
HAR,BEE,Outbound to,Green,Night,1.5080960010591733
SUI,BLU,Outbound to,Red,Midday,1.4912312420811782
BLU,GOL,Inbound to,Red,Morning,1.4868664591074292
JAM,GOL,Outbound to,Red,Morning,1.483979087377324
DOM,TRY,Outbound to,Green,Morning,1.4778369112450458
WES,OUP,Inbound to,Green,Morning,1.477269758967482
RAN,WIN,Outbound to,Green,Evening,1.4737381738800888
LAU,BAW,Inbound to,Green,Morning,1.4712336599896818
SAG,CVN,Inbound to,Red,Evening,1.4686660592188985
MAR,DAW,Outbound to,Green,Morning,1.4679709557825116
OUP,PHI,Inbound to,Green,Night,1.467789441953615
BLA,RIA,Inbound to,Red,Evening,1.464830583421208
KYL,DRI,Inbound to,Red,Morning,1.4606373105833277
STS,RAN,Outbound to,Green,Evening,1.4605946282083726
STI,CPK,Outbound to,Green,Morning,1.4593545249852475
SUI,JAM,Inbound to,Red,Midday,1.4541050593884919
LEO,CCK,Outbound to,Green,Midday,1.4510372716053919
WES,BRD,Inbound to,Green,Night,1.4495689014324225
GDK,JER,Outbound to,Red,Morning,1.4454510177293602
RED,BLU,Inbound to,Red,Evening,1.4446891034537896
LEO,LAU,Outbound to,Green,Morning,1.440283644118291
KIL,CPK,Outbound to,Green,Night,1.4377837884126465
FOR,FET,Inbound to,Red,Morning,1.4377837884126465
GDK,JER,Outbound to,Red,Midday,1.4365738294131527
DUN,STI,Outbound to,Green,Midday,1.4363829556660512
RED,BEL,Outbound to,Red,Morning,1.4338847630101408
MUS,JAM,Outbound to,Red,Evening,1.4333503292214465
JAM,SMI,Inbound to,Red,Morning,1.4297996681255773
HOS,KIN,Inbound to,Red,Evening,1.4281953916075825
CVN,BEL,Inbound to,Red,Midday,1.4273367682369316
WES,DOM,Inbound to,Green,Evening,1.4259986753928708
HEU,RIA,Outbound to,Red,Midday,1.4258840075103685
BLU,SUI,Inbound to,Red,Morning,1.4251067210813784
FET,FOR,Outbound to,Red,Morning,1.4227594460878943
GOL,JAM,Inbound to,Red,Morning,1.4215438643098193
CHA,COW,Outbound to,Green,Morning,1.4184967421652679
KIN,COO,Outbound to,Red,Midday,1.417481102266031
DRI,FAT,Inbound to,Red,Evening,1.416366143189914
DAW,RAN,Outbound to,Green,Morning,1.4142135623730951
ABB,SMI,Outbound to,Red,Midday,1.4142135623730951
STI,DUN,Outbound to,Green,Night,1.4142135623730951
OGP,WES,Inbound to,Green,Midday,1.4142135623730951
KIN,BLU,Inbound to,Red,Evening,1.4142135623730951
MUS,RIA,Outbound to,Red,Midday,1.4142135623730951
TAL,KIN,Inbound to,Red,Evening,1.4142135623730951
SDK,ABB,Outbound to,Red,Night,1.4142135623730951
RAN,DUN,Outbound to,Green,Evening,1.4142135623730951
STI,MIL,Inbound to,Green,Evening,1.4142135623730951
CVN,BEL,Outbound to,Red,Evening,1.4142135623730951
SAN,DUN,Inbound to,Green,Evening,1.4142135623730951
SUI,MUS,Inbound to,Red,Morning,1.4142135623730951
FAT,DRI,Inbound to,Red,Evening,1.414213562373095
SMI,ABB,Inbound to,Red,Midday,1.4118895273411702
SAN,GLE,Outbound to,Green,Midday,1.410383328444328
KIN,CVN,Outbound to,Red,Morning,1.4083382642911706
KYL,KIN,Outbound to,Red,Midday,1.4075867387774874
WES,STS,Inbound to,Green,Morning,1.4063595636330783
FAT,SMI,Inbound to,Red,Morning,1.4061574379914834
SMI,ABB,Inbound to,Red,Morning,1.4033260608281743
RED,COO,Outbound to,Red,Midday,1.402733112471239
STI,WIN,Inbound to,Green,Night,1.4024284493533192
FOR,BEL,Inbound to,Red,Midday,1.4024284493533192
KIL,MIL,Inbound to,Green,Evening,1.4024284493533192
STI,CPK,Inbound to,Green,Morning,1.4024284493533192
MIL,DUN,Inbound to,Green,Night,1.4024284493533192
BRD,OGP,Inbound to,Green,Night,1.4024284493533192
BLU,KIN,Outbound to,Red,Evening,1.4024284493533192
DAW,OUP,Inbound to,Green,Midday,1.4024284493533192
PAR,DAW,Outbound to,Green,Midday,1.4024284493533192
ABB,CON,Outbound to,Red,Midday,1.4024284493533192
WIN,CHA,Inbound to,Green,Morning,1.4024284493533192
MIL,KIL,Outbound to,Green,Midday,1.402428449353319
BEL,FOR,Outbound to,Red,Midday,1.402428449353319
BEL,HOS,Outbound to,Red,Morning,1.3991041790968792
BRO,GRA,Outbound to,Green,Morning,1.3988421137709786
SMI,HEU,Outbound to,Red,Evening,1.3981383504815568
CVN,BEL,Inbound to,Red,Morning,1.3975099805280033
FET,FOR,Outbound to,Red,Evening,1.3973086607712564
KIL,GLE,Outbound to,Green,Morning,1.3941411799490142
STI,GAL,Outbound to,Green,Midday,1.3940489607813475
FOU,HEU,Outbound to,Red,Night,1.3906433363335435
BAL,BEE,Inbound to,Green,Morning,1.3906433363335435
LEO,LAU,Outbound to,Green,Evening,1.3803718272140493
RED,BLA,Inbound to,Red,Morning,1.3777826892792662
MAR,STS,Outbound to,Green,Morning,1.376052926748409
FET,RED,Inbound to,Red,Morning,1.3749903544526607
BEE,HAR,Inbound to,Green,Evening,1.3709613917074546
BLA,RIA,Inbound to,Red,Midday,1.3684804464181906
CPK,GAL,Outbound to,Green,Morning,1.3668601334504131
JAM,SMI,Inbound to,Red,Night,1.362924833790955
BRD,CAB,Inbound to,Green,Evening,1.3614054398043622
SAN,LEO,Outbound to,Green,Morning,1.3577229387680239
STI,GAL,Outbound to,Green,Morning,1.3575324658446313
SMI,GDK,Inbound to,Red,Morning,1.3552879972742158
BRD,PAR,Outbound to,Green,Morning,1.3552696883164355
DOM,MAR,Outbound to,Green,Evening,1.35310342874774
CVN,BEL,Inbound to,Red,Evening,1.3523086485709874
SUI,BLU,Outbound to,Red,Evening,1.3504937951718103
FAT,FOU,Inbound to,Red,Morning,1.34739990301203
JAM,SMI,Inbound to,Red,Evening,1.343127470519721
SAN,CPK,Outbound to,Green,Morning,1.3428563705492957
WIN,BEE,Inbound to,Green,Midday,1.3423614455981052
RED,BLA,Inbound to,Red,Evening,1.341453827371925
HAR,BEE,Outbound to,Green,Morning,1.341314674489768
RED,BLU,Inbound to,Red,Night,1.3404276024794062
OGP,BRD,Inbound to,Green,Evening,1.3402784114091157
KIN,FET,Outbound to,Red,Morning,1.3402644775145083
RAN,STS,Inbound to,Green,Morning,1.3399382592561018
BAL,CPK,Outbound to,Green,Morning,1.3398945705977992
STS,RAN,Outbound to,Green,Morning,1.3375939149285523
GDK,MYS,Inbound to,Red,Midday,1.3346154473309344
FAT,SMI,Inbound to,Red,Night,1.332395503511543
ABB,FOU,Outbound to,Red,Morning,1.3308507202603364
RED,BLA,Inbound to,Red,Midday,1.3293429866424364
CHA,MIL,Outbound to,Green,Midday,1.3285739224119562
BEL,HOS,Outbound to,Red,Evening,1.3275510106956916
TRY,STS,Outbound to,Green,Evening,1.3241548532479717
KIL,WIN,Inbound to,Green,Midday,1.3222065968926453
FOR,FET,Inbound to,Red,Evening,1.3207349473519416
BAW,GLE,Outbound to,Green,Morning,1.3188221602908592
KIL,WIN,Inbound to,Green,Morning,1.3162362648047712
ABB,FOU,Outbound to,Red,Midday,1.3160820121272807
ABB,GDK,Inbound to,Red,Evening,1.3150323408853937
DOM,MAR,Outbound to,Green,Morning,1.312095905091436
LEO,LAU,Outbound to,Green,Midday,1.3025671605648057
GLE,CCK,Outbound to,Green,Morning,1.3003252817691684
TRY,STS,Outbound to,Green,Night,1.3001402890571983
SAG,CVN,Inbound to,Red,Midday,1.296203900295047
ABB,GDK,Inbound to,Red,Morning,1.2959260592407245
GOL,JAM,Inbound to,Red,Night,1.2932427660156665
CHA,STS,Inbound to,Green,Evening,1.2866626590278458
BAL,STI,Outbound to,Green,Morning,1.2826323865869758
RED,COO,Outbound to,Red,Morning,1.280787983443831
BAL,MIL,Inbound to,Green,Morning,1.275647271824817
KYL,SUI,Inbound to,Red,Morning,1.2756168778787613
FET,BEL,Outbound to,Red,Midday,1.2718672506372535
CHA,STS,Inbound to,Green,Night,1.2713643194617392
SAG,CIT,Inbound to,Red,Midday,1.2687558369522043
BLU,RIA,Inbound to,Red,Midday,1.2639018955245576
FET,BEL,Inbound to,Red,Night,1.260863665746901
MIL,STI,Outbound to,Green,Morning,1.2607819854043039
STI,CPK,Outbound to,Green,Evening,1.2606209042506007
BRD,PAR,Outbound to,Green,Midday,1.259436602436008
BEE,HAR,Inbound to,Green,Night,1.2583793221912536
WIN,BEE,Inbound to,Green,Morning,1.2564923278757816
CCK,CHE,Outbound to,Green,Evening,1.2559147652062395
DOM,CAB,Inbound to,Green,Morning,1.2522993506148077
BEL,HOS,Outbound to,Red,Midday,1.2515077450801275
GOL,FAT,Inbound to,Red,Midday,1.2498000994807306
GOL,FAT,Inbound to,Red,Morning,1.2489968826701567
BAL,STI,Outbound to,Green,Evening,1.2486839392357096
DAW,OGP,Inbound to,Green,Morning,1.2455546954860537
DOM,OUP,Inbound to,Green,Morning,1.2433260070405627
OGP,WES,Inbound to,Green,Morning,1.242398426631973
COW,CHA,Inbound to,Green,Evening,1.2396477896523013
FOU,GDK,Inbound to,Red,Midday,1.2381956709229243
CHA,COW,Outbound to,Green,Night,1.2332528717957862
DAW,CHA,Outbound to,Green,Morning,1.2320749067238455
KYL,BLA,Inbound to,Red,Midday,1.2308528637296428
KIL,CPK,Outbound to,Green,Morning,1.2303315434294502
SDK,ABB,Outbound to,Red,Morning,1.228277927289531
BEL,CVN,Outbound to,Red,Morning,1.2221416594310248
BLU,SUI,Inbound to,Red,Evening,1.2199800741121665
GLE,LEO,Outbound to,Green,Morning,1.219005129954136
GRA,PHI,Inbound to,Green,Evening,1.2174440481479558
BRD,CAB,Inbound to,Green,Night,1.2159208572867575
TPT,GDK,Outbound to,Red,Evening,1.2140664461026551
BAL,SAN,Outbound to,Green,Evening,1.2092235863396321
SMI,HEU,Outbound to,Red,Midday,1.208380247878264
GLE,CCK,Outbound to,Green,Midday,1.2067134736164205
KIN,BLU,Inbound to,Red,Midday,1.2056683315790684
MAR,DAW,Outbound to,Green,Midday,1.2023546163318497
KYL,GOL,Inbound to,Red,Midday,1.2007859917447494
HOS,BEL,Inbound to,Red,Evening,1.199681356453464
RED,KYL,Inbound to,Red,Midday,1.1885655848212229
STS,CHA,Outbound to,Green,Midday,1.187301376973486
STS,TRY,Outbound to,Green,Morning,1.184271928232701
STI,CPK,Outbound to,Green,Midday,1.1835315695766078
CCK,CHE,Outbound to,Green,Night,1.1817665353908342
BLU,RED,Outbound to,Red,Midday,1.18174240967559
STI,BAL,Outbound to,Green,Night,1.1802042427259232
SAG,CIT,Inbound to,Red,Evening,1.1785118758316964
TRY,PAR,Outbound to,Green,Morning,1.1785113019775793
DRI,FAT,Inbound to,Red,Morning,1.1779614732920478
RED,KYL,Inbound to,Red,Morning,1.177919653626634
DOM,PHI,Inbound to,Green,Evening,1.1754652086511448
GOL,JAM,Inbound to,Red,Midday,1.1727529424205627
OUP,DOM,Inbound to,Green,Morning,1.165073461448312
JAM,MUS,Inbound to,Red,Midday,1.1631377506906937
SAN,CPK,Outbound to,Green,Midday,1.1630237580045708
SMI,ABB,Inbound to,Red,Evening,1.1615461227949855
HAR,MIL,Outbound to,Green,Morning,1.16150095170264
GOL,FAT,Inbound to,Red,Evening,1.1603451807054295
SAN,CPK,Outbound to,Green,Evening,1.1602613302168194
GAL,LAU,Outbound to,Green,Morning,1.1595417357892024
FOU,ABB,Inbound to,Red,Midday,1.1589896071890597
BLU,RED,Outbound to,Red,Night,1.1586831659313357
CVN,KIN,Inbound to,Red,Midday,1.1563557023264945
CPK,GAL,Outbound to,Green,Evening,1.1547382869574463
MYS,JER,Outbound to,Red,Night,1.1547005383792515
MAR,STS,Outbound to,Green,Midday,1.153383781361351
FOU,GDK,Inbound to,Red,Evening,1.1531451709639011
OUP,GRA,Inbound to,Green,Morning,1.1516806101873733
DRI,FAT,Inbound to,Red,Night,1.1450780338927578
FAT,SMI,Inbound to,Red,Midday,1.1432535710536846
FET,RED,Inbound to,Red,Evening,1.1427638844285715
MUS,SMI,Inbound to,Red,Morning,1.1427354663423022
LEO,CPK,Inbound to,Green,Morning,1.137863169919549
KYL,BLA,Inbound to,Red,Morning,1.1366733287168644
FET,KIN,Outbound to,Red,Evening,1.1354555294062638
DOM,PHI,Inbound to,Green,Morning,1.1336868506547488
MUS,FOU,Inbound to,Red,Midday,1.1325007451838436
DUN,COW,Inbound to,Green,Midday,1.130674986866662
SAN,CPK,Outbound to,Green,Night,1.1259563998579862
MUS,RIA,Outbound to,Red,Morning,1.1213849678846708
MIL,KIL,Outbound to,Green,Evening,1.1212688905384
GDK,MYS,Inbound to,Red,Evening,1.1204877687828776
CVN,KIN,Inbound to,Red,Morning,1.1202217500692138
MUS,JAM,Outbound to,Red,Midday,1.1193018272010116
CHA,STS,Outbound to,Green,Morning,1.1172655364885853
RAN,DAW,Inbound to,Green,Morning,1.1159712699918969
BAW,GAL,Outbound to,Green,Morning,1.1148076221273777
GDK,MYS,Inbound to,Red,Morning,1.1144692225058062
BRD,GRA,Inbound to,Green,Evening,1.1139732587536477
STI,BAL,Inbound to,Green,Midday,1.1131447136719246
KIN,COO,Outbound to,Red,Night,1.1122203936950927
GRA,PHI,Inbound to,Green,Morning,1.1076041464382929
MUS,FOU,Inbound to,Red,Morning,1.1067645034797675
PHI,CAB,Inbound to,Green,Evening,1.1056331738732519
DRI,FAT,Inbound to,Red,Midday,1.1055886936945931
JER,ABB,Outbound to,Red,Evening,1.1048881124092194
BLA,KYL,Inbound to,Red,Evening,1.104586155851182
BLU,RED,Outbound to,Red,Evening,1.104249501210807
MYS,ABB,Outbound to,Red,Evening,1.100726491004385
HAR,RAN,Outbound to,Green,Morning,1.1001691557840172
DUN,WIN,Outbound to,Green,Evening,1.1001522121152905
KIL,SAN,Outbound to,Green,Morning,1.0986433332915435
STI,BAL,Inbound to,Green,Morning,1.097823788145521
PAR,DOM,Outbound to,Green,Evening,1.097003494373043
DAW,HAR,Inbound to,Green,Morning,1.0967874431943805
MAR,DAW,Outbound to,Green,Evening,1.0966709358578977
RED,KYL,Inbound to,Red,Evening,1.0958257421744229
GAL,BAW,Outbound to,Green,Morning,1.0953139859135428
CPK,GLE,Outbound to,Green,Morning,1.0929730487967475
SMI,HEU,Outbound to,Red,Morning,1.09172494185193
HOS,KIN,Inbound to,Red,Night,1.0916293137791966
GRA,PHI,Inbound to,Green,Night,1.0893206224887226
JAM,MUS,Inbound to,Red,Morning,1.088987513748832
FOU,ABB,Inbound to,Red,Morning,1.0885246643258606
SAN,STI,Inbound to,Green,Midday,1.0855360591000438
BRD,CAB,Inbound to,Green,Morning,1.0850085156077962
SAN,KIL,Inbound to,Green,Night,1.0843456516312096
SAN,CPK,Inbound to,Green,Midday,1.08176810002062
SUI,DRI,Inbound to,Red,Morning,1.0815553907844708
SAN,STI,Inbound to,Green,Morning,1.0815491263888888
CPK,SAN,Inbound to,Green,Evening,1.081424105522099
HAR,STS,Outbound to,Green,Evening,1.0786151189198228
OUP,OGP,Inbound to,Green,Morning,1.0769857859042453
DOM,PHI,Inbound to,Green,Midday,1.0761448982974244
SMI,HEU,Outbound to,Red,Night,1.076067954487964
OUP,DOM,Inbound to,Green,Night,1.0756610749307256
RED,DRI,Inbound to,Red,Midday,1.075391563054541
BRD,GRA,Inbound to,Green,Morning,1.075009180435771
FAT,MUS,Inbound to,Red,Night,1.074481174570683
STI,DUN,Outbound to,Green,Morning,1.0735722015792137
HAR,BEE,Outbound to,Green,Midday,1.0721494143288066
BRD,CAB,Inbound to,Green,Midday,1.0712621309294086
HAR,COW,Outbound to,Green,Evening,1.0709890092303935
MUS,ABB,Inbound to,Red,Midday,1.0697298003082563
RED,BEL,Inbound to,Red,Midday,1.0689935051131545
CPK,SAN,Inbound to,Green,Midday,1.068376000201041
STS,HAR,Outbound to,Green,Morning,1.0682167506051343
HAR,CHA,Inbound to,Green,Night,1.065348211616215
BLU,RED,Outbound to,Red,Morning,1.0640750154914003
TRY,MAR,Outbound to,Green,Night,1.0606601717798214
JAM,FOU,Inbound to,Red,Evening,1.0606601717798212
BLU,DRI,Outbound to,Red,Evening,1.0592373060441929
DOM,BRD,Inbound to,Green,Morning,1.057659627969117
CPK,SAN,Inbound to,Green,Night,1.0561177112324271
FOU,JER,Outbound to,Red,Evening,1.0547676152699335
CHA,MIL,Outbound to,Green,Morning,1.0546892719985737
SAN,KIL,Inbound to,Green,Morning,1.0536911701237939
CPK,GAL,Outbound to,Green,Midday,1.0527125608913168
KIN,RED,Inbound to,Red,Morning,1.0522819163518418
BEL,CIT,Outbound to,Red,Evening,1.0520441964497764
FOU,ABB,Inbound to,Red,Evening,1.0516405452394815
OUP,DOM,Inbound to,Green,Evening,1.051555828565958
CPK,SAN,Inbound to,Green,Morning,1.050985995863933
BEL,COO,Outbound to,Red,Evening,1.0500391265642532
CIT,BEL,Inbound to,Red,Evening,1.0499524290562072
SMI,ABB,Inbound to,Red,Night,1.049884390509577
WIN,KIL,Outbound to,Green,Night,1.0488750587600455
STS,HAR,Outbound to,Green,Night,1.0487584875831601
RED,KYL,Inbound to,Red,Night,1.045935458209765
OUP,OGP,Inbound to,Green,Evening,1.0448836852062908
GAL,BAW,Outbound to,Green,Evening,1.0433507466575185
TRY,HAR,Outbound to,Green,Morning,1.043320558420187
OUP,GRA,Inbound to,Green,Night,1.0431710532563876
BRD,GRA,Inbound to,Green,Night,1.042870764323619
STI,SAN,Outbound to,Green,Evening,1.039445529528839
KIN,RED,Outbound to,Red,Midday,1.0385834483969334
STI,SAN,Outbound to,Green,Morning,1.038200378062981
BAL,STI,Outbound to,Green,Night,1.0381523751797719
KIN,RED,Inbound to,Red,Evening,1.0374350497529734
HAR,COW,Outbound to,Green,Morning,1.0373330664326466
KIN,HOS,Outbound to,Red,Night,1.0371091758796585
DRI,RIA,Outbound to,Red,Evening,1.0370899457402698
STS,HAR,Outbound to,Green,Midday,1.0368349190230002
SAN,STI,Inbound to,Green,Night,1.0359268993894648
OUP,PHI,Inbound to,Green,Evening,1.0350867448851457
CCK,CHE,Outbound to,Green,Morning,1.0340336306740627
DOM,PHI,Inbound to,Green,Night,1.030261086087766
TRY,DAW,Outbound to,Green,Evening,1.0295971367212904
HAR,CHA,Outbound to,Green,Morning,1.0286239104753478
CON,BUS,Outbound to,Red,Morning,1.0260373967809298
CPK,KIL,Outbound to,Green,Morning,1.0251016209787853
GLE,BAW,Outbound to,Green,Evening,1.025031043842485
STS,HAR,Outbound to,Green,Evening,1.0246926785411379
BEL,HOS,Outbound to,Red,Night,1.0238667745911783
BAL,STI,Outbound to,Green,Midday,1.0238299463630594
SAN,KIL,Inbound to,Green,Midday,1.0210796985950514
DOM,BRD,Inbound to,Green,Evening,1.020531721292075
SAN,STI,Inbound to,Green,Evening,1.020491198184223
STI,BAL,Inbound to,Green,Evening,1.019838934364017
JER,SMI,Outbound to,Red,Evening,1.0189057717003815
KIN,RED,Inbound to,Red,Midday,1.0182171168898084
STI,BAL,Inbound to,Green,Night,1.018046016968883
SAN,BAL,Inbound to,Green,Night,1.0179768388503863
STS,WES,Inbound to,Green,Midday,1.0167905710299587
CHA,WIN,Outbound to,Green,Morning,1.0166666666666666
WES,DOM,Inbound to,Green,Night,1.0166666666666666
KIN,RED,Inbound to,Red,Night,1.0164877025341088
GRA,PHI,Inbound to,Green,Midday,1.0151211159526254
SAN,KIL,Inbound to,Green,Evening,1.0135244508221521
KIN,BEL,Inbound to,Red,Evening,1.0102384197712728
MYS,SDK,Inbound to,Red,Midday,1.0097450512684762
OGP,PHI,Inbound to,Green,Morning,1.0086202530262887
RED,KIN,Outbound to,Red,Evening,1.006755596229738
FET,BEL,Inbound to,Red,Evening,1.006179529108727
BLA,BLU,Inbound to,Red,Evening,1.006090797293301
PAR,TRY,Outbound to,Green,Night,1.005892556509888
FET,BEL,Inbound to,Red,Midday,1.003232040204314
OGP,WES,Inbound to,Green,Evening,1.002858787354735
STI,BAL,Outbound to,Green,Midday,1.0023183407254246
BAL,SAN,Outbound to,Green,Midday,1.001675552833044
RAN,WIN,Outbound to,Green,Midday,1.0001851680415834
FOR,FET,Outbound to,Red,Midday,1.0000462952246723
GAL,SAN,Outbound to,Green,Morning,1.0000462952246723
RIA,HEU,Outbound to,Red,Morning,1.0
CIT,BEL,Inbound to,Red,Midday,0.9991228428011163
PHI,CAB,Inbound to,Green,Morning,0.9977244471027698
BEL,COO,Outbound to,Red,Morning,0.9970049437946052
CON,BUS,Outbound to,Red,Evening,0.9966105498420236
TRY,DAW,Outbound to,Green,Midday,0.9955904707798829
GAL,LAU,Outbound to,Green,Midday,0.9917717031207894
SAN,DUN,Inbound to,Green,Morning,0.9917717031207894
LEO,CPK,Outbound to,Green,Evening,0.9916783379331859
RED,KIN,Outbound to,Red,Night,0.9913446240401264
HAR,CHA,Outbound to,Green,Night,0.9906837430190887
BEL,COO,Outbound to,Red,Midday,0.9903754951181325
JER,SMI,Outbound to,Red,Midday,0.9899396121731955
CVN,FET,Outbound to,Red,Midday,0.9895123596464424
MIL,RAN,Outbound to,Green,Morning,0.9894376586835959
KIL,SAN,Outbound to,Green,Midday,0.9865843830084234
CPK,GLE,Outbound to,Green,Evening,0.9860920540391611
KYL,BLA,Inbound to,Red,Evening,0.9858151662938317
BAL,WIN,Outbound to,Green,Evening,0.9853730183865214
GOL,KYL,Outbound to,Red,Midday,0.9839137718810167
HOS,BEL,Inbound to,Red,Morning,0.9837102594215699
DOM,BRD,Inbound to,Green,Night,0.9836147704198236
RED,BEL,Inbound to,Red,Evening,0.983427490783957
SUI,JAM,Inbound to,Red,Evening,0.9819803736179379
TPT,GDK,Outbound to,Red,Night,0.9818920021428935
TPT,SDK,Outbound to,Red,Evening,0.9816630681933114
KYL,KIN,Outbound to,Red,Morning,0.9814422943722236
HAR,BEE,Outbound to,Green,Evening,0.9812769231026638
BEL,FET,Outbound to,Red,Evening,0.9812689787638301
PHI,CAB,Inbound to,Green,Night,0.9801096212772471
OUP,DOM,Inbound to,Green,Midday,0.9799228234039274
BEL,COO,Outbound to,Red,Night,0.9795528465497143
KIL,SAN,Outbound to,Green,Night,0.9790461714523871
TRY,DAW,Outbound to,Green,Morning,0.9783986242826783
MIL,RAN,Inbound to,Green,Night,0.9768107640676806
JAM,MUS,Inbound to,Red,Evening,0.9759671783338743
DOM,GRA,Inbound to,Green,Evening,0.9757993293786099
BEL,RED,Outbound to,Red,Morning,0.97536261281286
MYS,SDK,Inbound to,Red,Morning,0.9751869644937312
STI,SAN,Outbound to,Green,Midday,0.9735955942976506
KIL,CPK,Outbound to,Green,Evening,0.9727997768844213
HAR,CHA,Outbound to,Green,Evening,0.9724120412048354
RED,COO,Outbound to,Red,Night,0.9717917426312153
RED,KIN,Outbound to,Red,Morning,0.9707405834913618
RED,KIN,Outbound to,Red,Midday,0.9705108396025697
BAL,SAN,Outbound to,Green,Morning,0.9703033039737399
BRD,GRA,Inbound to,Green,Midday,0.9692984806230708
CCK,CHE,Outbound to,Green,Midday,0.9687197769138004
SDK,MYS,Inbound to,Red,Midday,0.9678836780740868
KIN,BEL,Outbound to,Red,Evening,0.9673802027979242
ABB,GDK,Inbound to,Red,Night,0.9652915720105909
JAM,SUI,Outbound to,Red,Evening,0.9647913093555767
SMI,GDK,Inbound to,Red,Midday,0.9645144625504383
KIN,BLU,Inbound to,Red,Morning,0.9634269269887338
DAW,STS,Outbound to,Green,Morning,0.9629428687762
HAR,CHA,Outbound to,Green,Midday,0.9621537353180581
BEL,KIN,Inbound to,Red,Midday,0.9621132661257938
MUS,SMI,Inbound to,Red,Midday,0.9617142621654983
FET,CIT,Outbound to,Red,Evening,0.9606404220570508
GLE,STI,Inbound to,Green,Morning,0.9594924614803795
GAL,BAW,Outbound to,Green,Midday,0.9527685203310096
HAR,RAN,Outbound to,Green,Evening,0.9520561744669536
GDK,SDK,Inbound to,Red,Midday,0.951223927842448
GLE,LEO,Outbound to,Green,Evening,0.9480770921488858
RIA,DRI,Outbound to,Red,Evening,0.9479874676545805
OUP,BRD,Inbound to,Green,Morning,0.9475132810646686
OGP,OUP,Inbound to,Green,Evening,0.9465583808385128
ABB,MYS,Outbound to,Red,Morning,0.9458486293427875
OUP,GRA,Inbound to,Green,Evening,0.9452902675508379
DAW,STS,Inbound to,Green,Night,0.9444158492403102
CPK,SAN,Outbound to,Green,Morning,0.9443389177151372
MAR,TRY,Outbound to,Green,Evening,0.9437232286750203
GLE,GAL,Outbound to,Green,Morning,0.9435237118173235
BLA,BLU,Inbound to,Red,Midday,0.9432416605814783
CIT,FET,Outbound to,Red,Morning,0.9428808913433263
TRY,MAR,Outbound to,Green,Morning,0.942330633900723
WIN,BEE,Inbound to,Green,Evening,0.9412837085837822
GDK,SDK,Inbound to,Red,Morning,0.9409594733740612
ABB,SDK,Inbound to,Red,Evening,0.9409493770549963
DOM,GRA,Inbound to,Green,Morning,0.9397904192262907
MUS,ABB,Inbound to,Red,Evening,0.9388249644884215
SMI,MUS,Inbound to,Red,Midday,0.9388011119374243
BLU,RIA,Inbound to,Red,Morning,0.9381379460722373
TPT,SDK,Outbound to,Red,Night,0.9375692338500827
BLU,KYL,Inbound to,Red,Midday,0.9374625596693852
KIL,SAN,Outbound to,Green,Evening,0.9371289800366509
DAW,STS,Outbound to,Green,Evening,0.9370784109406424
CVN,FET,Outbound to,Red,Evening,0.9364439674261819
MYS,SDK,Inbound to,Red,Evening,0.9363845857210027
CCK,BAW,Outbound to,Green,Evening,0.9350903390173129
HOS,BEL,Inbound to,Red,Midday,0.9344904676757269
STI,SAN,Outbound to,Green,Night,0.9342947323450165
CPK,GLE,Outbound to,Green,Midday,0.9329996542974249
STI,BAL,Outbound to,Green,Morning,0.932671483029706
BEL,KIN,Inbound to,Red,Evening,0.9325413060125557
PHI,CAB,Inbound to,Green,Midday,0.9317501637076807
WIN,BAL,Inbound to,Green,Midday,0.931396800509858
DUN,MIL,Outbound to,Green,Morning,0.931012183244332
CHE,LAU,Outbound to,Green,Evening,0.9309118987874783
STI,CPK,Outbound to,Green,Night,0.9291569772654974
BLU,GOL,Inbound to,Red,Night,0.9259031412540552
CON,BUS,Outbound to,Red,Midday,0.9250390450194486
OGP,OUP,Inbound to,Green,Morning,0.9221411386385107
CPK,SAN,Outbound to,Green,Evening,0.9216156739223167
ABB,MYS,Inbound to,Red,Night,0.9215042035467033
TPT,SDK,Outbound to,Red,Morning,0.9214118132542976
MAR,TRY,Outbound to,Green,Midday,0.9208746512910356
TAL,HOS,Inbound to,Red,Evening,0.9207943695787139
CHA,HAR,Outbound to,Green,Morning,0.9198867922686614
DAW,STS,Outbound to,Green,Midday,0.9193866263186119
