Line,Direction,Stop,PeakPeriod,AvgHeadwayMinutes
Red,Outbound,HOS,Morning,20.672666666666665
Red,Outbound,JAM,Evening,10.237174316625056
Red,Outbound,JAM,Morning,10.891097258850795
Red,Outbound,JER,Evening,9.637060816836097
Red,Outbound,JER,Morning,10.191474538533361
Red,Outbound,KIN,Evening,10.104765521169547
Red,Outbound,KIN,Morning,11.903970841256905
Red,Outbound,KYL,Evening,10.15938141025641
Red,Outbound,KYL,Morning,11.628082131935342
Red,Outbound,MUS,Evening,10.149058235633289
Red,Outbound,MUS,Morning,10.773446132596685
Red,Outbound,MYS,Evening,13.798777429467084
Red,Outbound,MYS,Morning,15.094149952244509
Red,Outbound,RED,Evening,10.141571355953742
Red,Outbound,RED,Morning,11.704933830713207
Red,Outbound,RIA,Evening,10.262829643888354
Red,Outbound,RIA,Morning,10.868908240606354
Red,Outbound,SDK,Evening,13.792279449787983
Red,Outbound,SDK,Morning,15.041715737212794
Red,Outbound,SMI,Evening,9.656580047789726
Red,Outbound,SMI,Morning,10.435221621621622
Red,Outbound,SUI,Evening,10.247240363682929
Red,Outbound,SUI,Morning,10.849041769041769
Red,Outbound,TPT,Evening,13.84584741423451
Red,Outbound,TPT,Morning,15.038473036679315
