TramJourneyID,TravelTimeMinutes,Line,Direction,hour_of_day,ServiceDay,Period
BRI_PAR39_2020_02_14,51.95,Green,Inbound to,16,2020-02-14,Midday
BRI_PAR39_2020_02_15,53.96666666666667,Green,Inbound to,18,2020-02-15,Evening
BRI_PAR39_2020_02_17,51.0,Green,Inbound to,14,2020-02-17,Midday
BRI_PAR39_2020_02_18,49.96666666666667,Green,Inbound to,15,2020-02-18,Midday
BRI_PAR39_2020_02_19,52.95,Green,Inbound to,14,2020-02-19,Midday
BRI_PAR39_2020_02_20,50.81666666666667,Green,Inbound to,15,2020-02-20,Midday
BRI_PAR39_2020_02_21,48.96666666666667,Green,Inbound to,14,2020-02-21,Midday
BRI_PAR39_2020_02_22,48.983333333333334,Green,Inbound to,17,2020-02-22,Evening
BRI_PAR39_2020_02_24,47.0,Green,Inbound to,15,2020-02-24,Midday
BRI_PAR39_2020_02_25,51.983333333333334,Green,Inbound to,14,2020-02-25,Midday
BRI_PAR39_2020_02_26,52.0,Green,Inbound to,18,2020-02-26,Evening
BRI_PAR39_2020_02_27,55.0,Green,Inbound to,16,2020-02-27,Midday
BRI_PAR39_2020_02_28,48.95,Green,Inbound to,15,2020-02-28,Midday
BRI_PAR39_2020_02_29,49.0,Green,Inbound to,20,2020-02-29,Evening
BRI_PAR39_2020_03_02,48.96666666666667,Green,Inbound to,14,2020-03-02,Midday
BRI_PAR39_2020_03_03,46.983333333333334,Green,Inbound to,16,2020-03-03,Midday
BRI_PAR39_2020_03_04,50.96666666666667,Green,Inbound to,16,2020-03-04,Midday
BRI_PAR39_2020_03_05,49.016666666666666,Green,Inbound to,15,2020-03-05,Midday
BRI_PAR39_2020_03_06,51.95,Green,Inbound to,16,2020-03-06,Midday
BRI_PAR39_2020_03_07,53.0,Green,Inbound to,19,2020-03-07,Evening
BRI_PAR39_2020_03_09,49.96666666666667,Green,Inbound to,15,2020-03-09,Midday
BRI_PAR39_2020_03_10,52.983333333333334,Green,Inbound to,17,2020-03-10,Evening
BRI_PAR39_2020_03_11,49.016666666666666,Green,Inbound to,14,2020-03-11,Midday
BRI_PAR39_2020_03_12,49.983333333333334,Green,Inbound to,15,2020-03-12,Midday
BRI_PAR39_2020_03_13,51.95,Green,Inbound to,15,2020-03-13,Midday
BRI_PAR39_2020_03_14,49.0,Green,Inbound to,17,2020-03-14,Evening
BRI_PAR39_2020_03_16,51.96666666666667,Green,Inbound to,16,2020-03-16,Midday
BRI_PAR39_2020_03_18,50.983333333333334,Green,Inbound to,14,2020-03-18,Midday
BRI_PAR39_2020_03_19,50.96666666666667,Green,Inbound to,14,2020-03-19,Midday
BRI_PAR39_2020_03_20,49.96666666666667,Green,Inbound to,14,2020-03-20,Midday
BRI_PAR40_2020_01_20,53.0,Green,Inbound to,16,2020-01-20,Midday
BRI_PAR40_2020_01_21,52.0,Green,Inbound to,15,2020-01-21,Midday
BRI_PAR40_2020_01_22,48.96666666666667,Green,Inbound to,15,2020-01-22,Midday
BRI_PAR40_2020_01_23,48.95,Green,Inbound to,15,2020-01-23,Midday
BRI_PAR40_2020_01_24,49.95,Green,Inbound to,15,2020-01-24,Midday
BRI_PAR40_2020_01_25,52.96666666666667,Green,Inbound to,18,2020-01-25,Evening
BRI_PAR40_2020_01_27,52.96666666666667,Green,Inbound to,16,2020-01-27,Midday
BRI_PAR40_2020_01_28,50.95,Green,Inbound to,16,2020-01-28,Midday
BRI_PAR40_2020_01_29,52.983333333333334,Green,Inbound to,16,2020-01-29,Midday
BRI_PAR40_2020_01_30,50.96666666666667,Green,Inbound to,15,2020-01-30,Midday
BRI_PAR40_2020_01_31,53.0,Green,Inbound to,16,2020-01-31,Midday
BRI_PAR40_2020_02_01,53.983333333333334,Green,Inbound to,18,2020-02-01,Evening
BRI_PAR40_2020_02_03,52.983333333333334,Green,Inbound to,15,2020-02-03,Midday
BRI_PAR40_2020_02_04,49.983333333333334,Green,Inbound to,14,2020-02-04,Midday
BRI_PAR40_2020_02_05,53.0,Green,Inbound to,15,2020-02-05,Midday
BRI_PAR40_2020_02_06,48.96666666666667,Green,Inbound to,15,2020-02-06,Midday
BRI_PAR40_2020_02_07,52.96666666666667,Green,Inbound to,15,2020-02-07,Midday
BRI_PAR40_2020_02_08,53.983333333333334,Green,Inbound to,18,2020-02-08,Evening
BRI_PAR40_2020_02_10,54.983333333333334,Green,Inbound to,16,2020-02-10,Midday
BRI_PAR40_2020_02_12,48.016666666666666,Green,Inbound to,14,2020-02-12,Midday
BRI_PAR40_2020_02_13,52.0,Green,Inbound to,15,2020-02-13,Midday
BRI_PAR40_2020_02_14,54.96666666666667,Green,Inbound to,16,2020-02-14,Midday
BRI_PAR40_2020_02_15,52.0,Green,Inbound to,18,2020-02-15,Evening
BRI_PAR40_2020_02_17,49.96666666666667,Green,Inbound to,14,2020-02-17,Midday
BRI_PAR40_2020_02_18,52.96666666666667,Green,Inbound to,15,2020-02-18,Midday
BRI_PAR40_2020_02_19,52.983333333333334,Green,Inbound to,15,2020-02-19,Midday
BRI_PAR40_2020_02_20,51.71666666666667,Green,Inbound to,15,2020-02-20,Midday
BRI_PAR40_2020_02_21,48.0,Green,Inbound to,15,2020-02-21,Midday
BRI_PAR40_2020_02_22,50.0,Green,Inbound to,17,2020-02-22,Evening
BRI_PAR40_2020_02_24,49.95,Green,Inbound to,15,2020-02-24,Midday
BRI_PAR40_2020_02_25,48.96666666666667,Green,Inbound to,15,2020-02-25,Midday
BRI_PAR40_2020_02_26,53.13333333333333,Green,Inbound to,18,2020-02-26,Evening
BRI_PAR40_2020_02_27,53.96666666666667,Green,Inbound to,16,2020-02-27,Midday
BRI_PAR40_2020_02_28,55.016666666666666,Green,Inbound to,15,2020-02-28,Midday
BRI_PAR40_2020_02_29,48.983333333333334,Green,Inbound to,20,2020-02-29,Evening
BRI_PAR40_2020_03_02,46.95,Green,Inbound to,14,2020-03-02,Midday
BRI_PAR40_2020_03_03,53.983333333333334,Green,Inbound to,17,2020-03-03,Evening
BRI_PAR40_2020_03_04,52.96666666666667,Green,Inbound to,18,2020-03-04,Evening
BRI_PAR40_2020_03_05,49.983333333333334,Green,Inbound to,15,2020-03-05,Midday
BRI_PAR40_2020_03_06,50.96666666666667,Green,Inbound to,16,2020-03-06,Midday
BRI_PAR40_2020_03_07,49.96666666666667,Green,Inbound to,19,2020-03-07,Evening
BRI_PAR40_2020_03_09,50.96666666666667,Green,Inbound to,15,2020-03-09,Midday
BRI_PAR40_2020_03_10,50.0,Green,Inbound to,18,2020-03-10,Evening
BRI_PAR40_2020_03_11,48.016666666666666,Green,Inbound to,14,2020-03-11,Midday
BRI_PAR40_2020_03_12,51.0,Green,Inbound to,15,2020-03-12,Midday
BRI_PAR40_2020_03_13,51.0,Green,Inbound to,15,2020-03-13,Midday
BRI_PAR40_2020_03_14,46.96666666666667,Green,Inbound to,17,2020-03-14,Evening
BRI_PAR40_2020_03_16,52.0,Green,Inbound to,16,2020-03-16,Midday
BRI_PAR40_2020_03_18,49.0,Green,Inbound to,15,2020-03-18,Midday
BRI_PAR40_2020_03_19,50.96666666666667,Green,Inbound to,14,2020-03-19,Midday
BRI_PAR40_2020_03_20,51.96666666666667,Green,Inbound to,14,2020-03-20,Midday
BRI_PAR41_2020_01_20,53.016666666666666,Green,Inbound to,16,2020-01-20,Midday
BRI_PAR41_2020_01_21,50.983333333333334,Green,Inbound to,16,2020-01-21,Midday
BRI_PAR41_2020_01_22,52.983333333333334,Green,Inbound to,15,2020-01-22,Midday
BRI_PAR41_2020_01_23,51.983333333333334,Green,Inbound to,15,2020-01-23,Midday
BRI_PAR41_2020_01_24,50.983333333333334,Green,Inbound to,15,2020-01-24,Midday
BRI_PAR41_2020_01_25,50.96666666666667,Green,Inbound to,18,2020-01-25,Evening
BRI_PAR41_2020_01_27,55.0,Green,Inbound to,16,2020-01-27,Midday
BRI_PAR41_2020_01_28,51.95,Green,Inbound to,16,2020-01-28,Midday
BRI_PAR41_2020_01_29,51.983333333333334,Green,Inbound to,16,2020-01-29,Midday
BRI_PAR41_2020_01_30,50.93333333333334,Green,Inbound to,15,2020-01-30,Midday
BRI_PAR41_2020_01_31,55.06666666666666,Green,Inbound to,16,2020-01-31,Midday
BRI_PAR41_2020_02_01,51.983333333333334,Green,Inbound to,18,2020-02-01,Evening
BRI_PAR41_2020_02_03,51.0,Green,Inbound to,15,2020-02-03,Midday
BRI_PAR41_2020_02_04,51.95,Green,Inbound to,14,2020-02-04,Midday
BRI_PAR41_2020_02_05,49.983333333333334,Green,Inbound to,16,2020-02-05,Midday
BRI_PAR41_2020_02_06,52.983333333333334,Green,Inbound to,15,2020-02-06,Midday
BRI_PAR41_2020_02_07,54.96666666666667,Green,Inbound to,15,2020-02-07,Midday
BRI_PAR41_2020_02_08,49.95,Green,Inbound to,18,2020-02-08,Evening
BRI_PAR41_2020_02_10,51.93333333333334,Green,Inbound to,16,2020-02-10,Midday
BRI_PAR41_2020_02_12,51.0,Green,Inbound to,15,2020-02-12,Midday
BRI_PAR41_2020_02_13,54.96666666666667,Green,Inbound to,16,2020-02-13,Midday
BRI_PAR41_2020_02_14,52.983333333333334,Green,Inbound to,17,2020-02-14,Evening
BRI_PAR41_2020_02_15,54.983333333333334,Green,Inbound to,18,2020-02-15,Evening
BRI_PAR41_2020_02_17,49.96666666666667,Green,Inbound to,14,2020-02-17,Midday
BRI_PAR41_2020_02_18,52.96666666666667,Green,Inbound to,16,2020-02-18,Midday
BRI_PAR41_2020_02_19,51.0,Green,Inbound to,15,2020-02-19,Midday
BRI_PAR41_2020_02_20,50.733333333333334,Green,Inbound to,15,2020-02-20,Midday
BRI_PAR41_2020_02_21,55.96666666666667,Green,Inbound to,15,2020-02-21,Midday
BRI_PAR41_2020_02_22,52.95,Green,Inbound to,18,2020-02-22,Evening
BRI_PAR41_2020_02_24,48.983333333333334,Green,Inbound to,15,2020-02-24,Midday
BRI_PAR41_2020_02_25,50.0,Green,Inbound to,15,2020-02-25,Midday
BRI_PAR41_2020_02_26,50.95,Green,Inbound to,19,2020-02-26,Evening
BRI_PAR41_2020_02_27,54.983333333333334,Green,Inbound to,18,2020-02-27,Evening
BRI_PAR41_2020_02_28,48.983333333333334,Green,Inbound to,15,2020-02-28,Midday
BRI_PAR41_2020_02_29,50.983333333333334,Green,Inbound to,21,2020-02-29,Night
BRI_PAR41_2020_03_02,48.96666666666667,Green,Inbound to,14,2020-03-02,Midday
BRI_PAR41_2020_03_03,52.983333333333334,Green,Inbound to,17,2020-03-03,Evening
BRI_PAR41_2020_03_04,48.96666666666667,Green,Inbound to,18,2020-03-04,Evening
BRI_PAR41_2020_03_05,52.95,Green,Inbound to,16,2020-03-05,Midday
BRI_PAR41_2020_03_06,49.016666666666666,Green,Inbound to,17,2020-03-06,Evening
BRI_PAR41_2020_03_07,50.95,Green,Inbound to,19,2020-03-07,Evening
BRI_PAR41_2020_03_09,53.0,Green,Inbound to,16,2020-03-09,Midday
BRI_PAR41_2020_03_10,51.016666666666666,Green,Inbound to,18,2020-03-10,Evening
BRI_PAR41_2020_03_11,49.0,Green,Inbound to,14,2020-03-11,Midday
BRI_PAR41_2020_03_12,56.95,Green,Inbound to,15,2020-03-12,Midday
BRI_PAR41_2020_03_13,48.983333333333334,Green,Inbound to,15,2020-03-13,Midday
BRI_PAR41_2020_03_14,50.983333333333334,Green,Inbound to,18,2020-03-14,Evening
BRI_PAR41_2020_03_16,50.95,Green,Inbound to,17,2020-03-16,Evening
BRI_PAR41_2020_03_18,48.983333333333334,Green,Inbound to,15,2020-03-18,Midday
BRI_PAR41_2020_03_19,50.916666666666664,Green,Inbound to,15,2020-03-19,Midday
BRI_PAR41_2020_03_20,47.96666666666667,Green,Inbound to,15,2020-03-20,Midday
BRI_PAR42_2020_01_20,52.93333333333333,Green,Inbound to,16,2020-01-20,Midday
BRI_PAR42_2020_01_21,53.03333333333333,Green,Inbound to,16,2020-01-21,Midday
BRI_PAR42_2020_01_22,49.96666666666667,Green,Inbound to,15,2020-01-22,Midday
BRI_PAR42_2020_01_23,51.95,Green,Inbound to,15,2020-01-23,Midday
BRI_PAR42_2020_01_24,50.96666666666667,Green,Inbound to,16,2020-01-24,Midday
BRI_PAR42_2020_01_25,52.96666666666667,Green,Inbound to,18,2020-01-25,Evening
BRI_PAR42_2020_01_27,54.983333333333334,Green,Inbound to,17,2020-01-27,Evening
BRI_PAR42_2020_01_28,48.983333333333334,Green,Inbound to,16,2020-01-28,Midday
BRI_PAR42_2020_01_29,49.93333333333333,Green,Inbound to,16,2020-01-29,Midday
BRI_PAR42_2020_01_30,55.983333333333334,Green,Inbound to,15,2020-01-30,Midday
BRI_PAR42_2020_01_31,52.96666666666667,Green,Inbound to,16,2020-01-31,Midday
BRI_PAR42_2020_02_01,54.96666666666667,Green,Inbound to,18,2020-02-01,Evening
BRI_PAR42_2020_02_03,51.03333333333333,Green,Inbound to,15,2020-02-03,Midday
BRI_PAR42_2020_02_04,49.96666666666667,Green,Inbound to,15,2020-02-04,Midday
BRI_PAR42_2020_02_05,52.983333333333334,Green,Inbound to,17,2020-02-05,Evening
BRI_PAR42_2020_02_06,52.96666666666667,Green,Inbound to,15,2020-02-06,Midday
BRI_PAR42_2020_02_07,51.96666666666667,Green,Inbound to,15,2020-02-07,Midday
BRI_PAR42_2020_02_08,50.96666666666667,Green,Inbound to,18,2020-02-08,Evening
BRI_PAR42_2020_02_10,54.96666666666667,Green,Inbound to,18,2020-02-10,Evening
BRI_PAR42_2020_02_12,49.96666666666667,Green,Inbound to,15,2020-02-12,Midday
BRI_PAR42_2020_02_13,55.95,Green,Inbound to,17,2020-02-13,Evening
BRI_PAR42_2020_02_14,53.95,Green,Inbound to,18,2020-02-14,Evening
BRI_PAR42_2020_02_15,49.96666666666667,Green,Inbound to,18,2020-02-15,Evening
BRI_PAR42_2020_02_17,49.96666666666667,Green,Inbound to,15,2020-02-17,Midday
BRI_PAR42_2020_02_18,53.916666666666664,Green,Inbound to,16,2020-02-18,Midday
BRI_PAR42_2020_02_19,49.95,Green,Inbound to,15,2020-02-19,Midday
BRI_PAR42_2020_02_20,51.8,Green,Inbound to,16,2020-02-20,Midday
BRI_PAR42_2020_02_21,48.983333333333334,Green,Inbound to,15,2020-02-21,Midday
BRI_PAR42_2020_02_22,50.96666666666667,Green,Inbound to,18,2020-02-22,Evening
BRI_PAR42_2020_02_24,50.96666666666667,Green,Inbound to,15,2020-02-24,Midday
BRI_PAR42_2020_02_25,51.983333333333334,Green,Inbound to,15,2020-02-25,Midday
BRI_PAR42_2020_02_26,49.96666666666667,Green,Inbound to,19,2020-02-26,Evening
BRI_PAR42_2020_02_27,52.1,Green,Inbound to,18,2020-02-27,Evening
BRI_PAR42_2020_02_28,52.95,Green,Inbound to,15,2020-02-28,Midday
BRI_PAR42_2020_02_29,50.016666666666666,Green,Inbound to,21,2020-02-29,Night
BRI_PAR42_2020_03_02,47.983333333333334,Green,Inbound to,15,2020-03-02,Midday
BRI_PAR42_2020_03_03,52.0,Green,Inbound to,18,2020-03-03,Evening
BRI_PAR42_2020_03_04,52.0,Green,Inbound to,18,2020-03-04,Evening
BRI_PAR42_2020_03_05,52.983333333333334,Green,Inbound to,16,2020-03-05,Midday
BRI_PAR42_2020_03_06,50.93333333333334,Green,Inbound to,18,2020-03-06,Evening
BRI_PAR42_2020_03_07,48.96666666666667,Green,Inbound to,20,2020-03-07,Evening
BRI_PAR42_2020_03_09,61.96666666666667,Green,Inbound to,16,2020-03-09,Midday
BRI_PAR42_2020_03_10,47.016666666666666,Green,Inbound to,18,2020-03-10,Evening
BRI_PAR42_2020_03_11,51.0,Green,Inbound to,14,2020-03-11,Midday
BRI_PAR42_2020_03_12,51.96666666666667,Green,Inbound to,15,2020-03-12,Midday
BRI_PAR42_2020_03_13,53.0,Green,Inbound to,15,2020-03-13,Midday
BRI_PAR42_2020_03_14,48.983333333333334,Green,Inbound to,18,2020-03-14,Evening
BRI_PAR42_2020_03_16,47.95,Green,Inbound to,18,2020-03-16,Evening
BRI_PAR42_2020_03_18,48.96666666666667,Green,Inbound to,15,2020-03-18,Midday
BRI_PAR42_2020_03_19,50.983333333333334,Green,Inbound to,15,2020-03-19,Midday
BRI_PAR42_2020_03_20,49.96666666666667,Green,Inbound to,15,2020-03-20,Midday
BRI_PAR43_2020_01_20,53.916666666666664,Green,Inbound to,17,2020-01-20,Evening
BRI_PAR43_2020_01_21,55.0,Green,Inbound to,17,2020-01-21,Evening
BRI_PAR43_2020_01_22,49.016666666666666,Green,Inbound to,15,2020-01-22,Midday
BRI_PAR43_2020_01_23,49.95,Green,Inbound to,16,2020-01-23,Midday
BRI_PAR43_2020_01_24,50.95,Green,Inbound to,16,2020-01-24,Midday
BRI_PAR43_2020_01_25,56.96666666666667,Green,Inbound to,19,2020-01-25,Evening
BRI_PAR43_2020_01_27,53.96666666666667,Green,Inbound to,18,2020-01-27,Evening
BRI_PAR43_2020_01_28,52.96666666666667,Green,Inbound to,16,2020-01-28,Midday
BRI_PAR43_2020_01_29,54.0,Green,Inbound to,18,2020-01-29,Evening
BRI_PAR43_2020_01_30,51.96666666666667,Green,Inbound to,16,2020-01-30,Midday
BRI_PAR43_2020_01_31,51.983333333333334,Green,Inbound to,17,2020-01-31,Evening
BRI_PAR43_2020_02_01,50.0,Green,Inbound to,19,2020-02-01,Evening
BRI_PAR43_2020_02_03,49.983333333333334,Green,Inbound to,15,2020-02-03,Midday
BRI_PAR43_2020_02_04,52.0,Green,Inbound to,15,2020-02-04,Midday
BRI_PAR43_2020_02_05,51.983333333333334,Green,Inbound to,17,2020-02-05,Evening
BRI_PAR43_2020_02_06,47.983333333333334,Green,Inbound to,15,2020-02-06,Midday
BRI_PAR43_2020_02_07,50.983333333333334,Green,Inbound to,16,2020-02-07,Midday
BRI_PAR43_2020_02_08,51.983333333333334,Green,Inbound to,18,2020-02-08,Evening
BRI_PAR43_2020_02_10,53.96666666666667,Green,Inbound to,18,2020-02-10,Evening
BRI_PAR43_2020_02_12,54.03333333333333,Green,Inbound to,15,2020-02-12,Midday
BRI_PAR43_2020_02_13,53.96666666666667,Green,Inbound to,18,2020-02-13,Evening
BRI_PAR43_2020_02_14,49.96666666666667,Green,Inbound to,18,2020-02-14,Evening
BRI_PAR43_2020_02_15,51.95,Green,Inbound to,19,2020-02-15,Evening
BRI_PAR43_2020_02_17,48.96666666666667,Green,Inbound to,15,2020-02-17,Midday
BRI_PAR43_2020_02_18,54.0,Green,Inbound to,18,2020-02-18,Evening
BRI_PAR43_2020_02_19,50.96666666666667,Green,Inbound to,15,2020-02-19,Midday
BRI_PAR43_2020_02_20,52.71666666666667,Green,Inbound to,16,2020-02-20,Midday
BRI_PAR43_2020_02_21,53.983333333333334,Green,Inbound to,15,2020-02-21,Midday
BRI_PAR43_2020_02_22,47.05,Green,Inbound to,18,2020-02-22,Evening
BRI_PAR43_2020_02_24,50.96666666666667,Green,Inbound to,16,2020-02-24,Midday
BRI_PAR43_2020_02_25,50.983333333333334,Green,Inbound to,16,2020-02-25,Midday
BRI_PAR43_2020_02_26,48.96666666666667,Green,Inbound to,19,2020-02-26,Evening
BRI_PAR43_2020_02_27,53.0,Green,Inbound to,18,2020-02-27,Evening
BRI_PAR43_2020_02_28,53.983333333333334,Green,Inbound to,16,2020-02-28,Midday
BRI_PAR43_2020_03_02,52.95,Green,Inbound to,15,2020-03-02,Midday
BRI_PAR43_2020_03_03,51.96666666666667,Green,Inbound to,18,2020-03-03,Evening
BRI_PAR43_2020_03_04,50.983333333333334,Green,Inbound to,18,2020-03-04,Evening
BRI_PAR43_2020_03_05,54.03333333333333,Green,Inbound to,16,2020-03-05,Midday
BRI_PAR43_2020_03_06,51.88333333333333,Green,Inbound to,18,2020-03-06,Evening
BRI_PAR43_2020_03_07,50.95,Green,Inbound to,20,2020-03-07,Evening
BRI_PAR43_2020_03_09,53.96666666666667,Green,Inbound to,16,2020-03-09,Midday
BRI_PAR43_2020_03_10,50.016666666666666,Green,Inbound to,18,2020-03-10,Evening
BRI_PAR43_2020_03_11,48.03333333333333,Green,Inbound to,15,2020-03-11,Midday
BRI_PAR43_2020_03_12,53.983333333333334,Green,Inbound to,16,2020-03-12,Midday
BRI_PAR43_2020_03_13,52.0,Green,Inbound to,16,2020-03-13,Midday
BRI_PAR43_2020_03_14,51.983333333333334,Green,Inbound to,18,2020-03-14,Evening
BRI_PAR43_2020_03_16,47.016666666666666,Green,Inbound to,18,2020-03-16,Evening
BRI_PAR43_2020_03_18,49.983333333333334,Green,Inbound to,16,2020-03-18,Midday
BRI_PAR43_2020_03_19,50.96666666666667,Green,Inbound to,16,2020-03-19,Midday
BRI_PAR43_2020_03_20,49.0,Green,Inbound to,15,2020-03-20,Midday
BRI_PAR44_2020_01_20,49.95,Green,Inbound to,18,2020-01-20,Evening
BRI_PAR44_2020_01_21,54.016666666666666,Green,Inbound to,18,2020-01-21,Evening
BRI_PAR44_2020_01_22,58.983333333333334,Green,Inbound to,16,2020-01-22,Midday
BRI_PAR44_2020_01_23,53.016666666666666,Green,Inbound to,16,2020-01-23,Midday
BRI_PAR44_2020_01_24,53.0,Green,Inbound to,16,2020-01-24,Midday
BRI_PAR44_2020_01_25,51.96666666666667,Green,Inbound to,19,2020-01-25,Evening
BRI_PAR44_2020_01_27,50.95,Green,Inbound to,18,2020-01-27,Evening
BRI_PAR44_2020_01_28,53.016666666666666,Green,Inbound to,17,2020-01-28,Evening
BRI_PAR44_2020_01_29,49.983333333333334,Green,Inbound to,18,2020-01-29,Evening
BRI_PAR44_2020_01_30,51.93333333333333,Green,Inbound to,16,2020-01-30,Midday
BRI_PAR44_2020_01_31,54.93333333333334,Green,Inbound to,18,2020-01-31,Evening
BRI_PAR44_2020_02_01,50.95,Green,Inbound to,19,2020-02-01,Evening
BRI_PAR44_2020_02_03,50.916666666666664,Green,Inbound to,16,2020-02-03,Midday
BRI_PAR44_2020_02_04,51.05,Green,Inbound to,16,2020-02-04,Midday
BRI_PAR44_2020_02_05,51.03333333333333,Green,Inbound to,18,2020-02-05,Evening
BRI_PAR44_2020_02_06,53.983333333333334,Green,Inbound to,16,2020-02-06,Midday
BRI_PAR44_2020_02_07,53.96666666666667,Green,Inbound to,16,2020-02-07,Midday
BRI_PAR44_2020_02_08,50.983333333333334,Green,Inbound to,19,2020-02-08,Evening
BRI_PAR44_2020_02_10,50.0,Green,Inbound to,18,2020-02-10,Evening
BRI_PAR44_2020_02_12,50.0,Green,Inbound to,16,2020-02-12,Midday
BRI_PAR44_2020_02_13,50.0,Green,Inbound to,18,2020-02-13,Evening
BRI_PAR44_2020_02_14,50.1,Green,Inbound to,18,2020-02-14,Evening
BRI_PAR44_2020_02_15,48.96666666666667,Green,Inbound to,19,2020-02-15,Evening
BRI_PAR44_2020_02_17,50.96666666666667,Green,Inbound to,16,2020-02-17,Midday
BRI_PAR44_2020_02_18,51.95,Green,Inbound to,18,2020-02-18,Evening
BRI_PAR44_2020_02_19,53.9,Green,Inbound to,16,2020-02-19,Midday
BRI_PAR44_2020_02_20,51.7,Green,Inbound to,16,2020-02-20,Midday
BRI_PAR44_2020_02_21,50.96666666666667,Green,Inbound to,16,2020-02-21,Midday
BRI_PAR44_2020_02_22,50.0,Green,Inbound to,18,2020-02-22,Evening
BRI_PAR44_2020_02_24,54.916666666666664,Green,Inbound to,16,2020-02-24,Midday
BRI_PAR44_2020_02_25,53.0,Green,Inbound to,16,2020-02-25,Midday
BRI_PAR44_2020_02_26,50.95,Green,Inbound to,19,2020-02-26,Evening
BRI_PAR44_2020_02_27,50.05,Green,Inbound to,18,2020-02-27,Evening
BRI_PAR44_2020_02_28,57.016666666666666,Green,Inbound to,16,2020-02-28,Midday
BRI_PAR44_2020_03_02,53.96666666666667,Green,Inbound to,16,2020-03-02,Midday
BRI_PAR44_2020_03_03,50.96666666666667,Green,Inbound to,18,2020-03-03,Evening
BRI_PAR44_2020_03_04,51.93333333333333,Green,Inbound to,18,2020-03-04,Evening
BRI_PAR44_2020_03_05,51.95,Green,Inbound to,16,2020-03-05,Midday
BRI_PAR44_2020_03_06,52.96666666666667,Green,Inbound to,18,2020-03-06,Evening
BRI_PAR44_2020_03_07,50.983333333333334,Green,Inbound to,20,2020-03-07,Evening
BRI_PAR44_2020_03_09,52.983333333333334,Green,Inbound to,16,2020-03-09,Midday
BRI_PAR44_2020_03_10,50.0,Green,Inbound to,19,2020-03-10,Evening
BRI_PAR44_2020_03_11,53.96666666666667,Green,Inbound to,15,2020-03-11,Midday
BRI_PAR44_2020_03_12,54.0,Green,Inbound to,17,2020-03-12,Evening
BRI_PAR44_2020_03_13,52.0,Green,Inbound to,16,2020-03-13,Midday
BRI_PAR44_2020_03_14,49.0,Green,Inbound to,19,2020-03-14,Evening
BRI_PAR44_2020_03_16,48.983333333333334,Green,Inbound to,18,2020-03-16,Evening
BRI_PAR44_2020_03_18,52.96666666666667,Green,Inbound to,16,2020-03-18,Midday
BRI_PAR44_2020_03_19,49.983333333333334,Green,Inbound to,16,2020-03-19,Midday
BRI_PAR44_2020_03_20,50.96666666666667,Green,Inbound to,16,2020-03-20,Midday
BRI_PAR45_2020_01_20,50.95,Green,Inbound to,18,2020-01-20,Evening
BRI_PAR45_2020_01_21,53.983333333333334,Green,Inbound to,18,2020-01-21,Evening
BRI_PAR45_2020_01_22,54.96666666666667,Green,Inbound to,16,2020-01-22,Midday
BRI_PAR45_2020_01_23,54.0,Green,Inbound to,16,2020-01-23,Midday
BRI_PAR45_2020_01_24,53.016666666666666,Green,Inbound to,16,2020-01-24,Midday
BRI_PAR45_2020_01_25,49.96666666666667,Green,Inbound to,19,2020-01-25,Evening
BRI_PAR45_2020_01_27,47.96666666666667,Green,Inbound to,18,2020-01-27,Evening
BRI_PAR45_2020_01_28,51.983333333333334,Green,Inbound to,18,2020-01-28,Evening
BRI_PAR45_2020_01_29,51.983333333333334,Green,Inbound to,18,2020-01-29,Evening
BRI_PAR45_2020_01_30,61.96666666666667,Green,Inbound to,16,2020-01-30,Midday
BRI_PAR45_2020_01_31,55.016666666666666,Green,Inbound to,18,2020-01-31,Evening
BRI_PAR45_2020_02_01,49.96666666666667,Green,Inbound to,19,2020-02-01,Evening
BRI_PAR45_2020_02_03,52.96666666666667,Green,Inbound to,16,2020-02-03,Midday
BRI_PAR45_2020_02_04,55.03333333333333,Green,Inbound to,16,2020-02-04,Midday
BRI_PAR45_2020_02_05,51.96666666666667,Green,Inbound to,18,2020-02-05,Evening
BRI_PAR45_2020_02_06,52.983333333333334,Green,Inbound to,16,2020-02-06,Midday
BRI_PAR45_2020_02_07,51.96666666666667,Green,Inbound to,16,2020-02-07,Midday
BRI_PAR45_2020_02_08,51.983333333333334,Green,Inbound to,19,2020-02-08,Evening
BRI_PAR45_2020_02_10,47.983333333333334,Green,Inbound to,18,2020-02-10,Evening
BRI_PAR45_2020_02_12,53.95,Green,Inbound to,17,2020-02-12,Evening
BRI_PAR45_2020_02_13,50.0,Green,Inbound to,18,2020-02-13,Evening
BRI_PAR45_2020_02_14,52.983333333333334,Green,Inbound to,18,2020-02-14,Evening
BRI_PAR45_2020_02_15,48.983333333333334,Green,Inbound to,19,2020-02-15,Evening
BRI_PAR45_2020_02_17,52.983333333333334,Green,Inbound to,16,2020-02-17,Midday
BRI_PAR45_2020_02_18,48.95,Green,Inbound to,18,2020-02-18,Evening
BRI_PAR45_2020_02_19,53.0,Green,Inbound to,16,2020-02-19,Midday
BRI_PAR45_2020_02_20,53.85,Green,Inbound to,17,2020-02-20,Evening
BRI_PAR45_2020_02_21,50.96666666666667,Green,Inbound to,16,2020-02-21,Midday
BRI_PAR45_2020_02_22,51.983333333333334,Green,Inbound to,19,2020-02-22,Evening
