TramJourneyID,TravelTimeMinutes,Line,Direction,hour_of_day,ServiceDay,Period
PAR_SAN09_2020_02_05,35.983333333333334,Green,Outbound to,16,2020-02-05,Midday
PAR_SAN09_2020_02_13,34.983333333333334,Green,Outbound to,16,2020-02-13,Midday
PAR_SAN09_2020_02_14,38.03333333333333,Green,Outbound to,16,2020-02-14,Midday
PAR_SAN09_2020_02_19,34.0,Green,Outbound to,16,2020-02-19,Midday
PAR_SAN09_2020_02_21,33.0,Green,Outbound to,19,2020-02-21,Evening
PAR_SAN09_2020_02_28,32.983333333333334,Green,Outbound to,16,2020-02-28,Midday
PAR_SAN09_2020_03_02,33.0,Green,Outbound to,16,2020-03-02,Midday
PAR_SAN09_2020_03_03,34.0,Green,Outbound to,17,2020-03-03,Evening
PAR_SAN09_2020_03_04,34.03333333333333,Green,Outbound to,16,2020-03-04,Midday
PAR_SAN09_2020_03_05,34.983333333333334,Green,Outbound to,16,2020-03-05,Midday
PAR_SAN09_2020_03_06,34.11666666666667,Green,Outbound to,17,2020-03-06,Evening
PAR_SAN09_2020_03_09,33.0,Green,Outbound to,18,2020-03-09,Evening
PAR_SAN09_2020_03_11,33.05,Green,Outbound to,14,2020-03-11,Midday
PAR_SAN09_2020_03_12,34.0,Green,Outbound to,17,2020-03-12,Evening
PAR_SAN09_2020_03_13,34.016666666666666,Green,Outbound to,16,2020-03-13,Midday
PAR_SAN09_2020_03_20,33.016666666666666,Green,Outbound to,16,2020-03-20,Midday
PAR_SAN10_2020_01_22,36.06666666666666,Green,Outbound to,17,2020-01-22,Evening
PAR_SAN10_2020_01_23,34.016666666666666,Green,Outbound to,16,2020-01-23,Midday
PAR_SAN10_2020_01_24,34.03333333333333,Green,Outbound to,16,2020-01-24,Midday
PAR_SAN10_2020_01_28,32.95,Green,Outbound to,17,2020-01-28,Evening
PAR_SAN10_2020_01_29,34.016666666666666,Green,Outbound to,17,2020-01-29,Evening
PAR_SAN10_2020_01_31,34.016666666666666,Green,Outbound to,17,2020-01-31,Evening
PAR_SAN10_2020_02_03,39.05,Green,Outbound to,17,2020-02-03,Evening
PAR_SAN10_2020_02_04,34.96666666666667,Green,Outbound to,17,2020-02-04,Evening
PAR_SAN10_2020_02_05,32.96666666666667,Green,Outbound to,17,2020-02-05,Evening
PAR_SAN10_2020_02_06,33.983333333333334,Green,Outbound to,16,2020-02-06,Midday
PAR_SAN10_2020_02_11,34.03333333333333,Green,Outbound to,16,2020-02-11,Midday
PAR_SAN10_2020_02_13,33.0,Green,Outbound to,18,2020-02-13,Evening
PAR_SAN10_2020_02_14,37.95,Green,Outbound to,17,2020-02-14,Evening
PAR_SAN10_2020_02_17,34.983333333333334,Green,Outbound to,17,2020-02-17,Evening
PAR_SAN10_2020_02_20,36.2,Green,Outbound to,17,2020-02-20,Evening
PAR_SAN10_2020_02_25,33.016666666666666,Green,Outbound to,16,2020-02-25,Midday
PAR_SAN10_2020_02_28,33.0,Green,Outbound to,17,2020-02-28,Evening
PAR_SAN10_2020_03_02,36.016666666666666,Green,Outbound to,16,2020-03-02,Midday
PAR_SAN10_2020_03_03,34.0,Green,Outbound to,17,2020-03-03,Evening
PAR_SAN10_2020_03_04,33.0,Green,Outbound to,17,2020-03-04,Evening
PAR_SAN10_2020_03_06,34.08333333333333,Green,Outbound to,17,2020-03-06,Evening
PAR_SAN10_2020_03_10,35.016666666666666,Green,Outbound to,16,2020-03-10,Midday
PAR_SAN10_2020_03_11,33.1,Green,Outbound to,16,2020-03-11,Midday
PAR_SAN10_2020_03_12,35.05,Green,Outbound to,17,2020-03-12,Evening
PAR_SAN10_2020_03_18,34.016666666666666,Green,Outbound to,16,2020-03-18,Midday
PAR_SAN10_2020_03_20,37.983333333333334,Green,Outbound to,17,2020-03-20,Evening
PAR_SAN11_2020_01_20,34.03333333333333,Green,Outbound to,16,2020-01-20,Midday
PAR_SAN11_2020_01_24,34.1,Green,Outbound to,17,2020-01-24,Evening
PAR_SAN11_2020_01_28,37.0,Green,Outbound to,17,2020-01-28,Evening
PAR_SAN11_2020_01_29,37.0,Green,Outbound to,18,2020-01-29,Evening
PAR_SAN11_2020_01_31,34.95,Green,Outbound to,17,2020-01-31,Evening
PAR_SAN11_2020_02_03,33.95,Green,Outbound to,18,2020-02-03,Evening
PAR_SAN11_2020_02_05,35.083333333333336,Green,Outbound to,17,2020-02-05,Evening
PAR_SAN11_2020_02_06,44.016666666666666,Green,Outbound to,17,2020-02-06,Evening
PAR_SAN11_2020_02_11,34.03333333333333,Green,Outbound to,17,2020-02-11,Evening
PAR_SAN11_2020_02_13,36.016666666666666,Green,Outbound to,18,2020-02-13,Evening
PAR_SAN11_2020_02_14,38.016666666666666,Green,Outbound to,17,2020-02-14,Evening
PAR_SAN11_2020_02_18,34.016666666666666,Green,Outbound to,16,2020-02-18,Midday
PAR_SAN11_2020_02_19,36.016666666666666,Green,Outbound to,17,2020-02-19,Evening
PAR_SAN11_2020_02_25,42.016666666666666,Green,Outbound to,17,2020-02-25,Evening
PAR_SAN11_2020_03_02,33.016666666666666,Green,Outbound to,18,2020-03-02,Evening
PAR_SAN11_2020_03_06,32.93333333333334,Green,Outbound to,18,2020-03-06,Evening
PAR_SAN11_2020_03_10,35.0,Green,Outbound to,17,2020-03-10,Evening
PAR_SAN11_2020_03_11,35.05,Green,Outbound to,16,2020-03-11,Midday
PAR_SAN11_2020_03_20,33.05,Green,Outbound to,17,2020-03-20,Evening
PAR_SAN12_2020_01_20,34.05,Green,Outbound to,16,2020-01-20,Midday
PAR_SAN12_2020_01_21,34.0,Green,Outbound to,18,2020-01-21,Evening
PAR_SAN12_2020_01_24,33.016666666666666,Green,Outbound to,18,2020-01-24,Evening
PAR_SAN12_2020_01_28,40.03333333333333,Green,Outbound to,18,2020-01-28,Evening
PAR_SAN12_2020_01_30,34.0,Green,Outbound to,17,2020-01-30,Evening
PAR_SAN12_2020_02_03,36.016666666666666,Green,Outbound to,18,2020-02-03,Evening
PAR_SAN12_2020_02_05,35.983333333333334,Green,Outbound to,17,2020-02-05,Evening
PAR_SAN12_2020_02_06,34.0,Green,Outbound to,18,2020-02-06,Evening
PAR_SAN12_2020_02_11,35.05,Green,Outbound to,17,2020-02-11,Evening
PAR_SAN12_2020_02_13,34.0,Green,Outbound to,18,2020-02-13,Evening
PAR_SAN12_2020_02_14,32.916666666666664,Green,Outbound to,19,2020-02-14,Evening
PAR_SAN12_2020_02_18,34.05,Green,Outbound to,16,2020-02-18,Midday
PAR_SAN12_2020_02_19,43.766666666666666,Green,Outbound to,18,2020-02-19,Evening
PAR_SAN12_2020_02_25,39.03333333333333,Green,Outbound to,17,2020-02-25,Evening
PAR_SAN12_2020_03_03,33.03333333333333,Green,Outbound to,18,2020-03-03,Evening
PAR_SAN12_2020_03_04,32.96666666666667,Green,Outbound to,17,2020-03-04,Evening
PAR_SAN12_2020_03_05,34.1,Green,Outbound to,17,2020-03-05,Evening
PAR_SAN12_2020_03_06,32.983333333333334,Green,Outbound to,18,2020-03-06,Evening
PAR_SAN12_2020_03_10,33.0,Green,Outbound to,18,2020-03-10,Evening
PAR_SAN12_2020_03_11,33.86666666666667,Green,Outbound to,17,2020-03-11,Evening
PAR_SAN12_2020_03_16,34.0,Green,Outbound to,16,2020-03-16,Midday
PAR_SAN12_2020_03_18,34.016666666666666,Green,Outbound to,17,2020-03-18,Evening
PAR_SAN13_2020_01_20,35.95,Green,Outbound to,17,2020-01-20,Evening
PAR_SAN13_2020_01_23,35.016666666666666,Green,Outbound to,16,2020-01-23,Midday
PAR_SAN13_2020_01_24,34.016666666666666,Green,Outbound to,18,2020-01-24,Evening
PAR_SAN13_2020_01_28,32.95,Green,Outbound to,18,2020-01-28,Evening
PAR_SAN13_2020_01_30,34.016666666666666,Green,Outbound to,18,2020-01-30,Evening
PAR_SAN13_2020_01_31,36.03333333333333,Green,Outbound to,18,2020-01-31,Evening
PAR_SAN13_2020_02_03,33.03333333333333,Green,Outbound to,19,2020-02-03,Evening
PAR_SAN13_2020_02_05,34.016666666666666,Green,Outbound to,18,2020-02-05,Evening
PAR_SAN13_2020_02_10,38.05,Green,Outbound to,17,2020-02-10,Evening
PAR_SAN13_2020_02_11,35.983333333333334,Green,Outbound to,17,2020-02-11,Evening
PAR_SAN13_2020_02_18,37.03333333333333,Green,Outbound to,17,2020-02-18,Evening
PAR_SAN13_2020_02_25,34.03333333333333,Green,Outbound to,17,2020-02-25,Evening
PAR_SAN13_2020_03_05,34.016666666666666,Green,Outbound to,17,2020-03-05,Evening
PAR_SAN13_2020_03_13,33.93333333333333,Green,Outbound to,18,2020-03-13,Evening
PAR_SAN13_2020_03_16,33.0,Green,Outbound to,17,2020-03-16,Evening
PAR_SAN13_2020_03_19,34.0,Green,Outbound to,17,2020-03-19,Evening
PAR_SAN14_2020_01_20,35.93333333333333,Green,Outbound to,17,2020-01-20,Evening
PAR_SAN14_2020_01_23,35.03333333333333,Green,Outbound to,17,2020-01-23,Evening
PAR_SAN14_2020_01_30,34.0,Green,Outbound to,18,2020-01-30,Evening
PAR_SAN14_2020_02_05,34.03333333333333,Green,Outbound to,19,2020-02-05,Evening
PAR_SAN14_2020_02_06,34.03333333333333,Green,Outbound to,18,2020-02-06,Evening
PAR_SAN14_2020_02_10,40.983333333333334,Green,Outbound to,17,2020-02-10,Evening
PAR_SAN14_2020_02_11,34.0,Green,Outbound to,17,2020-02-11,Evening
PAR_SAN14_2020_02_18,38.0,Green,Outbound to,17,2020-02-18,Evening
PAR_SAN14_2020_02_19,37.0,Green,Outbound to,20,2020-02-19,Evening
PAR_SAN14_2020_02_25,36.03333333333333,Green,Outbound to,17,2020-02-25,Evening
PAR_SAN14_2020_03_11,33.983333333333334,Green,Outbound to,18,2020-03-11,Evening
PAR_SAN14_2020_03_12,33.03333333333333,Green,Outbound to,18,2020-03-12,Evening
PAR_SAN14_2020_03_16,34.0,Green,Outbound to,18,2020-03-16,Evening
PAR_SAN15_2020_01_22,34.03333333333333,Green,Outbound to,21,2020-01-22,Night
PAR_SAN15_2020_01_23,35.05,Green,Outbound to,17,2020-01-23,Evening
PAR_SAN15_2020_02_05,34.0,Green,Outbound to,19,2020-02-05,Evening
PAR_SAN15_2020_02_11,38.05,Green,Outbound to,18,2020-02-11,Evening
PAR_SAN15_2020_02_18,34.016666666666666,Green,Outbound to,17,2020-02-18,Evening
PAR_SAN15_2020_03_05,34.0,Green,Outbound to,18,2020-03-05,Evening
PAR_SAN16_2020_01_23,34.016666666666666,Green,Outbound to,18,2020-01-23,Evening
PAR_SAN16_2020_02_25,33.03333333333333,Green,Outbound to,18,2020-02-25,Evening
PAR_SAN17_2020_01_23,33.03333333333333,Green,Outbound to,20,2020-01-23,Evening
PAR_SAN17_2020_01_31,33.016666666666666,Green,Outbound to,21,2020-01-31,Night
PAR_SAN17_2020_02_10,32.983333333333334,Green,Outbound to,18,2020-02-10,Evening
PAR_SAN17_2020_02_18,34.016666666666666,Green,Outbound to,18,2020-02-18,Evening
PAR_SAN17_2020_02_25,32.95,Green,Outbound to,18,2020-02-25,Evening
PAR_SAN17_2020_03_19,34.0,Green,Outbound to,18,2020-03-19,Evening
PAR_SAN18_2020_02_04,34.016666666666666,Green,Outbound to,20,2020-02-04,Evening
PAR_SAN18_2020_02_25,34.0,Green,Outbound to,20,2020-02-25,Evening
PAR_SAN19_2020_02_04,34.016666666666666,Green,Outbound to,20,2020-02-04,Evening
PAR_SAN21_2020_01_20,34.03333333333333,Green,Outbound to,21,2020-01-20,Night
PAR_SAN21_2020_02_18,33.0,Green,Outbound to,20,2020-02-18,Evening
PAR_SAN24_2020_02_18,34.0,Green,Outbound to,20,2020-02-18,Evening
SAG_CON01_2020_01_20,52.96666666666667,Red,Inbound to,9,2020-01-20,Morning
SAG_CON01_2020_01_21,51.96666666666667,Red,Inbound to,7,2020-01-21,Morning
SAG_CON01_2020_01_22,49.016666666666666,Red,Inbound to,6,2020-01-22,Morning
SAG_CON01_2020_01_23,48.96666666666667,Red,Inbound to,7,2020-01-23,Morning
SAG_CON01_2020_01_24,50.96666666666667,Red,Inbound to,6,2020-01-24,Morning
SAG_CON01_2020_01_25,45.983333333333334,Red,Inbound to,8,2020-01-25,Morning
SAG_CON01_2020_01_27,46.96666666666667,Red,Inbound to,6,2020-01-27,Morning
SAG_CON01_2020_01_28,47.96666666666667,Red,Inbound to,6,2020-01-28,Morning
SAG_CON01_2020_01_29,48.983333333333334,Red,Inbound to,8,2020-01-29,Morning
SAG_CON01_2020_01_30,50.983333333333334,Red,Inbound to,6,2020-01-30,Morning
SAG_CON01_2020_01_31,52.96666666666667,Red,Inbound to,6,2020-01-31,Morning
SAG_CON01_2020_02_01,47.916666666666664,Red,Inbound to,9,2020-02-01,Morning
SAG_CON01_2020_02_03,49.96666666666667,Red,Inbound to,8,2020-02-03,Morning
SAG_CON01_2020_02_04,54.96666666666667,Red,Inbound to,6,2020-02-04,Morning
SAG_CON01_2020_02_05,50.983333333333334,Red,Inbound to,6,2020-02-05,Morning
SAG_CON01_2020_02_06,49.95,Red,Inbound to,6,2020-02-06,Morning
SAG_CON01_2020_02_07,49.96666666666667,Red,Inbound to,6,2020-02-07,Morning
SAG_CON01_2020_02_08,46.983333333333334,Red,Inbound to,8,2020-02-08,Morning
SAG_CON01_2020_02_10,52.0,Red,Inbound to,8,2020-02-10,Morning
SAG_CON01_2020_02_11,48.93333333333333,Red,Inbound to,6,2020-02-11,Morning
SAG_CON01_2020_02_12,49.93333333333334,Red,Inbound to,6,2020-02-12,Morning
SAG_CON01_2020_02_13,51.96666666666667,Red,Inbound to,6,2020-02-13,Morning
SAG_CON01_2020_02_14,49.0,Red,Inbound to,6,2020-02-14,Morning
SAG_CON01_2020_02_15,44.96666666666667,Red,Inbound to,8,2020-02-15,Morning
SAG_CON01_2020_02_17,49.983333333333334,Red,Inbound to,6,2020-02-17,Morning
SAG_CON01_2020_02_18,50.983333333333334,Red,Inbound to,6,2020-02-18,Morning
SAG_CON01_2020_02_19,55.916666666666664,Red,Inbound to,7,2020-02-19,Morning
SAG_CON01_2020_02_20,51.75,Red,Inbound to,8,2020-02-20,Morning
SAG_CON01_2020_02_21,51.95,Red,Inbound to,7,2020-02-21,Morning
SAG_CON01_2020_02_22,46.96666666666667,Red,Inbound to,8,2020-02-22,Morning
SAG_CON01_2020_02_24,48.96666666666667,Red,Inbound to,6,2020-02-24,Morning
SAG_CON01_2020_02_25,48.95,Red,Inbound to,6,2020-02-25,Morning
SAG_CON01_2020_02_26,49.95,Red,Inbound to,6,2020-02-26,Morning
SAG_CON01_2020_02_27,50.96666666666667,Red,Inbound to,6,2020-02-27,Morning
SAG_CON01_2020_02_28,49.96666666666667,Red,Inbound to,6,2020-02-28,Morning
SAG_CON01_2020_03_02,46.983333333333334,Red,Inbound to,6,2020-03-02,Morning
SAG_CON01_2020_03_03,48.95,Red,Inbound to,8,2020-03-03,Morning
SAG_CON01_2020_03_04,50.949999999999996,Red,Inbound to,7,2020-03-04,Morning
SAG_CON01_2020_03_05,48.0,Red,Inbound to,6,2020-03-05,Morning
SAG_CON01_2020_03_06,48.016666666666666,Red,Inbound to,6,2020-03-06,Morning
SAG_CON01_2020_03_07,46.96666666666667,Red,Inbound to,8,2020-03-07,Morning
SAG_CON01_2020_03_09,49.96666666666667,Red,Inbound to,6,2020-03-09,Morning
SAG_CON01_2020_03_10,50.96666666666667,Red,Inbound to,6,2020-03-10,Morning
SAG_CON01_2020_03_11,49.983333333333334,Red,Inbound to,6,2020-03-11,Morning
SAG_CON01_2020_03_12,50.983333333333334,Red,Inbound to,6,2020-03-12,Morning
SAG_CON01_2020_03_13,47.983333333333334,Red,Inbound to,6,2020-03-13,Morning
SAG_CON01_2020_03_14,45.96666666666667,Red,Inbound to,8,2020-03-14,Morning
SAG_CON01_2020_03_16,46.96666666666667,Red,Inbound to,6,2020-03-16,Morning
SAG_CON01_2020_03_18,47.016666666666666,Red,Inbound to,7,2020-03-18,Morning
SAG_CON01_2020_03_19,43.96666666666667,Red,Inbound to,6,2020-03-19,Morning
SAG_CON01_2020_03_20,44.95,Red,Inbound to,6,2020-03-20,Morning
SAG_CON02_2020_01_20,46.93333333333334,Red,Inbound to,10,2020-01-20,Morning
SAG_CON02_2020_01_21,50.95,Red,Inbound to,8,2020-01-21,Morning
SAG_CON02_2020_01_22,52.983333333333334,Red,Inbound to,8,2020-01-22,Morning
SAG_CON02_2020_01_23,52.983333333333334,Red,Inbound to,8,2020-01-23,Morning
SAG_CON02_2020_01_24,53.0,Red,Inbound to,8,2020-01-24,Morning
SAG_CON02_2020_01_25,47.983333333333334,Red,Inbound to,9,2020-01-25,Morning
SAG_CON02_2020_01_27,51.96666666666667,Red,Inbound to,7,2020-01-27,Morning
SAG_CON02_2020_01_28,52.0,Red,Inbound to,8,2020-01-28,Morning
SAG_CON02_2020_01_29,49.95,Red,Inbound to,10,2020-01-29,Morning
SAG_CON02_2020_01_30,53.983333333333334,Red,Inbound to,7,2020-01-30,Morning
SAG_CON02_2020_01_31,48.983333333333334,Red,Inbound to,8,2020-01-31,Morning
SAG_CON02_2020_02_01,49.96666666666667,Red,Inbound to,9,2020-02-01,Morning
SAG_CON02_2020_02_03,48.96666666666667,Red,Inbound to,8,2020-02-03,Morning
SAG_CON02_2020_02_04,54.96666666666667,Red,Inbound to,7,2020-02-04,Morning
SAG_CON02_2020_02_05,51.96666666666667,Red,Inbound to,8,2020-02-05,Morning
SAG_CON02_2020_02_06,48.916666666666664,Red,Inbound to,7,2020-02-06,Morning
SAG_CON02_2020_02_07,49.95,Red,Inbound to,7,2020-02-07,Morning
SAG_CON02_2020_02_08,49.916666666666664,Red,Inbound to,9,2020-02-08,Morning
SAG_CON02_2020_02_10,56.916666666666664,Red,Inbound to,8,2020-02-10,Morning
SAG_CON02_2020_02_11,50.93333333333334,Red,Inbound to,7,2020-02-11,Morning
SAG_CON02_2020_02_12,51.95,Red,Inbound to,8,2020-02-12,Morning
SAG_CON02_2020_02_13,48.95,Red,Inbound to,7,2020-02-13,Morning
SAG_CON02_2020_02_14,50.0,Red,Inbound to,8,2020-02-14,Morning
SAG_CON02_2020_02_15,49.95,Red,Inbound to,9,2020-02-15,Morning
SAG_CON02_2020_02_17,50.96666666666667,Red,Inbound to,7,2020-02-17,Morning
SAG_CON02_2020_02_18,51.95,Red,Inbound to,8,2020-02-18,Morning
SAG_CON02_2020_02_19,51.983333333333334,Red,Inbound to,8,2020-02-19,Morning
SAG_CON02_2020_02_20,53.78333333333333,Red,Inbound to,9,2020-02-20,Morning
SAG_CON02_2020_02_21,49.93333333333334,Red,Inbound to,9,2020-02-21,Morning
SAG_CON02_2020_02_22,47.96666666666667,Red,Inbound to,9,2020-02-22,Morning
SAG_CON02_2020_02_24,52.0,Red,Inbound to,8,2020-02-24,Morning
SAG_CON02_2020_02_25,49.95,Red,Inbound to,7,2020-02-25,Morning
SAG_CON02_2020_02_26,52.95,Red,Inbound to,8,2020-02-26,Morning
SAG_CON02_2020_02_27,50.96666666666667,Red,Inbound to,7,2020-02-27,Morning
SAG_CON02_2020_02_28,46.95,Red,Inbound to,8,2020-02-28,Morning
SAG_CON02_2020_03_02,51.86666666666667,Red,Inbound to,8,2020-03-02,Morning
SAG_CON02_2020_03_03,48.93333333333334,Red,Inbound to,9,2020-03-03,Morning
SAG_CON02_2020_03_04,50.916666666666664,Red,Inbound to,8,2020-03-04,Morning
SAG_CON02_2020_03_05,49.96666666666667,Red,Inbound to,7,2020-03-05,Morning
SAG_CON02_2020_03_06,49.96666666666667,Red,Inbound to,7,2020-03-06,Morning
SAG_CON02_2020_03_07,52.0,Red,Inbound to,9,2020-03-07,Morning
SAG_CON02_2020_03_09,51.85,Red,Inbound to,8,2020-03-09,Morning
SAG_CON02_2020_03_10,49.983333333333334,Red,Inbound to,7,2020-03-10,Morning
SAG_CON02_2020_03_11,48.93333333333334,Red,Inbound to,8,2020-03-11,Morning
SAG_CON02_2020_03_12,51.88333333333333,Red,Inbound to,7,2020-03-12,Morning
SAG_CON02_2020_03_13,49.93333333333333,Red,Inbound to,7,2020-03-13,Morning
SAG_CON02_2020_03_14,45.95,Red,Inbound to,9,2020-03-14,Morning
SAG_CON02_2020_03_16,47.95,Red,Inbound to,7,2020-03-16,Morning
SAG_CON02_2020_03_18,48.96666666666667,Red,Inbound to,8,2020-03-18,Morning
SAG_CON02_2020_03_19,50.983333333333334,Red,Inbound to,7,2020-03-19,Morning
SAG_CON02_2020_03_20,48.96666666666667,Red,Inbound to,7,2020-03-20,Morning
SAG_CON03_2020_01_20,48.983333333333334,Red,Inbound to,11,2020-01-20,Midday
SAG_CON03_2020_01_21,51.95,Red,Inbound to,9,2020-01-21,Morning
SAG_CON03_2020_01_22,53.0,Red,Inbound to,8,2020-01-22,Morning
SAG_CON03_2020_01_23,50.88333333333333,Red,Inbound to,8,2020-01-23,Morning
SAG_CON03_2020_01_24,51.0,Red,Inbound to,8,2020-01-24,Morning
SAG_CON03_2020_01_25,45.96666666666667,Red,Inbound to,10,2020-01-25,Morning
SAG_CON03_2020_01_27,51.93333333333334,Red,Inbound to,8,2020-01-27,Morning
SAG_CON03_2020_01_28,48.95,Red,Inbound to,8,2020-01-28,Morning
SAG_CON03_2020_01_29,48.96666666666667,Red,Inbound to,11,2020-01-29,Midday
SAG_CON03_2020_01_30,48.93333333333334,Red,Inbound to,8,2020-01-30,Morning
SAG_CON03_2020_01_31,51.96666666666667,Red,Inbound to,9,2020-01-31,Morning
SAG_CON03_2020_02_01,50.983333333333334,Red,Inbound to,10,2020-02-01,Morning
SAG_CON03_2020_02_03,48.016666666666666,Red,Inbound to,9,2020-02-03,Morning
SAG_CON03_2020_02_04,47.96666666666667,Red,Inbound to,9,2020-02-04,Morning
SAG_CON03_2020_02_05,48.96666666666667,Red,Inbound to,9,2020-02-05,Morning
SAG_CON03_2020_02_06,51.95,Red,Inbound to,8,2020-02-06,Morning
SAG_CON03_2020_02_07,47.96666666666667,Red,Inbound to,8,2020-02-07,Morning
SAG_CON03_2020_02_08,47.96666666666667,Red,Inbound to,9,2020-02-08,Morning
SAG_CON03_2020_02_10,49.95,Red,Inbound to,9,2020-02-10,Morning
SAG_CON03_2020_02_11,51.93333333333334,Red,Inbound to,9,2020-02-11,Morning
SAG_CON03_2020_02_12,49.93333333333334,Red,Inbound to,9,2020-02-12,Morning
SAG_CON03_2020_02_13,53.96666666666667,Red,Inbound to,8,2020-02-13,Morning
SAG_CON03_2020_02_14,51.05,Red,Inbound to,8,2020-02-14,Morning
SAG_CON03_2020_02_15,47.95,Red,Inbound to,10,2020-02-15,Morning
SAG_CON03_2020_02_17,50.96666666666667,Red,Inbound to,8,2020-02-17,Morning
SAG_CON03_2020_02_18,51.96666666666667,Red,Inbound to,9,2020-02-18,Morning
SAG_CON03_2020_02_19,52.93333333333334,Red,Inbound to,8,2020-02-19,Morning
SAG_CON03_2020_02_20,49.7,Red,Inbound to,9,2020-02-20,Morning
SAG_CON03_2020_02_21,50.95,Red,Inbound to,9,2020-02-21,Morning
SAG_CON03_2020_02_22,50.95,Red,Inbound to,10,2020-02-22,Morning
SAG_CON03_2020_02_24,52.916666666666664,Red,Inbound to,8,2020-02-24,Morning
SAG_CON03_2020_02_25,52.96666666666667,Red,Inbound to,8,2020-02-25,Morning
SAG_CON03_2020_02_26,49.983333333333334,Red,Inbound to,8,2020-02-26,Morning
SAG_CON03_2020_02_27,50.95,Red,Inbound to,8,2020-02-27,Morning
SAG_CON03_2020_02_28,49.95,Red,Inbound to,9,2020-02-28,Morning
SAG_CON03_2020_03_02,51.833333333333336,Red,Inbound to,9,2020-03-02,Morning
SAG_CON03_2020_03_03,51.95,Red,Inbound to,10,2020-03-03,Morning
SAG_CON03_2020_03_04,48.96666666666667,Red,Inbound to,8,2020-03-04,Morning
SAG_CON03_2020_03_05,48.95,Red,Inbound to,9,2020-03-05,Morning
SAG_CON03_2020_03_06,50.93333333333334,Red,Inbound to,8,2020-03-06,Morning
SAG_CON03_2020_03_07,48.95,Red,Inbound to,9,2020-03-07,Morning
SAG_CON03_2020_03_09,48.95,Red,Inbound to,8,2020-03-09,Morning
SAG_CON03_2020_03_10,49.96666666666667,Red,Inbound to,8,2020-03-10,Morning
SAG_CON03_2020_03_11,49.05,Red,Inbound to,8,2020-03-11,Morning
SAG_CON03_2020_03_12,52.96666666666667,Red,Inbound to,8,2020-03-12,Morning
SAG_CON03_2020_03_13,47.96666666666667,Red,Inbound to,8,2020-03-13,Morning
SAG_CON03_2020_03_14,45.983333333333334,Red,Inbound to,9,2020-03-14,Morning
SAG_CON03_2020_03_16,47.96666666666667,Red,Inbound to,8,2020-03-16,Morning
SAG_CON03_2020_03_18,49.95,Red,Inbound to,9,2020-03-18,Morning
SAG_CON03_2020_03_19,47.95,Red,Inbound to,9,2020-03-19,Morning
SAG_CON03_2020_03_20,51.95,Red,Inbound to,8,2020-03-20,Morning
SAG_CON04_2020_01_20,52.96666666666667,Red,Inbound to,15,2020-01-20,Midday
SAG_CON04_2020_01_21,49.96666666666667,Red,Inbound to,10,2020-01-21,Morning
SAG_CON04_2020_01_22,51.96666666666667,Red,Inbound to,9,2020-01-22,Morning
SAG_CON04_2020_01_23,51.96666666666667,Red,Inbound to,9,2020-01-23,Morning
SAG_CON04_2020_01_24,45.95,Red,Inbound to,9,2020-01-24,Morning
SAG_CON04_2020_01_25,49.983333333333334,Red,Inbound to,10,2020-01-25,Morning
SAG_CON04_2020_01_27,51.96666666666667,Red,Inbound to,9,2020-01-27,Morning
SAG_CON04_2020_01_28,46.96666666666667,Red,Inbound to,9,2020-01-28,Morning
SAG_CON04_2020_01_29,48.93333333333334,Red,Inbound to,12,2020-01-29,Midday
SAG_CON04_2020_01_30,53.0,Red,Inbound to,9,2020-01-30,Morning
SAG_CON04_2020_01_31,49.96666666666667,Red,Inbound to,10,2020-01-31,Morning
SAG_CON04_2020_02_01,51.95,Red,Inbound to,11,2020-02-01,Midday
SAG_CON04_2020_02_03,47.96666666666667,Red,Inbound to,9,2020-02-03,Morning
SAG_CON04_2020_02_04,54.983333333333334,Red,Inbound to,11,2020-02-04,Midday
SAG_CON04_2020_02_05,49.96666666666667,Red,Inbound to,11,2020-02-05,Midday
SAG_CON04_2020_02_06,48.96666666666667,Red,Inbound to,9,2020-02-06,Morning
SAG_CON04_2020_02_07,47.983333333333334,Red,Inbound to,9,2020-02-07,Morning
SAG_CON04_2020_02_08,48.95,Red,Inbound to,10,2020-02-08,Morning
SAG_CON04_2020_02_10,48.03333333333333,Red,Inbound to,9,2020-02-10,Morning
SAG_CON04_2020_02_11,50.916666666666664,Red,Inbound to,9,2020-02-11,Morning
SAG_CON04_2020_02_12,50.983333333333334,Red,Inbound to,9,2020-02-12,Morning
SAG_CON04_2020_02_13,49.9,Red,Inbound to,9,2020-02-13,Morning
SAG_CON04_2020_02_14,50.95,Red,Inbound to,9,2020-02-14,Morning
SAG_CON04_2020_02_15,49.95,Red,Inbound to,10,2020-02-15,Morning
SAG_CON04_2020_02_17,48.983333333333334,Red,Inbound to,8,2020-02-17,Morning
SAG_CON04_2020_02_18,50.0,Red,Inbound to,10,2020-02-18,Morning
SAG_CON04_2020_02_19,49.96666666666667,Red,Inbound to,9,2020-02-19,Morning
SAG_CON04_2020_02_20,48.7,Red,Inbound to,10,2020-02-20,Morning
SAG_CON04_2020_02_21,50.983333333333334,Red,Inbound to,10,2020-02-21,Morning
SAG_CON04_2020_02_22,48.95,Red,Inbound to,11,2020-02-22,Midday
SAG_CON04_2020_02_24,49.93333333333334,Red,Inbound to,9,2020-02-24,Morning
SAG_CON04_2020_02_25,51.95,Red,Inbound to,8,2020-02-25,Morning
