Stop,NextStop,Direction,Line,Period,AvgVolatilityMinutes
PHI,CAB,Outbound to,Green,Night,0.01584530294267381
SDK,MYS,Inbound to,Red,Night,0.015735464494720387
CPK,GLE,Inbound to,Green,Evening,0.01465869036559781
CAB,GRA,Inbound to,Green,Midday,0.014433756729740645
CPK,GLE,Inbound to,Green,Night,0.014100512339918013
CHA,RAN,Inbound to,Green,Night,0.014045630933162419
PHI,CAB,Outbound to,Green,Evening,0.014041405443852732
CHA,COW,Inbound to,Green,Morning,0.013608276348795436
MIL,DUN,Inbound to,Green,Morning,0.013608276348795434
GAL,GLE,Outbound to,Green,Night,0.013208995951389394
GLE,GAL,Inbound to,Green,Morning,0.013084465670975622
SDK,TPT,Outbound to,Red,Morning,0.013059572833828656
GDK,MYS,Outbound to,Red,Morning,0.01294966107180695
GLE,GAL,Inbound to,Green,Night,0.012803023328963423
CPK,GLE,Inbound to,Green,Midday,0.012444130334351251
FOR,CVN,Outbound to,Red,Evening,0.011785113019775868
COW,DUN,Outbound to,Green,Midday,0.011785113019775868
FET,CIT,Outbound to,Red,Night,0.011785113019775828
GLE,SAN,Outbound to,Green,Midday,0.011785113019775794
BLA,KYL,Inbound to,Red,Evening,0.011785113019775794
DOM,OUP,Inbound to,Green,Morning,0.011785113019775792
LAU,CHE,Inbound to,Green,Night,0.011785113019775792
BEL,CIT,Inbound to,Red,Midday,0.011785113019775792
FAT,GOL,Inbound to,Red,Evening,0.011785113019775792
DOM,OUP,Inbound to,Green,Evening,0.011785113019775792
FOU,MUS,Inbound to,Red,Evening,0.011785113019775792
BAL,WIN,Outbound to,Green,Midday,0.01178511301977575
TAL,KIN,Inbound to,Red,Midday,0.01178511301977575
GLE,STI,Inbound to,Green,Evening,0.01178511301977575
LEO,GLE,Outbound to,Green,Evening,0.01178511301977575
FOR,BEL,Inbound to,Red,Midday,0.01178511301977575
DAW,STS,Inbound to,Green,Night,0.01178511301977575
CIT,FOR,Outbound to,Red,Night,0.01178511301977575
COW,MIL,Inbound to,Green,Midday,0.011675635701005674
KIL,BAL,Outbound to,Green,Night,0.011420796019287268
CIT,FOR,Inbound to,Red,Morning,0.011241338874122429
HEU,MUS,Outbound to,Red,Night,0.011111111111111112
GAL,LEO,Inbound to,Green,Night,0.011019039529889951
MUS,JAM,Outbound to,Red,Night,0.01087459504309074
CVN,CIT,Inbound to,Red,Morning,0.010703808753134777
BLU,DRI,Outbound to,Red,Midday,0.010703808753134775
GRA,PHI,Outbound to,Green,Morning,0.010562282119644037
COO,HOS,Inbound to,Red,Morning,0.010560883739948049
GAL,LEO,Inbound to,Green,Evening,0.01040410850343619
LEO,GAL,Outbound to,Green,Night,0.010320223797130152
GAL,LEO,Inbound to,Green,Midday,0.010101912902709531
CHE,LAU,Outbound to,Green,Night,0.010059223176554562
PAR,DOM,Outbound to,Green,Night,0.009622504486493764
COW,CHA,Outbound to,Green,Evening,0.009622504486493762
CVN,KIN,Inbound to,Red,Morning,0.00962250448649373
SUI,BLU,Outbound to,Red,Night,0.00962250448649373
COW,MIL,Inbound to,Green,Night,0.009467805016308327
WIN,DUN,Inbound to,Green,Evening,0.009375606889123266
WIN,DUN,Inbound to,Green,Midday,0.009360201374968156
STI,KIL,Outbound to,Green,Night,0.008908708063747479
BEE,COW,Inbound to,Green,Midday,0.008841400526871964
SUI,RIA,Outbound to,Red,Evening,0.008409766097106818
WIN,COW,Outbound to,Green,Midday,0.008333333333333325
BRD,GRA,Outbound to,Green,Midday,0.008304624592311046
RAN,BEE,Inbound to,Green,Night,0.007995282637827918
MIL,WIN,Inbound to,Green,Night,0.007643048258516094
RIA,DRI,Outbound to,Red,Night,0.007414016446645966
KYL,RED,Inbound to,Red,Evening,0.007135872502089851
SUI,RIA,Outbound to,Red,Night,0.0068639459413706
CHE,BRI,Inbound to,Green,Evening,0.006636660621998833
MIL,WIN,Inbound to,Green,Evening,0.006428839261203476
DRI,SUI,Outbound to,Red,Night,0.006415002990995841
CHE,BRI,Inbound to,Green,Midday,0.006296458668493978
MYS,GDK,Inbound to,Red,Night,0.006061327703378839
BEL,KIN,Outbound to,Red,Night,0.005892556509887896
COO,TAL,Inbound to,Red,Midday,0.005892556509887895
DRI,JAM,Inbound to,Red,Midday,0.005892556509887875
BRD,GRA,Outbound to,Green,Night,0.005314262061206551
MYS,SDK,Outbound to,Red,Evening,0.00419960525565808
SAN,KIL,Outbound to,Green,Morning,0.004166666666666652
MYS,SDK,Outbound to,Red,Night,0.0037267799624996494
MYS,SDK,Outbound to,Red,Morning,0.0037267799624996494
KYL,BLU,Outbound to,Red,Night,0.002484519974999766
GDK,ABB,Inbound to,Red,Night,0.0
MYS,ABB,Inbound to,Red,Morning,0.0
BRO,GRA,Outbound to,Green,Midday,0.0
BRD,PAR,Outbound to,Green,Evening,0.0
RAN,WIN,Outbound to,Green,Evening,0.0
FOR,CVN,Inbound to,Red,Night,0.0
CCK,LEO,Outbound to,Green,Evening,0.0
BLU,RED,Inbound to,Red,Morning,0.0
PHI,OUP,Inbound to,Green,Night,0.0
CAB,BRO,Outbound to,Green,Evening,0.0
MIL,KIL,Outbound to,Green,Morning,0.0
BLU,DRI,Outbound to,Red,Morning,0.0
FAT,DRI,Inbound to,Red,Midday,0.0
CIT,SAG,Inbound to,Red,Evening,0.0
COO,KIN,Inbound to,Red,Morning,0.0
STI,BAL,Outbound to,Green,Evening,0.0
STI,CPK,Inbound to,Green,Morning,0.0
KIL,WIN,Outbound to,Green,Morning,0.0
STI,GAL,Outbound to,Green,Evening,0.0
SUI,BLU,Inbound to,Red,Midday,0.0
STI,BAL,Outbound to,Green,Midday,0.0
ABB,SMI,Inbound to,Red,Midday,0.0
JAM,SUI,Inbound to,Red,Evening,0.0
JAM,RIA,Inbound to,Red,Night,0.0
WIN,MIL,Outbound to,Green,Night,0.0
JAM,SUI,Inbound to,Red,Morning,0.0
