Stop,NextStop,Direction,Line,Period,AvgVolatilityMinutes
GRA,DOM,Inbound to,Green,Midday,0.4901321448506027
FAT,SUI,Inbound to,Red,Morning,0.48978519885807925
DRI,SUI,Inbound to,Red,Midday,0.4891810958928435
RED,KYL,Outbound to,Red,Morning,0.4889520161264028
WIN,DUN,Outbound to,Green,Midday,0.48828775786250883
BRI,LAU,Inbound to,Green,Evening,0.4882752260865217
BAL,SAN,Outbound to,Green,Night,0.4877933128738294
BAL,MIL,Inbound to,Green,Night,0.48777968433660507
BRD,DOM,Inbound to,Green,Midday,0.48764886008267955
CCK,LAU,Outbound to,Green,Midday,0.4871819292951527
CPK,STI,Inbound to,Green,Morning,0.48642581386026434
SMI,JER,Outbound to,Red,Morning,0.4861745990287241
ABB,FOU,Inbound to,Red,Midday,0.4855807052148419
RIA,GOL,Outbound to,Red,Night,0.4850352621031628
BLA,GOL,Inbound to,Red,Evening,0.48427694003084903
GLE,STI,Inbound to,Green,Night,0.48369483438240973
CCK,BAW,Inbound to,Green,Evening,0.4821503252710966
KIL,DUN,Inbound to,Green,Evening,0.4809643356698651
PHI,GRA,Inbound to,Green,Morning,0.48045719606169185
CAB,PHI,Inbound to,Green,Evening,0.4801798294085969
SUI,FAT,Inbound to,Red,Night,0.47934468927773394
CVN,CIT,Inbound to,Red,Midday,0.4790924273688532
GRA,BRD,Inbound to,Green,Morning,0.47523194680685227
WIN,DUN,Outbound to,Green,Night,0.47404201898930953
MUS,JAM,Inbound to,Red,Midday,0.47309361231415575
COO,TAL,Inbound to,Red,Morning,0.4722875771768251
CIT,FET,Inbound to,Red,Morning,0.47199502711451313
GLE,SAN,Inbound to,Green,Night,0.4719752002795666
TAL,COO,Inbound to,Red,Midday,0.47190860225346043
WIN,BAL,Outbound to,Green,Evening,0.47170344606874115
BLU,DRI,Outbound to,Red,Evening,0.47140452079103173
SUI,DRI,Outbound to,Red,Evening,0.4705782236457009
HEU,MUS,Outbound to,Red,Evening,0.469622107924462
OUP,PHI,Inbound to,Green,Night,0.46883502145671924
RIA,DRI,Inbound to,Red,Midday,0.46835382826114397
CIT,FET,Outbound to,Red,Morning,0.46762020152177675
TAL,COO,Inbound to,Red,Morning,0.4675148954276096
HOS,TAL,Inbound to,Red,Evening,0.4658116585111348
DUN,WIN,Inbound to,Green,Midday,0.4656834265546948
BAW,LEO,Inbound to,Green,Midday,0.46408592854403863
BAL,MIL,Outbound to,Green,Morning,0.46354777877784786
CCK,LAU,Outbound to,Green,Night,0.46266721513687487
CCK,BAW,Inbound to,Green,Night,0.46217465507419453
DRI,KYL,Outbound to,Red,Morning,0.46143204752561146
GOL,KYL,Outbound to,Red,Morning,0.46048049924693785
WIN,COW,Inbound to,Green,Morning,0.4599940879460814
ABB,FOU,Inbound to,Red,Evening,0.45762971933041724
SAN,DUN,Inbound to,Green,Midday,0.45658758439342406
BLA,GOL,Inbound to,Red,Night,0.4556678267712117
GOL,BLU,Inbound to,Red,Morning,0.4541740968411152
MIL,BEE,Outbound to,Green,Morning,0.45344404401030886
LEO,GAL,Outbound to,Green,Morning,0.452489599575698
BEE,CHA,Inbound to,Green,Morning,0.452179751913159
MIL,BEE,Inbound to,Green,Morning,0.4512720031240409
HAR,CHA,Inbound to,Green,Morning,0.4505625067179412
BRD,PAR,Outbound to,Green,Night,0.4500760331737371
KIL,DUN,Inbound to,Green,Morning,0.4483758492912393
MAR,PAR,Outbound to,Green,Morning,0.4483635169019508
GRA,DOM,Outbound to,Green,Night,0.4480943766565865
LEO,GLE,Inbound to,Green,Evening,0.4470106926281312
COO,TAL,Inbound to,Red,Midday,0.4451409270632208
DRI,KYL,Outbound to,Red,Night,0.444785026238204
DUN,WIN,Inbound to,Green,Night,0.44407432562729365
RIA,JAM,Inbound to,Red,Evening,0.44176377359337876
KIN,FET,Inbound to,Red,Evening,0.4416823896572438
PHI,DOM,Inbound to,Green,Night,0.44132002316553454
JAM,SUI,Inbound to,Red,Midday,0.44099487909288954
CCK,BAW,Inbound to,Green,Midday,0.4386529736624977
FET,CVN,Inbound to,Red,Midday,0.43696051496729593
SUI,DRI,Outbound to,Red,Midday,0.4363105844422481
KYL,BLU,Outbound to,Red,Evening,0.4343617845275514
MYS,ABB,Outbound to,Red,Night,0.4339847082348088
BAW,LEO,Inbound to,Green,Night,0.4335267266258669
CIT,FOR,Inbound to,Red,Midday,0.43157107740753137
PAR,DOM,Outbound to,Green,Evening,0.4314951449799476
BRI,LAU,Inbound to,Green,Midday,0.428928011312075
TAL,COO,Inbound to,Red,Night,0.4264095332550017
GOL,BLU,Outbound to,Red,Night,0.4258680180966757
PHI,DOM,Inbound to,Green,Evening,0.4256220216259427
MIL,DUN,Outbound to,Green,Night,0.42438691415381663
GRA,BRD,Inbound to,Green,Night,0.4223831933837549
GAL,GLE,Outbound to,Green,Midday,0.4221599259866795
SDK,GDK,Outbound to,Red,Midday,0.4218035211242164
CPK,GAL,Inbound to,Green,Morning,0.4212085785767743
FET,BEL,Outbound to,Red,Midday,0.42012852209615276
BAL,STI,Inbound to,Green,Evening,0.41735776020100546
ABB,FOU,Inbound to,Red,Night,0.4148543921265227
WIN,BAL,Outbound to,Green,Midday,0.4119846493065153
FAT,RIA,Inbound to,Red,Midday,0.41127368572660067
GOL,RIA,Inbound to,Red,Night,0.4106507335108476
GLE,SAN,Outbound to,Green,Evening,0.40954486380564104
GAL,CPK,Inbound to,Green,Morning,0.40823541728799256
DUN,KIL,Outbound to,Green,Midday,0.40802368795189575
PHI,BRD,Outbound to,Green,Evening,0.40621952427961894
RED,KIN,Inbound to,Red,Night,0.4056088245077004
SAN,STI,Outbound to,Green,Midday,0.4041195636240449
LEO,GAL,Outbound to,Green,Evening,0.4036001485732741
CVN,FET,Outbound to,Red,Morning,0.40339396396068006
MUS,JAM,Inbound to,Red,Morning,0.402834344525011
KIL,DUN,Inbound to,Green,Night,0.40205828997585974
PHI,BRD,Outbound to,Green,Morning,0.40172125159941036
JAM,FAT,Inbound to,Red,Evening,0.3993154263851921
GOL,BLU,Outbound to,Red,Morning,0.39885584988467987
KYL,RED,Inbound to,Red,Midday,0.39676231233228326
KIL,DUN,Inbound to,Green,Midday,0.39654473789912664
SUI,DRI,Outbound to,Red,Night,0.3952595133288111
CIT,CVN,Inbound to,Red,Night,0.39234175317196524
MYS,GDK,Inbound to,Red,Evening,0.3910322807312713
RIA,SUI,Inbound to,Red,Evening,0.38966664848709937
CAB,PHI,Inbound to,Green,Midday,0.38926698986106095
GAL,CPK,Inbound to,Green,Midday,0.38874349669129304
BRI,LAU,Inbound to,Green,Night,0.3886347532381101
BEL,COO,Inbound to,Red,Morning,0.38821457911704993
LEO,GLE,Inbound to,Green,Midday,0.3879490355949165
SAN,STI,Outbound to,Green,Evening,0.38773750883382435
SUI,RIA,Outbound to,Red,Evening,0.38663205141728396
FOU,MUS,Inbound to,Red,Morning,0.3861815194907965
BEE,CHA,Inbound to,Green,Evening,0.3861418898581575
BUS,CON,Outbound to,Red,Midday,0.3848467855339652
CAB,PHI,Inbound to,Green,Night,0.38285030831445793
WIN,COW,Inbound to,Green,Night,0.38269603853624473
DRI,BLA,Inbound to,Red,Morning,0.3813324125159727
GOL,DRI,Inbound to,Red,Midday,0.3795809640572221
STI,SAN,Inbound to,Green,Morning,0.378705240265332
HOS,COO,Outbound to,Red,Midday,0.3784858417673755
RIA,SUI,Inbound to,Red,Morning,0.37803735398551774
FOR,CIT,Outbound to,Red,Evening,0.3733835639339023
RED,KYL,Outbound to,Red,Evening,0.37251883664920377
CHA,BEE,Outbound to,Green,Midday,0.37126063569660844
BLU,GOL,Inbound to,Red,Night,0.3696487679408815
PHI,BRD,Outbound to,Green,Midday,0.36821981984147206
KIL,STI,Inbound to,Green,Evening,0.36599036007170793
FAT,GOL,Inbound to,Red,Midday,0.3657505976588018
TPT,GDK,Outbound to,Red,Midday,0.3653385036130493
RAN,COW,Outbound to,Green,Night,0.3650724253183603
SDK,GDK,Outbound to,Red,Morning,0.36492698771298576
KIL,BAL,Outbound to,Green,Evening,0.3642726970369586
CHA,BEE,Outbound to,Green,Night,0.36322433657607084
CVN,FOR,Inbound to,Red,Midday,0.3631758950797675
CIT,CVN,Outbound to,Red,Evening,0.3622643181770318
BLA,SUI,Inbound to,Red,Evening,0.3614021711998521
FOU,SMI,Inbound to,Red,Evening,0.36119770929052286
GDK,SDK,Inbound to,Red,Night,0.3608772309164668
STI,KIL,Outbound to,Green,Evening,0.3601463190564167
PHI,BRD,Outbound to,Green,Night,0.3581357109926652
CCK,GAL,Outbound to,Green,Morning,0.3572833385698796
BRD,OGP,Inbound to,Green,Morning,0.3572833385698796
STI,SAN,Inbound to,Green,Night,0.35520976133966853
GOL,BLU,Inbound to,Red,Midday,0.353692911108057
HAR,DAW,Outbound to,Green,Evening,0.3535533905932738
SMI,JAM,Inbound to,Red,Evening,0.35355339059327373
FAT,DRI,Inbound to,Red,Midday,0.35355339059327373
BEE,CHA,Inbound to,Green,Midday,0.35314738761699144
DRI,KYL,Inbound to,Red,Midday,0.35247208632663274
GAL,CPK,Inbound to,Green,Evening,0.35010650011591704
FAT,RIA,Inbound to,Red,Morning,0.34788959618312437
WIN,COW,Inbound to,Green,Midday,0.3472691803518519
CAB,PHI,Inbound to,Green,Morning,0.34529061211526696
RAN,COW,Outbound to,Green,Midday,0.34510102324311737
MIL,DUN,Outbound to,Green,Midday,0.34358752027645817
CHA,BEE,Outbound to,Green,Evening,0.3401891014078188
DUN,WIN,Outbound to,Green,Midday,0.33944412496909143
STI,KIL,Outbound to,Green,Midday,0.3385236461845757
HAR,STS,Outbound to,Green,Midday,0.3384907418404839
WIN,COW,Inbound to,Green,Evening,0.3383358242022252
SUI,RIA,Outbound to,Red,Midday,0.3379730591153503
SUI,GOL,Inbound to,Red,Midday,0.3356158160079248
KIL,STI,Inbound to,Green,Night,0.33516500675324257
SUI,DRI,Outbound to,Red,Morning,0.33477338233172116
FAT,RIA,Inbound to,Red,Evening,0.33367810668257136
FOR,CVN,Inbound to,Red,Morning,0.3327077506264892
STI,SAN,Inbound to,Green,Evening,0.32886660770626
CIT,CVN,Outbound to,Red,Midday,0.32853442064319816
PHI,DOM,Inbound to,Green,Midday,0.32709294801294103
MIL,BEE,Inbound to,Green,Evening,0.3242135681657623
GLE,CPK,Outbound to,Green,Midday,0.3235712755702725
RIA,BLA,Inbound to,Red,Morning,0.32314046796959467
GAL,GLE,Outbound to,Green,Night,0.32232986036760863
CPK,STI,Outbound to,Green,Morning,0.32204704227428604
FOR,CIT,Outbound to,Red,Morning,0.3216392048222549
COW,WIN,Outbound to,Green,Midday,0.3190452616434865
COW,WIN,Outbound to,Green,Evening,0.31846983209336677
BLA,SUI,Inbound to,Red,Night,0.3174543992126841
LEO,GLE,Inbound to,Green,Morning,0.3162532341663587
SMI,FOU,Outbound to,Red,Midday,0.3154324795096984
COW,RAN,Inbound to,Green,Morning,0.31510928654750486
HEU,MUS,Outbound to,Red,Morning,0.31479420814952236
JAM,FAT,Inbound to,Red,Night,0.3131541568375393
DUN,KIL,Outbound to,Green,Night,0.3111763155178039
FAT,RIA,Inbound to,Red,Night,0.31095230059365214
GLE,CPK,Outbound to,Green,Evening,0.3108959057213413
MIL,BEE,Inbound to,Green,Midday,0.31071885483688705
GLE,SAN,Outbound to,Green,Midday,0.30920664050865376
SUI,GOL,Inbound to,Red,Morning,0.30826932333100737
SDK,GDK,Outbound to,Red,Night,0.30436180566743937
CIT,FOR,Inbound to,Red,Evening,0.30401611691894964
MIL,BEE,Inbound to,Green,Night,0.3038091570339673
CAB,BRO,Outbound to,Green,Evening,0.30062691697497174
KYL,BLU,Outbound to,Red,Morning,0.3000399745268999
CAB,GRA,Inbound to,Green,Morning,0.2995674655039346
STI,SAN,Inbound to,Green,Midday,0.2995596937307207
PHI,BRD,Inbound to,Green,Morning,0.2994013531449569
FET,CVN,Inbound to,Red,Evening,0.29777217079742163
RIA,DRI,Outbound to,Red,Morning,0.29614948808286873
JAM,SUI,Outbound to,Red,Night,0.29614647503325103
BEE,MIL,Outbound to,Green,Evening,0.2960416503879999
RED,KYL,Outbound to,Red,Midday,0.2946230564383648
DRI,SUI,Outbound to,Red,Morning,0.2932349212530367
GOL,KYL,Outbound to,Red,Night,0.2922166111576694
FOR,BEL,Inbound to,Red,Midday,0.2921923863956086
KYL,RED,Inbound to,Red,Evening,0.29101022560553697
BEL,CVN,Inbound to,Red,Midday,0.29065167568022726
HEU,SMI,Outbound to,Red,Evening,0.28987873249060025
KIL,STI,Inbound to,Green,Midday,0.28980867704253715
SAN,STI,Outbound to,Green,Night,0.2866816520328567
MYS,ABB,Inbound to,Red,Evening,0.28629982988572067
RAN,CHA,Outbound to,Green,Evening,0.28261834203055397
DRI,GOL,Outbound to,Red,Midday,0.2813030506524681
KIL,STI,Inbound to,Green,Morning,0.28010728382077554
COO,HOS,Inbound to,Red,Evening,0.2800206184377704
SAN,KIL,Outbound to,Green,Midday,0.27975383526247094
SAN,KIL,Outbound to,Green,Evening,0.2784951789326679
CVN,FOR,Inbound to,Red,Evening,0.27825363220822547
COO,HOS,Inbound to,Red,Midday,0.2739748248480313
PHI,BRD,Inbound to,Green,Midday,0.27311485245791806
DRI,GOL,Outbound to,Red,Evening,0.27154640761091975
BEL,CVN,Inbound to,Red,Evening,0.27083974351388435
MIL,COW,Outbound to,Green,Evening,0.27073484101779355
BUS,CON,Outbound to,Red,Evening,0.2687260589056118
FOU,SMI,Inbound to,Red,Night,0.26803884681409496
BEE,CHA,Inbound to,Green,Night,0.26764451316426796
SUI,GOL,Inbound to,Red,Night,0.26602436391673295
PHI,BRD,Inbound to,Green,Evening,0.2643116940953366
GOL,SUI,Outbound to,Red,Evening,0.25867383252964576
CHE,LAU,Outbound to,Green,Midday,0.2583314121729599
MYS,SDK,Outbound to,Red,Midday,0.25602980248904655
JAM,SUI,Inbound to,Red,Morning,0.255397245467357
RAN,BEE,Inbound to,Green,Morning,0.2553501346051024
FAT,DRI,Inbound to,Red,Morning,0.255114353444359
DAW,TRY,Outbound to,Green,Midday,0.2548149156416828
CCK,LEO,Outbound to,Green,Midday,0.2547163152108005
BRD,GRA,Outbound to,Green,Morning,0.25381332232748327
GOL,SUI,Outbound to,Red,Midday,0.2527731841732839
CAB,BRD,Outbound to,Green,Morning,0.25225033967925015
SUI,BLU,Inbound to,Red,Midday,0.2514195806924265
HOS,TAL,Inbound to,Red,Night,0.24961424402074184
WIN,DUN,Inbound to,Green,Morning,0.24772031482543458
BEE,MIL,Outbound to,Green,Night,0.2471810075482851
DRI,BLA,Inbound to,Red,Evening,0.24644483682732804
CAB,BRD,Inbound to,Green,Night,0.24565880503652873
DUN,WIN,Outbound to,Green,Evening,0.24493602645316587
COW,MIL,Inbound to,Green,Morning,0.244634318023603
SDK,MYS,Inbound to,Red,Night,0.2435406328562754
CPK,LEO,Outbound to,Green,Night,0.24283813289760572
LEO,GAL,Outbound to,Green,Midday,0.2400933324991618
CVN,CIT,Inbound to,Red,Evening,0.23976530340931354
FOR,CIT,Outbound to,Red,Midday,0.23901943307936022
COO,HOS,Inbound to,Red,Morning,0.23901364044089946
SUI,BLU,Outbound to,Red,Night,0.2379094257549482
MIL,WIN,Inbound to,Green,Morning,0.23712209535789394
HEU,MUS,Outbound to,Red,Midday,0.23586700559627904
SDK,TPT,Outbound to,Red,Evening,0.23445967615452265
LAU,CHE,Inbound to,Green,Morning,0.2339648357103075
COW,BEE,Outbound to,Green,Evening,0.23395372706404108
SDK,TPT,Outbound to,Red,Midday,0.23232152502901457
BAL,STI,Inbound to,Green,Morning,0.2310912890734742
COW,RAN,Inbound to,Green,Evening,0.2309638791196861
HOS,TAL,Inbound to,Red,Morning,0.2295224373490088
RAN,BEE,Inbound to,Green,Evening,0.2294127449883806
BRD,GRA,Outbound to,Green,Evening,0.22833500516473607
KYL,BLU,Outbound to,Red,Midday,0.22821842246507695
MYS,GDK,Inbound to,Red,Night,0.2234967008545945
COW,RAN,Inbound to,Green,Midday,0.2217695910889287
HOS,COO,Outbound to,Red,Night,0.2210229767140178
RAN,CHA,Outbound to,Green,Midday,0.22091975428174995
COW,RAN,Inbound to,Green,Night,0.2162438664746571
MYS,SDK,Outbound to,Red,Evening,0.21411294432585934
BEE,RAN,Outbound to,Green,Midday,0.21405160019539485
KIN,FET,Inbound to,Red,Midday,0.21292397207078448
COW,BEE,Outbound to,Green,Night,0.21205400023825247
BEE,COW,Inbound to,Green,Morning,0.2102539141667071
COW,RAN,Outbound to,Green,Midday,0.20991398169760986
BAL,KIL,Inbound to,Green,Night,0.20855913781783086
DRI,RIA,Inbound to,Red,Night,0.2069925062114817
GOL,DRI,Inbound to,Red,Morning,0.20211195630291443
BAL,DUN,Outbound to,Green,Evening,0.20073804213990035
SUI,GOL,Inbound to,Red,Evening,0.19833256616567913
BEL,CVN,Inbound to,Red,Morning,0.19800209167350227
GOL,SUI,Outbound to,Red,Night,0.19755466235832464
MIL,WIN,Inbound to,Green,Evening,0.19614354660439193
SMI,FOU,Outbound to,Red,Evening,0.1952920597999175
CAB,GRA,Inbound to,Green,Evening,0.19227209198213752
BAL,KIL,Inbound to,Green,Morning,0.1922410572633141
SUI,RIA,Outbound to,Red,Morning,0.19112478447543155
RAN,BEE,Inbound to,Green,Night,0.19101857867456065
WIN,BEE,Outbound to,Green,Morning,0.19071694048032864
BUS,CON,Outbound to,Red,Morning,0.19039723020684074
MIL,WIN,Inbound to,Green,Night,0.18857182915497672
BEE,MIL,Outbound to,Green,Midday,0.1885627765245206
SDK,TPT,Outbound to,Red,Night,0.18755459664747368
GOL,DRI,Inbound to,Red,Evening,0.18447567088987596
WIN,DUN,Inbound to,Green,Midday,0.18404385404451004
RIA,DRI,Outbound to,Red,Night,0.1839040868392333
RIA,SUI,Inbound to,Red,Night,0.18228830445930963
SUI,DRI,Inbound to,Red,Night,0.181875747064934
WIN,MIL,Outbound to,Green,Evening,0.1816493340671347
FET,CVN,Inbound to,Red,Morning,0.18030232657648287
GOL,SUI,Outbound to,Red,Morning,0.17965166675738173
ABB,SMI,Inbound to,Red,Midday,0.17787231805520404
MYS,SDK,Outbound to,Red,Night,0.17720835548908043
LEO,GLE,Inbound to,Green,Night,0.17353938909189578
CHA,RAN,Inbound to,Green,Morning,0.17319461309973735
COO,HOS,Inbound to,Red,Night,0.1728482690079689
BRD,GRA,Outbound to,Green,Midday,0.17220652105416034
MIL,COW,Outbound to,Green,Midday,0.17083250648234719
GOL,DRI,Inbound to,Red,Night,0.16857300885606988
BLU,DRI,Outbound to,Red,Midday,0.16853920830928548
KIL,BAL,Outbound to,Green,Midday,0.1683211741107422
BLU,KYL,Inbound to,Red,Night,0.16729864157404015
CAB,GRA,Inbound to,Green,Night,0.16632032612066935
DRI,GOL,Outbound to,Red,Night,0.1656839945406653
BAL,DUN,Outbound to,Green,Midday,0.16311149064648975
DUN,BAL,Inbound to,Green,Morning,0.16143044779597512
BAL,KIL,Inbound to,Green,Midday,0.16074248824236761
GAL,CPK,Inbound to,Green,Night,0.15904708298695383
SMI,FOU,Outbound to,Red,Morning,0.15595345087493648
CAB,BRD,Outbound to,Green,Evening,0.15542067143532026
DRI,GOL,Outbound to,Red,Morning,0.1504958226718208
GLE,GAL,Inbound to,Green,Morning,0.14664090380330483
CHE,BRI,Inbound to,Green,Morning,0.14358856697694503
BRD,GRA,Outbound to,Green,Night,0.14066160414957032
WIN,MIL,Outbound to,Green,Midday,0.1403647595821127
CIT,FOR,Inbound to,Red,Morning,0.13778198353830962
CHA,RAN,Inbound to,Green,Night,0.1277925543831647
DUN,BAL,Inbound to,Green,Evening,0.12357273271221123
SMI,FOU,Outbound to,Red,Night,0.12283998113305666
RAN,CHA,Outbound to,Green,Night,0.12175972554898146
CPK,GLE,Inbound to,Green,Morning,0.12127177160898149
KYL,BLU,Outbound to,Red,Night,0.11822100245935885
MIL,WIN,Inbound to,Green,Midday,0.11667357536943541
CVN,CIT,Inbound to,Red,Morning,0.1164598775367361
CHA,RAN,Inbound to,Green,Evening,0.11584337632167886
COW,WIN,Outbound to,Green,Night,0.11562471840883948
SDK,TPT,Outbound to,Red,Morning,0.11494267721456718
BEE,COW,Inbound to,Green,Evening,0.11418917592065021
GAL,LEO,Inbound to,Green,Morning,0.11317732060625547
COW,BEE,Outbound to,Green,Midday,0.10920750224542171
BAL,KIL,Inbound to,Green,Evening,0.10881007000889129
DRI,BLA,Inbound to,Red,Night,0.10749718471355386
DUN,BAL,Inbound to,Green,Midday,0.09988574985973979
MYS,SDK,Outbound to,Red,Morning,0.09896428528223956
BEE,RAN,Outbound to,Green,Night,0.09519049423453874
CHA,RAN,Inbound to,Green,Midday,0.09476014186818545
GRA,PHI,Outbound to,Green,Midday,0.08981657674437106
LEO,GAL,Outbound to,Green,Night,0.08525061577887462
GDK,MYS,Outbound to,Red,Morning,0.083448254765375
CHE,BRI,Inbound to,Green,Night,0.08295785108372362
BAL,DUN,Outbound to,Green,Night,0.08041390558822484
STI,KIL,Outbound to,Green,Night,0.07910211559023418
PHI,CAB,Outbound to,Green,Midday,0.0693932680594876
COW,MIL,Inbound to,Green,Midday,0.05938677609362849
LAU,CHE,Inbound to,Green,Midday,0.05894175909973851
GLE,CPK,Outbound to,Green,Night,0.05663166228762024
GRA,PHI,Outbound to,Green,Morning,0.05595805945349599
GRA,PHI,Outbound to,Green,Evening,0.05589581281901111
GAL,LEO,Inbound to,Green,Midday,0.0539771517703121
BEE,COW,Inbound to,Green,Midday,0.05162674513873389
COW,MIL,Inbound to,Green,Night,0.05033807941203119
PHI,CAB,Outbound to,Green,Morning,0.04939717049537256
RAN,BEE,Inbound to,Green,Midday,0.049001936630901986
BEL,CIT,Outbound to,Red,Evening,0.047140452079103
MAR,STS,Outbound to,Green,Midday,0.047140452079103
GRA,PHI,Outbound to,Green,Night,0.04551219589860018
LEO,CPK,Inbound to,Green,Evening,0.03849001794597524
COW,MIL,Inbound to,Green,Evening,0.03734050670822157
HEU,SMI,Outbound to,Red,Morning,0.035355339059327445
SUI,BLU,Inbound to,Red,Night,0.03535533905932738
SMI,JAM,Inbound to,Red,Midday,0.035355339059327376
CHE,BRI,Inbound to,Green,Midday,0.03384034261718019
CPK,GLE,Inbound to,Green,Evening,0.033511913254191075
CHE,BRI,Inbound to,Green,Evening,0.03177937950336788
PHI,CAB,Outbound to,Green,Evening,0.027938923938932554
PAR,BRD,Outbound to,Green,Morning,0.023570226039551584
RED,BEL,Inbound to,Red,Midday,0.023570226039551584
RED,BLU,Outbound to,Red,Evening,0.023570226039551584
RIA,SMI,Inbound to,Red,Evening,0.02357022603955158
GLE,GAL,Inbound to,Green,Midday,0.02282653055160708
WES,STS,Inbound to,Green,Morning,0.02018433569398328
CIT,FET,Inbound to,Red,Night,0.020184335693983275
FAT,DRI,Inbound to,Red,Evening,0.017677669529663688
CAB,BRD,Outbound to,Green,Midday,0.016859383349734136
CVN,RED,Inbound to,Red,Evening,0.01666666666666644
BLU,RED,Inbound to,Red,Morning,0.016596365263022675
FOR,CVN,Inbound to,Red,Night,0.013944333775567863
LEO,CPK,Inbound to,Green,Midday,0.013277092210418093
GLE,STI,Inbound to,Green,Evening,0.013114477739476393
CVN,FOR,Outbound to,Red,Night,0.01254621087848464
CVN,CIT,Outbound to,Red,Night,0.012499999999999832
RIA,SMI,Inbound to,Red,Midday,0.011785113019776064
STI,GAL,Outbound to,Green,Evening,0.011785113019776064
DUN,STI,Outbound to,Green,Night,0.011785113019776064
RAN,STS,Inbound to,Green,Night,0.011785113019775985
RAN,MIL,Inbound to,Green,Morning,0.011785113019775794
GRA,OUP,Inbound to,Green,Morning,0.011785113019775794
MYS,ABB,Inbound to,Red,Night,0.011785113019775792
HAR,BEE,Inbound to,Green,Morning,0.011785113019775792
MUS,FAT,Inbound to,Red,Midday,0.011785113019775792
HAR,BEE,Inbound to,Green,Night,0.011785113019775792
HEU,SMI,Outbound to,Red,Midday,0.011785113019775792
CAB,BRD,Inbound to,Green,Midday,0.011785113019775792
COW,WIN,Inbound to,Green,Evening,0.011785113019775792
LEO,CPK,Outbound to,Green,Evening,0.011785113019775792
DAW,HAR,Inbound to,Green,Morning,0.011785113019775792
KIL,WIN,Inbound to,Green,Night,0.011785113019775792
ABB,MYS,Outbound to,Red,Evening,0.011785113019775792
KIN,COO,Inbound to,Red,Morning,0.011785113019775792
CHA,COW,Inbound to,Green,Night,0.011785113019775792
FET,CIT,Inbound to,Red,Midday,0.011785113019775792
WIN,COW,Outbound to,Green,Night,0.01178511301977579
BEL,HOS,Inbound to,Red,Morning,0.01178511301977579
DAW,MAR,Outbound to,Green,Evening,0.01178511301977579
KIN,CIT,Outbound to,Red,Midday,0.01178511301977575
DRI,JAM,Inbound to,Red,Night,0.01178511301977575
COO,RED,Inbound to,Red,Morning,0.01178511301977575
BAL,CPK,Outbound to,Green,Midday,0.01178511301977575
GDK,FOU,Outbound to,Red,Morning,0.011785113019775436
HOS,BEL,Outbound to,Red,Evening,0.011244460886455324
GLE,GAL,Inbound to,Green,Evening,0.010777627580653428
LAU,CHE,Inbound to,Green,Evening,0.010718734891299868
MIL,DUN,Inbound to,Green,Evening,0.010703808753134779
TPT,GDK,Outbound to,Red,Morning,0.010703808753134455
GAL,LEO,Inbound to,Green,Evening,0.009660791037340159
OUP,WES,Inbound to,Green,Night,0.009622504486493762
COW,DUN,Inbound to,Green,Morning,0.009622504486493762
DOM,OGP,Inbound to,Green,Night,0.009622504486493762
KIN,CVN,Inbound to,Red,Morning,0.009622504486493762
SAN,CPK,Inbound to,Green,Night,0.009622504486493762
ABB,GDK,Outbound to,Red,Midday,0.009622504486493752
BAL,WIN,Outbound to,Green,Midday,0.009622504486493752
GOL,JAM,Inbound to,Red,Night,0.00962250448649373
LEO,CPK,Inbound to,Green,Night,0.00962250448649373
CHA,STS,Inbound to,Green,Midday,0.00962250448649373
BEL,CVN,Outbound to,Red,Night,0.009622504486493643
CPK,GLE,Inbound to,Green,Night,0.009501638655022166
GLE,GAL,Inbound to,Green,Night,0.009225095244938043
DUN,BAL,Inbound to,Green,Night,0.009168043378670878
JAM,SUI,Inbound to,Red,Night,0.009128709291752768
BEE,COW,Inbound to,Green,Night,0.00890999904970668
CPK,GLE,Inbound to,Green,Midday,0.0088400825185633
WIN,DUN,Inbound to,Green,Night,0.008408749651825215
SAG,CIT,Inbound to,Red,Night,0.00833333333333328
DOM,OGP,Inbound to,Green,Morning,0.007978559231302819
CHE,LAU,Outbound to,Green,Night,0.0076801287959931165
MUS,FAT,Inbound to,Red,Evening,0.007453559924999299
FET,CVN,Inbound to,Red,Night,0.007453559924999299
RIA,GOL,Inbound to,Red,Night,0.007453559924999298
FET,CIT,Outbound to,Red,Night,0.0074535599249992155
PHI,CAB,Outbound to,Green,Night,0.007055244732633537
GAL,LEO,Inbound to,Green,Night,0.007017865668600434
CHA,COW,Inbound to,Green,Morning,0.006556631603912026
MIL,COW,Outbound to,Green,Night,0.006351502225026077
DRI,SUI,Outbound to,Red,Night,0.00629940788348712
KIL,BAL,Outbound to,Green,Night,0.006180815162148828
KYL,RED,Inbound to,Red,Night,0.005892556509887896
HAR,MIL,Outbound to,Green,Morning,0.005892556509887875
GDK,MYS,Outbound to,Red,Night,0.005780396608194622
HEU,MUS,Outbound to,Red,Night,0.005527423072250688
GDK,MYS,Outbound to,Red,Midday,0.0053655690586109665
LAU,CHE,Inbound to,Green,Night,0.004839768557500772
GDK,MYS,Outbound to,Red,Evening,0.004463180202851679
KIL,SAN,Inbound to,Green,Evening,0.0044543540318737395
TPT,GDK,Outbound to,Red,Evening,0.00416666666666664
CAB,GRA,Inbound to,Green,Midday,0.0037267799624996494
