Stop,NextStop,Direction,Line,Period,AvgVolatilityMinutes
GLE,GAL,Outbound to,Green,Night,0.7184020238376737
TRY,STS,Outbound to,Green,Night,0.7183949503779388
CAB,PHI,Outbound to,Green,Night,0.7181388325186768
BEE,RAN,Inbound to,Green,Morning,0.7179151990971849
BAL,KIL,Outbound to,Green,Midday,0.7177333960691117
DRI,KYL,Outbound to,Red,Evening,0.7175016278082134
BAL,SAN,Outbound to,Green,Midday,0.7169508718346383
FET,CVN,Outbound to,Red,Midday,0.7150814531857589
SAN,BAL,Inbound to,Green,Morning,0.7132442362298506
HOS,KIN,Outbound to,Red,Morning,0.7129993376964354
BEL,COO,Inbound to,Red,Midday,0.7126010343435023
BEE,RAN,Inbound to,Green,Evening,0.7122082641262937
RAN,CHA,Inbound to,Green,Evening,0.7105201896064198
LAU,BAW,Outbound to,Green,Evening,0.7099991060097905
RAN,HAR,Inbound to,Green,Midday,0.7092335774899169
COW,MIL,Outbound to,Green,Morning,0.7078647786687907
BAW,CCK,Outbound to,Green,Evening,0.7073732299946249
LAU,BAW,Outbound to,Green,Midday,0.7071678838999582
BEL,KYL,Inbound to,Red,Morning,0.7071067811865476
FOU,SDK,Inbound to,Red,Morning,0.7071067811865476
PAR,DOM,Outbound to,Green,Midday,0.7071067811865476
GLE,CCK,Outbound to,Green,Evening,0.7071067811865476
GRA,OUP,Inbound to,Green,Night,0.7071067811865476
CHA,STS,Outbound to,Green,Evening,0.7071067811865476
STI,WIN,Inbound to,Green,Morning,0.7071067811865476
FAT,FOU,Inbound to,Red,Morning,0.7071067811865476
RED,BEL,Inbound to,Red,Morning,0.7071067811865476
FOR,BEL,Inbound to,Red,Evening,0.7071067811865476
ABB,BUS,Outbound to,Red,Midday,0.7071067811865476
MIL,RAN,Inbound to,Green,Midday,0.7071067811865476
MIL,BAL,Inbound to,Green,Midday,0.7071067811865476
WES,DAW,Inbound to,Green,Midday,0.7071067811865476
COW,RAN,Outbound to,Green,Night,0.7071067811865476
CVN,RED,Inbound to,Red,Midday,0.7071067811865476
CVN,BEL,Outbound to,Red,Midday,0.7071067811865476
BRD,PHI,Outbound to,Green,Evening,0.7071067811865476
SAN,CPK,Inbound to,Green,Evening,0.7071067811865476
HAR,RAN,Inbound to,Green,Evening,0.7071067811865475
KYL,DRI,Inbound to,Red,Night,0.7071067811865475
SDK,MYS,Outbound to,Red,Night,0.7065436113814544
HAR,DAW,Outbound to,Green,Morning,0.7056650421643594
DRI,RIA,Inbound to,Red,Evening,0.7049816435398558
SAN,BAL,Inbound to,Green,Night,0.7048055947289192
KIL,STI,Outbound to,Green,Night,0.7047964742111082
RIA,JAM,Outbound to,Red,Midday,0.7046287333055665
HOS,COO,Inbound to,Red,Morning,0.7044526478548779
GOL,FAT,Inbound to,Red,Night,0.7039477538788693
GAL,BAW,Outbound to,Green,Night,0.703366294442061
BAL,STI,Inbound to,Green,Midday,0.7019219646402614
DAW,TRY,Outbound to,Green,Night,0.7012142246766596
RAN,CHA,Inbound to,Green,Midday,0.7007334552181891
KIL,BAL,Inbound to,Green,Morning,0.7007237924277057
SMI,MUS,Outbound to,Red,Midday,0.7004720245071456
LEO,GAL,Inbound to,Green,Evening,0.6998213489589159
FOR,CVN,Outbound to,Red,Evening,0.6989925904173355
DAW,TRY,Outbound to,Green,Morning,0.6981709606898812
WIN,COW,Outbound to,Green,Midday,0.6969234250586759
SUI,BLA,Inbound to,Red,Evening,0.696755987746035
DUN,BAL,Outbound to,Green,Night,0.6961997026617034
CAB,PHI,Outbound to,Green,Midday,0.6959960805081674
KIN,BEL,Inbound to,Red,Evening,0.6954108551717508
RAN,DAW,Inbound to,Green,Morning,0.6953216681667721
SAN,GLE,Inbound to,Green,Morning,0.6953216681667718
STS,OGP,Inbound to,Green,Evening,0.6953216681667718
HAR,RAN,Inbound to,Green,Night,0.6953216681667718
STS,HAR,Inbound to,Green,Evening,0.6953216681667718
WES,GRA,Inbound to,Green,Morning,0.6953216681667718
WIN,BEE,Outbound to,Green,Midday,0.6953216681667717
HAR,RAN,Inbound to,Green,Midday,0.6953216681667717
DUN,MIL,Outbound to,Green,Evening,0.6953216681667717
BLU,GOL,Outbound to,Red,Evening,0.6953216681667717
ABB,SMI,Inbound to,Red,Evening,0.6953216681667717
ABB,SMI,Outbound to,Red,Midday,0.6953216681667717
RAN,CHA,Inbound to,Green,Night,0.6952334908893668
SMI,MUS,Inbound to,Red,Evening,0.6946030705311297
CON,ABB,Outbound to,Red,Morning,0.6945741356015142
SDK,MYS,Outbound to,Red,Morning,0.6941760250102683
BEE,COW,Outbound to,Green,Morning,0.6940704620592809
GDK,ABB,Outbound to,Red,Morning,0.6935178677135868
BEE,CHA,Outbound to,Green,Evening,0.6925185884015336
GDK,ABB,Outbound to,Red,Midday,0.6923692439231973
BAL,DUN,Inbound to,Green,Night,0.6922066487873125
FOR,CIT,Inbound to,Red,Morning,0.6920020702250003
DUN,BAL,Outbound to,Green,Evening,0.6912570820159412
STS,TRY,Outbound to,Green,Morning,0.6907402467760545
BLA,DRI,Inbound to,Red,Night,0.6903379162938008
CAB,PHI,Outbound to,Green,Morning,0.689932188890284
HAR,CHA,Inbound to,Green,Evening,0.6894291116568838
WES,DAW,Inbound to,Green,Morning,0.6892605476600664
DOM,PAR,Outbound to,Green,Night,0.6885190489590306
RAN,BEE,Outbound to,Green,Morning,0.6877481507389248
CHE,CCK,Inbound to,Green,Morning,0.687455935205623
RIA,SUI,Outbound to,Red,Morning,0.6868991510550114
GDK,SDK,Inbound to,Red,Morning,0.6863983962955018
DUN,BAL,Outbound to,Green,Midday,0.6851864736874957
GLE,CPK,Outbound to,Green,Morning,0.685122336917067
FET,CIT,Outbound to,Red,Midday,0.6844581258005253
FET,CVN,Outbound to,Red,Morning,0.6839984530760149
RAN,CHA,Inbound to,Green,Morning,0.6839497486086904
TRY,HAR,Outbound to,Green,Midday,0.683536555146996
BEE,HAR,Inbound to,Green,Midday,0.683536555146996
DUN,KIL,Inbound to,Green,Night,0.683536555146996
BEE,DUN,Outbound to,Green,Evening,0.683536555146996
BAW,CPK,Inbound to,Green,Morning,0.683536555146996
KIN,COO,Inbound to,Red,Evening,0.6835365551469959
CAB,BRO,Outbound to,Green,Night,0.6835365551469959
TRY,PAR,Outbound to,Green,Morning,0.6825967122722891
CPK,SAN,Outbound to,Green,Midday,0.6823757354711731
BLU,BLA,Inbound to,Red,Evening,0.6819482009520539
BEE,RAN,Inbound to,Green,Midday,0.6818856349693837
CHA,HAR,Outbound to,Green,Midday,0.6815542723158441
FAT,JAM,Inbound to,Red,Midday,0.6811685417042067
OUP,OGP,Inbound to,Green,Morning,0.6805593488856966
HOS,COO,Outbound to,Red,Morning,0.6804765966897592
KIN,RED,Outbound to,Red,Morning,0.680045475620962
FOR,CIT,Inbound to,Red,Evening,0.6793770665759289
LEO,BAW,Outbound to,Green,Morning,0.6781060636848897
MUS,FOU,Inbound to,Red,Night,0.6757031845977615
MUS,JAM,Outbound to,Red,Morning,0.6754654565783126
LEO,GAL,Inbound to,Green,Midday,0.6752919450688731
BLA,BLU,Inbound to,Red,Night,0.6749485577105528
GOL,KYL,Outbound to,Red,Midday,0.6739562536498668
BAW,CCK,Outbound to,Green,Midday,0.6736723868276409
SMI,MUS,Outbound to,Red,Evening,0.6724785076814748
FOU,HEU,Outbound to,Red,Morning,0.6721369509236199
SMI,HEU,Outbound to,Red,Night,0.6710008601928541
LEO,GAL,Inbound to,Green,Night,0.6703499792586965
FAT,JAM,Inbound to,Red,Night,0.6701776245015982
BLA,SUI,Inbound to,Red,Midday,0.6698063343316548
GLE,CPK,Inbound to,Green,Evening,0.6697358556494291
BAW,CCK,Outbound to,Green,Night,0.6697010693201438
JER,SMI,Outbound to,Red,Morning,0.6695203774434574
BAL,DUN,Inbound to,Green,Morning,0.6692299922711055
SAG,FOR,Inbound to,Red,Night,0.6689343153700293
CVN,CIT,Outbound to,Red,Morning,0.6688661724233319
KYL,BEL,Outbound to,Red,Morning,0.6684603365907469
DRI,KYL,Outbound to,Red,Midday,0.6680725223460983
DUN,MIL,Inbound to,Green,Morning,0.6680036961218905
CHE,CCK,Outbound to,Green,Evening,0.666901522288213
BAL,DUN,Inbound to,Green,Evening,0.6668352782483576
FOR,CIT,Inbound to,Red,Midday,0.6665805795309895
MUS,SMI,Inbound to,Red,Night,0.6663860923719258
GOL,RIA,Outbound to,Red,Morning,0.6663230273533218
SDK,MYS,Outbound to,Red,Midday,0.6659038159296244
MIL,WIN,Outbound to,Green,Night,0.6654332878906947
GLE,CPK,Inbound to,Green,Night,0.664542589592262
DUN,WIN,Outbound to,Green,Night,0.6638908259695899
FAT,JAM,Inbound to,Red,Evening,0.663321637980087
MIL,WIN,Outbound to,Green,Midday,0.6627150328612762
RAN,HAR,Outbound to,Green,Morning,0.6624898422677072
GRA,CAB,Inbound to,Green,Morning,0.6623894413908251
MUS,JAM,Outbound to,Red,Night,0.6622933572085433
GLE,CPK,Inbound to,Green,Midday,0.6618074691710102
FET,BEL,Outbound to,Red,Evening,0.6615223491388207
GDK,SDK,Inbound to,Red,Evening,0.661031304491982
RED,COO,Outbound to,Red,Morning,0.6606893495937911
CHA,BEE,Outbound to,Green,Morning,0.6603209198763915
BEE,COW,Outbound to,Green,Evening,0.6601759114598886
COW,KIL,Outbound to,Green,Morning,0.6599663291074445
GDK,ABB,Outbound to,Red,Night,0.6599643654826356
DAW,TRY,Outbound to,Green,Evening,0.6591671188577779
CHE,LAU,Outbound to,Green,Evening,0.6586775757180138
MIL,WIN,Outbound to,Green,Evening,0.6585698843549961
COW,MIL,Outbound to,Green,Midday,0.6582341367733516
SDK,GDK,Inbound to,Red,Morning,0.6577328015139605
LEO,BAW,Outbound to,Green,Evening,0.6565702136964853
LAU,CCK,Inbound to,Green,Evening,0.6555821158651539
FAT,MUS,Inbound to,Red,Night,0.6550178436133407
SUI,DRI,Inbound to,Red,Evening,0.6549713355481295
GRA,CAB,Inbound to,Green,Night,0.6547146885487916
MUS,HEU,Outbound to,Red,Midday,0.6546918876716831
BLU,KYL,Inbound to,Red,Evening,0.6546287737471655
KIL,BAL,Inbound to,Green,Midday,0.654269258165663
BEE,COW,Outbound to,Green,Night,0.6534363077385827
MUS,SMI,Outbound to,Red,Midday,0.6526285290163728
PAR,MAR,Outbound to,Green,Night,0.652377142760792
CIT,CVN,Inbound to,Red,Evening,0.6522752981288784
BLA,KYL,Inbound to,Red,Midday,0.6518686207984832
LAU,CCK,Inbound to,Green,Morning,0.6514768821719483
PHI,DOM,Inbound to,Green,Morning,0.6507547584909086
BEL,CIT,Outbound to,Red,Morning,0.6505565281035272
SUI,BLA,Inbound to,Red,Midday,0.6505242054197967
GLE,CPK,Inbound to,Green,Morning,0.6503270141769356
WIN,BAL,Inbound to,Green,Morning,0.6500466183748717
DUN,MIL,Inbound to,Green,Night,0.6497469448749884
FAT,JAM,Inbound to,Red,Morning,0.6497121341030468
FAT,GOL,Inbound to,Red,Morning,0.6489771906946152
MIL,COW,Inbound to,Green,Morning,0.6485867158779675
CIT,FET,Inbound to,Red,Midday,0.648105795082039
GLE,LEO,Outbound to,Green,Night,0.6480955392432959
MUS,JAM,Inbound to,Red,Evening,0.6476265059066224
WIN,DUN,Outbound to,Green,Morning,0.6475969752332529
KIL,BAL,Inbound to,Green,Evening,0.6470237381766301
TPT,MYS,Outbound to,Red,Evening,0.646349853870101
BAL,DUN,Inbound to,Green,Midday,0.646336330602712
LAU,CCK,Inbound to,Green,Night,0.6459182408820846
RIA,DRI,Inbound to,Red,Evening,0.6458137289130794
KIL,BAL,Inbound to,Green,Night,0.6457392253205073
SDK,GDK,Inbound to,Red,Evening,0.645686576401423
CVN,CIT,Outbound to,Red,Midday,0.6453289190682772
JAM,RIA,Inbound to,Red,Midday,0.6436630103995513
BEE,COW,Outbound to,Green,Midday,0.6435799229550526
BAL,WIN,Outbound to,Green,Morning,0.6434730808304978
CVN,FET,Inbound to,Red,Evening,0.6424919591630824
OGP,WES,Inbound to,Green,Evening,0.6413116601142367
OUP,PHI,Inbound to,Green,Midday,0.6407587624808014
MYS,GDK,Inbound to,Red,Morning,0.6406650333637154
MIL,BEE,Outbound to,Green,Midday,0.638593846479892
FET,CIT,Outbound to,Red,Morning,0.6376766022707564
GRA,CAB,Inbound to,Green,Midday,0.6375581654037058
DAW,OGP,Inbound to,Green,Midday,0.6375462680306865
GRA,DOM,Inbound to,Green,Morning,0.637339622484153
LAU,CHE,Outbound to,Green,Midday,0.6370366054506539
DUN,MIL,Inbound to,Green,Midday,0.6356263473857723
FOU,MUS,Inbound to,Red,Evening,0.6353342559487527
ABB,FOU,Inbound to,Red,Morning,0.6351132944778262
DAW,MAR,Outbound to,Green,Morning,0.6347993965138293
BEE,RAN,Outbound to,Green,Morning,0.6336437597704749
CIT,FOR,Outbound to,Red,Night,0.6333474400809164
GAL,GLE,Outbound to,Green,Morning,0.6331675220287195
SUI,FAT,Inbound to,Red,Midday,0.6329994637958389
COW,MIL,Outbound to,Green,Evening,0.6317726714357959
DRI,FAT,Inbound to,Red,Night,0.6305411560671701
BLU,KYL,Inbound to,Red,Morning,0.630513559289413
CHA,HAR,Outbound to,Green,Morning,0.6304643395742202
RAN,COW,Inbound to,Green,Morning,0.6299625104570534
BRO,PHI,Outbound to,Green,Midday,0.6299594467527884
MIL,BEE,Outbound to,Green,Evening,0.6297754228628072
BLU,BLA,Inbound to,Red,Night,0.6293492364382901
COW,MIL,Outbound to,Green,Night,0.6292689853261715
MIL,COW,Outbound to,Green,Morning,0.6275132159968606
BRD,PHI,Inbound to,Green,Midday,0.6270907374525144
DOM,GRA,Inbound to,Green,Night,0.6261456231725241
LEO,GLE,Outbound to,Green,Evening,0.6254801812271403
RAN,BEE,Outbound to,Green,Midday,0.6251423230549702
SMI,MUS,Outbound to,Red,Night,0.6248256041317677
STI,BAL,Outbound to,Green,Morning,0.6241841429371672
CHE,LAU,Inbound to,Green,Morning,0.6234106458219384
LAU,CCK,Inbound to,Green,Midday,0.6233795683456546
BLU,DRI,Inbound to,Red,Night,0.6224037568323658
STI,KIL,Outbound to,Green,Morning,0.622002472572676
BEL,FET,Inbound to,Red,Evening,0.6216980247539161
CHE,LAU,Inbound to,Green,Midday,0.6214106289534249
MIL,COW,Inbound to,Green,Evening,0.6209906413421595
CHE,LAU,Inbound to,Green,Night,0.6208774680650401
SMI,MUS,Outbound to,Red,Morning,0.6196435035795722
GAL,GLE,Inbound to,Green,Midday,0.6192300051610974
RIA,DRI,Outbound to,Red,Midday,0.6189991721067513
CIT,BEL,Inbound to,Red,Morning,0.6187426863105782
FOR,CVN,Inbound to,Red,Midday,0.618642315583704
BRO,PHI,Outbound to,Green,Morning,0.6183926471883677
CHE,CCK,Inbound to,Green,Evening,0.6174317345230149
CPK,STI,Inbound to,Green,Night,0.6174257971398892
CPK,STI,Inbound to,Green,Evening,0.6165559746778955
LAU,CHE,Outbound to,Green,Evening,0.6163175466379192
RIA,GOL,Inbound to,Red,Midday,0.6162480134767975
WIN,MIL,Inbound to,Green,Morning,0.6161677161965666
LEO,BAW,Outbound to,Green,Midday,0.6157951499233701
MUS,HEU,Outbound to,Red,Evening,0.6149669142185396
BAL,WIN,Inbound to,Green,Evening,0.6146205992684657
RAN,BEE,Outbound to,Green,Night,0.6144255033916274
CPK,STI,Outbound to,Green,Midday,0.6141760941252968
MIL,COW,Inbound to,Green,Night,0.6132594315568797
RAN,BEE,Outbound to,Green,Evening,0.6122716840671825
BAW,LEO,Outbound to,Green,Evening,0.6117548461411313
CIT,CVN,Inbound to,Red,Morning,0.6097076634835948
JER,FOU,Outbound to,Red,Night,0.6074345996691878
MIL,COW,Inbound to,Green,Midday,0.60689993381536
SUI,FAT,Inbound to,Red,Evening,0.6068644691647253
JER,FOU,Outbound to,Red,Morning,0.6067547305756956
HAR,RAN,Inbound to,Green,Morning,0.6062806425383652
CVN,FET,Outbound to,Red,Midday,0.6055128345593918
ABB,GDK,Outbound to,Red,Morning,0.6046343868209187
BEE,RAN,Outbound to,Green,Evening,0.6027240017791995
CAB,GRA,Outbound to,Green,Morning,0.6018572011619576
MUS,HEU,Outbound to,Red,Morning,0.6013693025693977
CHE,LAU,Inbound to,Green,Evening,0.6002458027462755
BAL,WIN,Inbound to,Green,Morning,0.5984576591304754
PHI,GRA,Inbound to,Green,Evening,0.5982797724664494
BRD,DOM,Inbound to,Green,Evening,0.5971768755442199
WIN,MIL,Inbound to,Green,Night,0.5971408511854338
BEE,MIL,Outbound to,Green,Morning,0.596459078262901
ABB,SMI,Inbound to,Red,Morning,0.5962337886224994
TPT,MYS,Outbound to,Red,Morning,0.5960768350008093
KIN,BEL,Inbound to,Red,Night,0.5955985974898144
RIA,JAM,Inbound to,Red,Midday,0.5955417225530323
CCK,LAU,Outbound to,Green,Morning,0.595523912949919
CHE,CCK,Inbound to,Green,Midday,0.5953991696611368
GOL,RIA,Inbound to,Red,Midday,0.5950727555823234
RIA,DRI,Inbound to,Red,Morning,0.5945392607162628
WIN,MIL,Inbound to,Green,Midday,0.5943233271326894
WIN,MIL,Inbound to,Green,Evening,0.5941468656220703
LAU,CHE,Outbound to,Green,Night,0.5939087901775897
GRA,BRD,Inbound to,Green,Midday,0.5929011712251759
CVN,FET,Outbound to,Red,Evening,0.5921237193125278
SDK,GDK,Outbound to,Red,Evening,0.5918667625797773
MIL,RAN,Outbound to,Green,Midday,0.5917682775734979
HOS,BEL,Outbound to,Red,Morning,0.5917518339922118
CIT,CVN,Inbound to,Red,Midday,0.5877526704802248
MUS,ABB,Inbound to,Red,Night,0.5869727736761199
BLU,DRI,Inbound to,Red,Evening,0.5865223783313116
BLA,GOL,Inbound to,Red,Midday,0.5859736379685766
CVN,FOR,Outbound to,Red,Midday,0.5840207471261853
CVN,FET,Inbound to,Red,Midday,0.5838386540167492
RIA,GOL,Outbound to,Red,Midday,0.5833704656965613
OGP,GRA,Inbound to,Green,Night,0.582221162000731
RIA,BLA,Inbound to,Red,Evening,0.582221162000731
STI,BAL,Outbound to,Green,Midday,0.582221162000731
JAM,FAT,Inbound to,Red,Morning,0.5821854854122684
CHA,STS,Outbound to,Green,Morning,0.5797708678946013
MUS,HEU,Outbound to,Red,Night,0.5797675932268237
TPT,MYS,Outbound to,Red,Night,0.5795524089164856
FOU,MUS,Inbound to,Red,Midday,0.5783361529545097
COO,TAL,Inbound to,Red,Evening,0.577472562818772
ABB,BUS,Outbound to,Red,Morning,0.5774304511592075
RAN,COW,Inbound to,Green,Midday,0.5773502691896258
MIL,KIL,Outbound to,Green,Evening,0.5773502691896258
CAB,BRD,Inbound to,Green,Evening,0.5773502691896257
BLA,SUI,Inbound to,Red,Morning,0.5765327468858337
FET,CVN,Outbound to,Red,Night,0.5760985572368822
MIL,RAN,Outbound to,Green,Morning,0.5749547083611601
CIT,FET,Inbound to,Red,Evening,0.5744238214753459
BAL,WIN,Inbound to,Green,Midday,0.5726864350816094
BLU,SUI,Inbound to,Red,Night,0.5725996597714413
GOL,BLA,Inbound to,Red,Night,0.5725996597714413
CHA,HAR,Outbound to,Green,Night,0.5725996597714413
MAR,PAR,Outbound to,Green,Midday,0.5725996597714413
LAU,LEO,Outbound to,Green,Morning,0.5725996597714413
CHA,MIL,Outbound to,Green,Evening,0.5725794462100627
BEL,CIT,Inbound to,Red,Midday,0.5725390169463789
RIA,SUI,Inbound to,Red,Midday,0.5722510174657665
PHI,BRD,Inbound to,Green,Night,0.5720983924773493
BAL,MIL,Inbound to,Green,Evening,0.5718829257247863
MIL,DUN,Outbound to,Green,Evening,0.5711389027192744
RIA,GOL,Outbound to,Red,Evening,0.5708692882098809
PAR,DOM,Outbound to,Green,Night,0.5700964134555844
MIL,RAN,Outbound to,Green,Evening,0.567727764703132
SDK,GDK,Inbound to,Red,Night,0.567727764703132
FET,BEL,Outbound to,Red,Morning,0.5677277647031319
WIN,MIL,Outbound to,Green,Morning,0.5671219553645324
DRI,BLA,Inbound to,Red,Midday,0.5670006774009663
STS,DAW,Outbound to,Green,Evening,0.5663357630996879
GLE,SAN,Inbound to,Green,Evening,0.5661304749729255
PHI,GRA,Inbound to,Green,Midday,0.5659691988749403
BRD,PHI,Inbound to,Green,Morning,0.5645879921850532
CVN,FET,Inbound to,Red,Morning,0.5643170247630112
DOM,OUP,Inbound to,Green,Night,0.5633340139342582
SUI,BLA,Inbound to,Red,Night,0.5631220839937655
COW,HAR,Inbound to,Green,Night,0.562978191801818
CAB,BRD,Outbound to,Green,Night,0.5620655006029934
GRA,DOM,Inbound to,Green,Night,0.5617873486654116
CAB,GRA,Outbound to,Green,Evening,0.5609243954293499
BAW,GAL,Inbound to,Green,Morning,0.5596314883180119
GOL,BLU,Outbound to,Red,Evening,0.5593377173153221
GOL,RIA,Inbound to,Red,Morning,0.5581997584001713
BLA,KYL,Inbound to,Red,Morning,0.5580728759019619
BRO,PHI,Outbound to,Green,Night,0.5579543926968565
FOR,CVN,Inbound to,Red,Evening,0.556772701756602
BRD,PHI,Inbound to,Green,Night,0.5566108384003481
GAL,GLE,Inbound to,Green,Evening,0.555774165295287
DRI,SUI,Outbound to,Red,Midday,0.5550496598219347
LAU,BAW,Outbound to,Green,Morning,0.5547451416965297
GAL,BAW,Inbound to,Green,Morning,0.5538501602419196
BAW,GAL,Inbound to,Green,Midday,0.5529484795998848
GAL,GLE,Inbound to,Green,Morning,0.5521205393400915
GRA,DOM,Outbound to,Green,Evening,0.5518501490834375
RAN,CHA,Outbound to,Green,Morning,0.5512825860298279
BAW,GAL,Inbound to,Green,Night,0.5512796920816291
BRI,LAU,Inbound to,Green,Morning,0.5507980739890583
LEO,BAW,Outbound to,Green,Night,0.5504278648106568
BEL,FET,Inbound to,Red,Midday,0.5498055025561875
KIL,WIN,Outbound to,Green,Morning,0.5477225575051661
RAN,WIN,Outbound to,Green,Midday,0.5477225575051661
GRA,DOM,Inbound to,Green,Evening,0.5472355867670845
GAL,GLE,Inbound to,Green,Night,0.5470364495250892
RIA,JAM,Inbound to,Red,Morning,0.5466974692811989
CPK,STI,Inbound to,Green,Midday,0.5465901552952588
WIN,RAN,Inbound to,Green,Morning,0.5463342370049242
GRA,BRD,Inbound to,Green,Evening,0.545656489043628
GOL,BLU,Outbound to,Red,Midday,0.5439217551312517
GRA,DOM,Outbound to,Green,Morning,0.5436916544201807
DUN,COW,Outbound to,Green,Morning,0.5419358305597116
CHE,CCK,Outbound to,Green,Morning,0.541646161613993
FOR,SAG,Inbound to,Red,Evening,0.5413340322831781
GLE,SAN,Inbound to,Green,Midday,0.5400947447277211
DRI,BLU,Inbound to,Red,Morning,0.5397838614111279
GLE,STI,Outbound to,Green,Morning,0.539117935287028
HOS,COO,Outbound to,Red,Evening,0.538822442560615
BLU,GOL,Outbound to,Red,Morning,0.5387227693556512
CCK,CHE,Outbound to,Green,Night,0.5386162177810774
CAB,GRA,Outbound to,Green,Midday,0.5381673512885985
GRA,DOM,Outbound to,Green,Midday,0.5376636519124065
BEL,FET,Inbound to,Red,Morning,0.536826072391253
CAB,GRA,Outbound to,Green,Night,0.5366987242693299
DRI,SUI,Inbound to,Red,Night,0.5365428672152958
CHE,CCK,Inbound to,Green,Night,0.5361703294454832
CHA,BEE,Inbound to,Green,Morning,0.5354287116413955
BAW,GAL,Inbound to,Green,Evening,0.5346180936313334
BAL,DUN,Outbound to,Green,Morning,0.5338920043308095
DOM,OUP,Inbound to,Green,Evening,0.5321230564383647
BLA,GOL,Inbound to,Red,Morning,0.5319394992387985
BEE,WIN,Outbound to,Green,Evening,0.5310636248379184
GDK,ABB,Inbound to,Red,Evening,0.5308828161268547
CVN,FET,Inbound to,Red,Night,0.5306051510389507
BLA,FAT,Inbound to,Red,Midday,0.529006356300264
FOR,SAG,Inbound to,Red,Morning,0.5274004690736337
DOM,OUP,Inbound to,Green,Morning,0.5269867697817325
WIN,DUN,Outbound to,Green,Evening,0.5259692613894855
HAR,CHA,Inbound to,Green,Night,0.5253217708823449
MIL,DUN,Inbound to,Green,Morning,0.5236599767423801
SUI,FAT,Inbound to,Red,Morning,0.5235365267149227
SAN,KIL,Outbound to,Green,Morning,0.5231984760099605
CCK,LAU,Outbound to,Green,Evening,0.5219093961725723
BRD,DOM,Inbound to,Green,Morning,0.5212432325687772
WIN,BAL,Outbound to,Green,Night,0.520749606241569
HOS,TAL,Inbound to,Red,Midday,0.520457334412484
BEE,MIL,Inbound to,Green,Morning,0.5198550641758602
BAW,GAL,Outbound to,Green,Morning,0.5194483498435439
KYL,RED,Inbound to,Red,Morning,0.5190477465210634
CIT,CVN,Outbound to,Red,Morning,0.5187996864117552
RAN,COW,Outbound to,Green,Evening,0.518616947658293
DUN,WIN,Inbound to,Green,Evening,0.5184650567213258
BEL,KIN,Outbound to,Red,Night,0.5180455908582132
RIA,GOL,Outbound to,Red,Morning,0.5173070029094089
TPT,MYS,Outbound to,Red,Midday,0.516808032790779
GLE,SAN,Outbound to,Green,Morning,0.5161852565005344
DAW,STS,Inbound to,Green,Night,0.5143091374736491
MAR,PAR,Outbound to,Green,Evening,0.5141696807410805
FAT,SUI,Inbound to,Red,Evening,0.5136168188118767
PHI,GRA,Inbound to,Green,Night,0.5131951891585605
COO,KIN,Outbound to,Red,Midday,0.5131034482239075
FOU,SMI,Inbound to,Red,Midday,0.5121503612545584
SAN,STI,Outbound to,Green,Morning,0.5115143023449399
COW,BEE,Outbound to,Green,Morning,0.510592381581893
GAL,GLE,Outbound to,Green,Evening,0.5096056364366288
DRI,SUI,Inbound to,Red,Morning,0.507616745511829
DRI,SUI,Inbound to,Red,Evening,0.5068233406668696
CVN,FOR,Outbound to,Red,Evening,0.5063067762862558
GDK,ABB,Inbound to,Red,Morning,0.5062763344967343
BRD,DOM,Inbound to,Green,Night,0.5062559770420901
DUN,WIN,Inbound to,Green,Morning,0.5059493663314018
GDK,ABB,Inbound to,Red,Night,0.5056806926934851
WIN,DUN,Inbound to,Green,Evening,0.5056412594114053
OUP,WES,Inbound to,Green,Evening,0.505616601930898
RIA,JAM,Inbound to,Red,Night,0.5054961796578962
GOL,BLA,Inbound to,Red,Evening,0.5053455064039093
GOL,RIA,Inbound to,Red,Evening,0.5042574325554203
JAM,SUI,Outbound to,Red,Morning,0.5042409787679678
FAT,GOL,Inbound to,Red,Evening,0.5042183169135281
GLE,SAN,Inbound to,Green,Morning,0.5038293153364976
BAL,MIL,Inbound to,Green,Midday,0.5037554020360283
BAW,LEO,Inbound to,Green,Morning,0.5019396926242895
BEL,CIT,Outbound to,Red,Midday,0.5001851509043279
GAL,SAN,Outbound to,Green,Morning,0.5
FOU,ABB,Outbound to,Red,Morning,0.5
KIL,DUN,Outbound to,Green,Evening,0.49929104840624583
DUN,KIL,Outbound to,Green,Evening,0.4990360743291067
COO,BEL,Outbound to,Red,Morning,0.4989040758179571
COW,WIN,Inbound to,Green,Morning,0.4987785773945889
BEL,FET,Outbound to,Red,Night,0.4987270833869997
BRD,OUP,Inbound to,Green,Morning,0.49862658595608617
FOR,SAG,Inbound to,Red,Midday,0.49752680716780207
CAB,BRD,Inbound to,Green,Morning,0.4972842915945231
FOU,SMI,Inbound to,Red,Morning,0.4970748435690194
BAL,WIN,Inbound to,Green,Night,0.4965517500529939
CHE,BAW,Outbound to,Green,Morning,0.4961891813650351
FOR,FET,Inbound to,Red,Evening,0.49583916896659297
LEO,CCK,Inbound to,Green,Morning,0.49450686247719255
SUI,BLU,Inbound to,Red,Morning,0.4945068624771925
TAL,COO,Inbound to,Red,Evening,0.49430012045147703
KIN,FET,Inbound to,Red,Morning,0.4933563711147655
CCK,BAW,Inbound to,Green,Morning,0.4925797339852134
BAW,LEO,Inbound to,Green,Evening,0.4915987699124825
