Stop,NextStop,Direction,Line,Period,AvgVolatilityMinutes
SUI,JAM,Inbound to,Red,Evening,1.0947965528893244
FOU,ABB,Inbound to,Red,Morning,1.0938131786016712
RED,KYL,Inbound to,Red,Night,1.0931837646779408
STS,HAR,Outbound to,Green,Midday,1.090608305238462
PHI,CAB,Inbound to,Green,Morning,1.0904363822997745
JAM,MUS,Inbound to,Red,Morning,1.0903613003811223
DOM,CAB,Inbound to,Green,Morning,1.0895035922181644
CPK,GLE,Outbound to,Green,Evening,1.0869955509038225
RED,KYL,Inbound to,Red,Evening,1.085074992276108
MUS,FOU,Inbound to,Red,Midday,1.0820927247318979
BRD,GRA,Inbound to,Green,Night,1.0806023134875806
KIN,RED,Outbound to,Red,Morning,1.0799416650007398
STS,HAR,Outbound to,Green,Morning,1.078651302536698
SAN,STI,Inbound to,Green,Evening,1.078239152334079
SAN,BAL,Inbound to,Green,Evening,1.0763886387584336
OUP,DOM,Inbound to,Green,Morning,1.0761129485664356
DUN,BEE,Inbound to,Green,Morning,1.0756614483875453
LEO,LAU,Outbound to,Green,Evening,1.0721918006616542
KIL,SAN,Outbound to,Green,Morning,1.0709726362152086
KYL,KIN,Outbound to,Red,Midday,1.0703521935865636
RAN,HAR,Outbound to,Green,Midday,1.0690404757824146
STS,CHA,Outbound to,Green,Night,1.0669411573246501
CPK,GLE,Outbound to,Green,Midday,1.0623959045406206
CPK,SAN,Inbound to,Green,Morning,1.0623228073097921
ABB,SMI,Outbound to,Red,Midday,1.0621281583557174
SMI,ABB,Inbound to,Red,Night,1.0606858888766004
CIT,FET,Outbound to,Red,Midday,1.0597076804418812
STS,HAR,Outbound to,Green,Night,1.0589666881373117
RED,KIN,Outbound to,Red,Midday,1.0587023086429057
CON,BUS,Outbound to,Red,Morning,1.0572034849047378
STS,BEE,Outbound to,Green,Morning,1.0564323843559746
RED,KIN,Outbound to,Red,Morning,1.0554116580490427
BLU,RIA,Inbound to,Red,Evening,1.0542189631433738
KIN,COO,Outbound to,Red,Night,1.0536058332967524
GLE,CCK,Outbound to,Green,Morning,1.0529204542033497
KIN,RED,Inbound to,Red,Night,1.0523097158292263
CPK,SAN,Inbound to,Green,Midday,1.0512546509448732
BAL,STI,Outbound to,Green,Evening,1.0511293804316124
COW,CHA,Outbound to,Green,Evening,1.0503491243895025
STI,WIN,Inbound to,Green,Morning,1.0499500282053404
BEL,RED,Inbound to,Red,Night,1.0472798000953552
GRA,PHI,Inbound to,Green,Morning,1.0467892575122246
BLU,RED,Outbound to,Red,Evening,1.046459210633893
CPK,SAN,Inbound to,Green,Evening,1.0452413412085115
STI,GLE,Outbound to,Green,Night,1.0448024018953834
STS,CHA,Outbound to,Green,Midday,1.0447079028196875
STI,BAL,Inbound to,Green,Morning,1.04419242403612
FOU,HEU,Outbound to,Red,Morning,1.0420124306993945
BAW,LEO,Outbound to,Green,Evening,1.0419966502095492
BAW,GAL,Outbound to,Green,Morning,1.0414624694239314
SAN,KIL,Inbound to,Green,Morning,1.0409816670041767
DRI,RIA,Inbound to,Red,Midday,1.0408813935684633
STS,HAR,Outbound to,Green,Evening,1.0408183147973804
BEL,HOS,Outbound to,Red,Evening,1.0371573785156945
WIN,KIL,Outbound to,Green,Midday,1.0366036289820864
RED,KIN,Inbound to,Red,Night,1.0356279508227133
COW,HAR,Inbound to,Green,Morning,1.0346838681794104
FOU,ABB,Inbound to,Red,Evening,1.0337163721903457
HAR,CHA,Outbound to,Green,Morning,1.0330611250589052
FAT,MUS,Inbound to,Red,Night,1.031607015393927
STI,BAL,Inbound to,Green,Evening,1.0297603778507831
SUI,BLU,Outbound to,Red,Morning,1.0293209731737534
OUP,DOM,Inbound to,Green,Night,1.0291104982661932
CPK,SAN,Inbound to,Green,Night,1.0277782316957653
STI,BAL,Inbound to,Green,Midday,1.0266939812774794
FOU,HEU,Outbound to,Red,Night,1.026180159369582
PHI,CAB,Inbound to,Green,Night,1.0259488708954716
KIN,RED,Inbound to,Red,Evening,1.0241084633527002
BRD,GRA,Inbound to,Green,Morning,1.0238016109074457
KIN,RED,Inbound to,Red,Morning,1.0220382813970506
BLU,RED,Outbound to,Red,Morning,1.0198774070152665
KIN,RED,Inbound to,Red,Midday,1.019397953554632
GAL,BAW,Outbound to,Green,Morning,1.0169120117342612
OUP,DOM,Inbound to,Green,Evening,1.0153425611436813
DOM,PHI,Inbound to,Green,Evening,1.0141247277941516
SAN,KIL,Inbound to,Green,Night,1.0137341988532034
OUP,GRA,Inbound to,Green,Morning,1.013517879698847
DOM,PHI,Inbound to,Green,Midday,1.0117474063932044
OUP,CAB,Inbound to,Green,Morning,1.0084366338270565
CPK,BAL,Inbound to,Green,Morning,1.0084251565169804
ABB,BUS,Outbound to,Red,Morning,1.0083448116885707
BRD,PAR,Outbound to,Green,Morning,1.0061898957484403
DUN,MIL,Outbound to,Green,Evening,1.0052925824393857
MYS,SDK,Inbound to,Red,Midday,1.00511772837704
KIL,CPK,Outbound to,Green,Morning,1.0048481665029243
CPK,GLE,Outbound to,Green,Night,1.0024428661685547
FET,BEL,Inbound to,Red,Night,1.002009665984563
BRD,GRA,Inbound to,Green,Midday,1.0016894479055403
SAN,KIL,Inbound to,Green,Midday,1.0016090787659373
GRA,PHI,Inbound to,Green,Midday,1.001445982191486
DAW,MAR,Outbound to,Green,Evening,1.0000462952246723
CVN,BEL,Inbound to,Red,Night,1.0000198410730072
COW,RAN,Outbound to,Green,Night,1.0
SAG,CVN,Inbound to,Red,Morning,1.0
SUI,JAM,Outbound to,Red,Morning,1.0
WIN,BEE,Outbound to,Green,Evening,1.0
SAG,CVN,Inbound to,Red,Midday,0.9988865314870498
DOM,BRD,Inbound to,Green,Morning,0.9986493265433006
CIT,BEL,Inbound to,Red,Evening,0.9977529695967096
BEL,COO,Outbound to,Red,Evening,0.9974734635966582
JAM,MUS,Inbound to,Red,Evening,0.9961450591911148
CHE,BAW,Inbound to,Green,Morning,0.9959292143521046
COO,BEL,Outbound to,Red,Morning,0.9958895312422136
BRD,PAR,Outbound to,Green,Evening,0.9945885057103097
STI,BAL,Inbound to,Green,Night,0.9944564693424908
RED,KIN,Inbound to,Red,Evening,0.9943333168699455
RAN,COW,Inbound to,Green,Evening,0.9934066110722682
DOM,BRD,Inbound to,Green,Evening,0.9924556859640763
SAG,CIT,Inbound to,Red,Midday,0.990860971866268
BEL,HOS,Outbound to,Red,Midday,0.9898133413071418
BAL,STI,Outbound to,Green,Midday,0.9891188070189249
CPK,STI,Outbound to,Green,Evening,0.9874952834443658
SUI,BLU,Outbound to,Red,Evening,0.9862543866257435
BAW,GLE,Outbound to,Green,Morning,0.9857732480161845
KYL,BLA,Inbound to,Red,Morning,0.984853337909484
OUP,OGP,Inbound to,Green,Morning,0.9843746925774652
BLU,GOL,Outbound to,Red,Midday,0.9833804131855773
DOM,MAR,Outbound to,Green,Midday,0.9819852337020145
BLU,DRI,Inbound to,Red,Midday,0.9808000593167469
ABB,FOU,Outbound to,Red,Morning,0.9805317927034676
DAW,HAR,Outbound to,Green,Night,0.9800194097332176
DOM,BRD,Inbound to,Green,Night,0.978762392062662
GLE,SAN,Outbound to,Green,Evening,0.9787558239739691
OUP,PHI,Inbound to,Green,Midday,0.9777554077676028
BEL,COO,Outbound to,Red,Morning,0.9766811865469135
MIL,BAL,Outbound to,Green,Midday,0.9755995642565471
PHI,CAB,Inbound to,Green,Midday,0.9755819528434481
BEL,CVN,Outbound to,Red,Morning,0.9746667869351241
BRD,CAB,Inbound to,Green,Midday,0.9742526896376734
BLA,BLU,Inbound to,Red,Midday,0.9732303262973114
WIN,COW,Outbound to,Green,Midday,0.9723850549846544
FOU,ABB,Outbound to,Red,Morning,0.9722539677356825
TAL,BEL,Inbound to,Red,Morning,0.9722319325848772
BEL,COO,Outbound to,Red,Night,0.9697414098086307
LEO,LAU,Outbound to,Green,Morning,0.9685558026785049
TPT,SDK,Outbound to,Red,Evening,0.9685353484616336
BLA,FAT,Inbound to,Red,Morning,0.9683399445657217
BAL,MIL,Inbound to,Green,Evening,0.9681735036467163
STI,WIN,Inbound to,Green,Midday,0.9677556127070128
GDK,SDK,Inbound to,Red,Midday,0.9662361357072133
CCK,GAL,Inbound to,Green,Morning,0.965401388916581
DRI,JAM,Inbound to,Red,Night,0.9633083426208675
CHA,COW,Outbound to,Green,Midday,0.9625542210701145
MAR,PAR,Outbound to,Green,Night,0.9618053048535574
MUS,SMI,Inbound to,Red,Morning,0.9616506451940695
TRY,DAW,Outbound to,Green,Evening,0.9612160259523453
ABB,MYS,Inbound to,Red,Night,0.9578222372085232
STI,SAN,Outbound to,Green,Morning,0.9574767248818882
STI,SAN,Outbound to,Green,Evening,0.9571868836879994
GOL,FAT,Inbound to,Red,Morning,0.9556846620648773
BEL,COO,Outbound to,Red,Midday,0.9556640247991769
PAR,DOM,Outbound to,Green,Morning,0.9556064508946595
WIN,COW,Outbound to,Green,Evening,0.9546254802961028
RED,HOS,Outbound to,Red,Morning,0.9545699050900899
CPK,KIL,Outbound to,Green,Morning,0.9531016618272039
HAR,RAN,Outbound to,Green,Evening,0.9528985063852287
HOS,BEL,Outbound to,Red,Morning,0.9524773083876044
OGP,WES,Inbound to,Green,Morning,0.9520883328366635
CPK,GAL,Outbound to,Green,Evening,0.9519915422275196
HAR,CHA,Outbound to,Green,Midday,0.9502114892193534
KIL,GAL,Outbound to,Green,Morning,0.9501949117788254
OGP,OUP,Inbound to,Green,Evening,0.9492163337196692
DUN,COW,Inbound to,Green,Night,0.9487320973765948
HAR,RAN,Outbound to,Green,Midday,0.9483319619766976
HAR,CHA,Outbound to,Green,Evening,0.9479027147089663
FOR,CVN,Outbound to,Red,Evening,0.9469710598195143
TRY,DAW,Outbound to,Green,Midday,0.9461933793348939
BLU,RED,Outbound to,Red,Midday,0.9450782912866859
CCK,CHE,Outbound to,Green,Morning,0.9431785619112845
KIL,SAN,Outbound to,Green,Midday,0.943166460609668
SMI,HEU,Outbound to,Red,Evening,0.9428647958026062
COO,KIN,Inbound to,Red,Evening,0.9420160315391347
DAW,STS,Inbound to,Green,Midday,0.9388806705754714
DOM,MAR,Outbound to,Green,Evening,0.9376279505401388
COO,BEL,Outbound to,Red,Midday,0.9374170191023322
TPT,SDK,Outbound to,Red,Night,0.9370775928060574
DAW,STS,Outbound to,Green,Morning,0.9370415021416356
DRI,JAM,Inbound to,Red,Morning,0.9367769316258562
BEL,KIN,Inbound to,Red,Night,0.9367119288281147
OUP,PHI,Inbound to,Green,Morning,0.9366920315064112
KIL,DUN,Outbound to,Green,Midday,0.9348406831853322
MYS,ABB,Outbound to,Red,Evening,0.9337617978313365
HAR,CHA,Outbound to,Green,Night,0.9333715864521747
SDK,MYS,Inbound to,Red,Midday,0.9330855268506237
DRI,BLU,Inbound to,Red,Morning,0.9323785743980275
CCK,CHE,Outbound to,Green,Midday,0.9315511991208242
TRY,DAW,Outbound to,Green,Morning,0.929417587167621
ABB,FOU,Outbound to,Red,Midday,0.9291152614142846
SAN,BAL,Inbound to,Green,Morning,0.92907350689428
STI,DUN,Inbound to,Green,Evening,0.928977205769853
BEL,KIN,Inbound to,Red,Midday,0.9289379426617504
DOM,CAB,Inbound to,Green,Evening,0.927771512251613
MUS,SMI,Inbound to,Red,Midday,0.9277060188676777
TPT,SDK,Outbound to,Red,Morning,0.9272231578439348
FOU,BUS,Inbound to,Red,Morning,0.9267553368617688
BAL,STI,Inbound to,Green,Midday,0.9260236720893485
DAW,STS,Outbound to,Green,Midday,0.924719520448939
BEL,KIN,Inbound to,Red,Evening,0.9213892508750889
BAL,STI,Outbound to,Green,Night,0.9209696233090071
CVN,KIN,Inbound to,Red,Morning,0.9197541443980924
DOM,PHI,Inbound to,Green,Night,0.9175667372695337
STI,SAN,Outbound to,Green,Midday,0.917513410246095
OUP,OGP,Inbound to,Green,Night,0.9165976404987639
GOL,BLA,Inbound to,Red,Morning,0.9161400413651302
MAR,TRY,Outbound to,Green,Midday,0.9155217501819894
STI,CPK,Outbound to,Green,Night,0.9148091196074697
GAL,BAW,Outbound to,Green,Evening,0.9143656928913186
COO,HOS,Outbound to,Red,Morning,0.9142020746046187
OGP,OUP,Inbound to,Green,Morning,0.9141929262794891
OUP,DOM,Inbound to,Green,Midday,0.9129178994712103
GOL,DRI,Outbound to,Red,Night,0.9115212282223171
HAR,RAN,Outbound to,Green,Night,0.9108834239306552
SUI,GOL,Outbound to,Red,Morning,0.9107864668173976
MYS,SDK,Inbound to,Red,Evening,0.9095223073139003
BLU,RED,Outbound to,Red,Night,0.9094067493488943
KYL,BLU,Inbound to,Red,Midday,0.9091290547045109
CHA,MIL,Outbound to,Green,Midday,0.9080036246893353
OUP,GRA,Inbound to,Green,Night,0.9079008226236703
FOU,ABB,Inbound to,Red,Night,0.907540039118833
KYL,BEL,Outbound to,Red,Morning,0.9054431038544631
DOM,BRD,Inbound to,Green,Midday,0.9050162342560237
DUN,BEE,Inbound to,Green,Night,0.9041570660012561
BLU,DRI,Inbound to,Red,Morning,0.9040768205204253
DUN,WIN,Outbound to,Green,Morning,0.9040075615011227
KIN,BEL,Outbound to,Red,Evening,0.9032504451942025
GAL,LEO,Outbound to,Green,Morning,0.9030546240851134
DOM,PHI,Inbound to,Green,Morning,0.9029628843157932
DAW,STS,Outbound to,Green,Evening,0.9013541136631216
WES,OGP,Inbound to,Green,Evening,0.9006267530742331
MAR,TRY,Outbound to,Green,Evening,0.9004301285707715
CIT,BEL,Inbound to,Red,Midday,0.8997990502959827
WIN,BAL,Outbound to,Green,Morning,0.8993867232473768
BLU,KYL,Inbound to,Red,Midday,0.8989269384212157
MIL,DUN,Inbound to,Green,Midday,0.8981874752749232
GOL,DRI,Outbound to,Red,Morning,0.8977829896687263
BRD,CAB,Inbound to,Green,Morning,0.8972344091474025
KIL,SAN,Outbound to,Green,Evening,0.8971265096651043
SMI,HEU,Outbound to,Red,Midday,0.896671621679083
SAN,KIL,Inbound to,Green,Evening,0.8963428487922638
BAL,SAN,Inbound to,Green,Morning,0.8954824894373362
WES,OGP,Inbound to,Green,Morning,0.8950362280762217
DAW,HAR,Outbound to,Green,Midday,0.8939233040621096
HEU,RIA,Outbound to,Red,Morning,0.8936767198593152
SUI,GOL,Outbound to,Red,Night,0.8932522339141354
TPT,SDK,Outbound to,Red,Midday,0.8928768790621743
DUN,STI,Inbound to,Green,Midday,0.8926707742001588
DAW,WES,Inbound to,Green,Evening,0.8921253512658925
RAN,HAR,Inbound to,Green,Morning,0.8913148400571106
PHI,GRA,Outbound to,Green,Midday,0.891156691279777
GAL,SAN,Inbound to,Green,Midday,0.890739393238374
SUI,GOL,Outbound to,Red,Midday,0.8906469945593692
GOL,DRI,Outbound to,Red,Midday,0.8902062329167112
DAW,WES,Inbound to,Green,Morning,0.8899280215606638
RIA,JAM,Outbound to,Red,Morning,0.8895996188862242
ABB,GDK,Inbound to,Red,Night,0.8894676440293904
SMI,FOU,Inbound to,Red,Midday,0.8893169650017025
MYS,SDK,Inbound to,Red,Morning,0.8890284539763013
GOL,DRI,Outbound to,Red,Evening,0.888635117529832
JAM,MUS,Inbound to,Red,Night,0.8878319335362997
CPK,SAN,Outbound to,Green,Morning,0.8875886771882628
MAR,TRY,Outbound to,Green,Morning,0.8863078266184993
GDK,JER,Outbound to,Red,Midday,0.8859403005535171
RIA,FAT,Inbound to,Red,Morning,0.8853963041313095
KYL,GOL,Inbound to,Red,Evening,0.884664399046553
SMI,FOU,Inbound to,Red,Morning,0.8844148249460269
HOS,BEL,Inbound to,Red,Midday,0.8842801180998867
PHI,GRA,Outbound to,Green,Evening,0.8839319410633815
CCK,BAW,Outbound to,Green,Midday,0.8838598737976776
GOL,SUI,Inbound to,Red,Midday,0.8835596088215837
STI,SAN,Outbound to,Green,Night,0.8835347053616373
PHI,GRA,Outbound to,Green,Morning,0.8832598140165843
STI,KIL,Inbound to,Green,Midday,0.8830537030841734
COW,CHA,Outbound to,Green,Midday,0.8824209124146292
WIN,BEE,Inbound to,Green,Midday,0.8821466634593362
KIL,SAN,Outbound to,Green,Night,0.8816083172247092
SAN,GLE,Outbound to,Green,Night,0.8814749700284367
SUI,GOL,Outbound to,Red,Evening,0.8807609831103153
BAL,WIN,Outbound to,Green,Midday,0.8806212733976473
STS,OUP,Inbound to,Green,Morning,0.8795643934562709
LAU,CCK,Outbound to,Green,Morning,0.8791887379685555
BRI,CHE,Inbound to,Green,Evening,0.8791446454390563
CIT,FOR,Outbound to,Red,Evening,0.8755501832779966
BEL,KYL,Inbound to,Red,Morning,0.8754149419867248
BEL,KIN,Inbound to,Red,Morning,0.8743101634644531
GLE,GAL,Outbound to,Green,Morning,0.8739277380807792
GAL,CPK,Outbound to,Green,Midday,0.8731568056637058
KYL,DRI,Inbound to,Red,Night,0.8725933240319043
DRI,BLU,Outbound to,Red,Night,0.8721902806893653
MUS,FOU,Inbound to,Red,Evening,0.8710471030911634
OUP,PHI,Inbound to,Green,Night,0.8708748421630034
RIA,JAM,Outbound to,Red,Evening,0.8702168925029611
PHI,GRA,Outbound to,Green,Night,0.8700871079599067
CIT,BEL,Inbound to,Red,Morning,0.8694962281776388
SMI,HEU,Outbound to,Red,Morning,0.8692014862670548
SMI,HEU,Outbound to,Red,Night,0.8691061139033543
COO,HOS,Outbound to,Red,Evening,0.8689883207610563
TAL,HOS,Inbound to,Red,Evening,0.8682177469373322
PHI,DOM,Outbound to,Green,Morning,0.8677408166763131
RIA,FAT,Inbound to,Red,Midday,0.8670695107793941
KIL,SAN,Inbound to,Green,Evening,0.8665445151205816
CCK,CHE,Outbound to,Green,Evening,0.8665395409214653
GAL,BAW,Outbound to,Green,Midday,0.8659158794465208
KIN,BEL,Outbound to,Red,Morning,0.8655503545547825
HEU,JAM,Outbound to,Red,Night,0.8654062554282138
RIA,FAT,Inbound to,Red,Night,0.8653243353004361
GOL,SUI,Inbound to,Red,Morning,0.8649229906728921
OGP,WES,Inbound to,Green,Evening,0.8643154658956532
DOM,OUP,Inbound to,Green,Morning,0.8641968586701781
JER,SMI,Outbound to,Red,Evening,0.8638744979703972
GRA,BRD,Outbound to,Green,Morning,0.8637492673961514
KIN,BEL,Inbound to,Red,Midday,0.8636670412307473
DAW,WES,Inbound to,Green,Midday,0.8625722503441624
SMI,FOU,Inbound to,Red,Evening,0.8615762254656355
COO,HOS,Outbound to,Red,Night,0.8610298671831161
KYL,BLU,Inbound to,Red,Morning,0.8601733126402465
SAG,CIT,Inbound to,Red,Evening,0.8600500577267662
SMI,MUS,Inbound to,Red,Evening,0.8596163413831923
KIL,STI,Outbound to,Green,Morning,0.8588789707836286
CHA,BEE,Inbound to,Green,Evening,0.8586393857587321
STS,CHA,Inbound to,Green,Morning,0.8580725330592478
STI,KIL,Inbound to,Green,Morning,0.8578373090365486
BRI,CHE,Inbound to,Green,Morning,0.8562843540090169
DAW,STS,Outbound to,Green,Night,0.8558987755036348
BAL,WIN,Outbound to,Green,Evening,0.8554425475146172
COO,HOS,Outbound to,Red,Midday,0.8546681768804105
JAM,RIA,Outbound to,Red,Night,0.8545859456895384
MUS,FOU,Inbound to,Red,Morning,0.8541415123549204
CON,BUS,Outbound to,Red,Evening,0.8539833385584373
DAW,TRY,Outbound to,Green,Morning,0.8534917769675993
DUN,SAN,Outbound to,Green,Morning,0.853138393137431
BAL,SAN,Outbound to,Green,Morning,0.8528124260224015
KYL,BLA,Inbound to,Red,Evening,0.8525814373140539
KIL,STI,Outbound to,Green,Evening,0.8516046836465146
STI,KIL,Inbound to,Green,Night,0.8500163950553473
HEU,JAM,Outbound to,Red,Morning,0.846708670746109
BAW,LEO,Outbound to,Green,Midday,0.8463471108733304
TAL,HOS,Inbound to,Red,Night,0.8462897928267009
BRI,CHE,Inbound to,Green,Night,0.8460584793585424
SUI,DRI,Inbound to,Red,Midday,0.8452018149785551
WES,OGP,Inbound to,Green,Midday,0.8451629197345003
CPK,GAL,Outbound to,Green,Midday,0.8443148376417589
RAN,HAR,Outbound to,Green,Evening,0.8435116741104605
FAT,FOU,Inbound to,Red,Morning,0.843155171501214
SAN,BAL,Inbound to,Green,Midday,0.8420029771053447
CON,BUS,Outbound to,Red,Midday,0.8415148571291903
COW,RAN,Outbound to,Green,Morning,0.8414445112644168
BLA,BLU,Inbound to,Red,Evening,0.8414338463112623
BEL,HOS,Outbound to,Red,Night,0.8407766317637481
MIL,DUN,Outbound to,Green,Morning,0.8407304248450871
ABB,BUS,Inbound to,Red,Morning,0.8405826833661079
FET,BEL,Inbound to,Red,Evening,0.8398679416786323
DRI,GOL,Inbound to,Red,Midday,0.8394023277350703
SAG,CVN,Inbound to,Red,Evening,0.8388165398989613
BRO,CAB,Outbound to,Green,Evening,0.8387018626650782
BEL,FET,Inbound to,Red,Midday,0.8386966964870127
SAN,CPK,Inbound to,Green,Morning,0.8385332990591913
RIA,FAT,Inbound to,Red,Evening,0.8382352698813672
GRA,BRD,Outbound to,Green,Evening,0.8380524750246091
KIN,BEL,Outbound to,Red,Midday,0.8375252036138264
BRI,CHE,Inbound to,Green,Midday,0.8372589609043223
FET,BEL,Outbound to,Red,Morning,0.8371374151930586
COO,KIN,Outbound to,Red,Night,0.8366600265340756
BLU,BLA,Inbound to,Red,Midday,0.8361147070320838
DAW,MAR,Outbound to,Green,Morning,0.8360659462959406
GDK,ABB,Inbound to,Red,Night,0.834693334682243
BEL,FET,Outbound to,Red,Evening,0.834524569544489
KIN,BEL,Outbound to,Red,Night,0.8344869521206535
FOU,MUS,Outbound to,Red,Morning,0.834289542432974
GOL,SUI,Inbound to,Red,Evening,0.833811118568474
GOL,BLA,Inbound to,Red,Evening,0.8337757105428472
RED,BEL,Inbound to,Red,Evening,0.8326997591502527
TAL,HOS,Inbound to,Red,Midday,0.83212604036556
CHA,BEE,Inbound to,Green,Morning,0.8319625140174463
GLE,LEO,Outbound to,Green,Evening,0.8315904059000995
GOL,SUI,Inbound to,Red,Night,0.8299782996832171
BLA,DRI,Inbound to,Red,Midday,0.8294835333988811
MAR,TRY,Outbound to,Green,Night,0.8287662372696122
CHA,RAN,Outbound to,Green,Morning,0.8281632254322252
GLE,LEO,Outbound to,Green,Midday,0.8280220852227732
DOM,GRA,Inbound to,Green,Morning,0.8279464489697187
MUS,SMI,Inbound to,Red,Evening,0.8265393190965051
BRO,CAB,Outbound to,Green,Night,0.8260493204519562
TRY,MAR,Outbound to,Green,Midday,0.8237448364363541
FOR,BEL,Inbound to,Red,Evening,0.8233147771188262
OUP,BRD,Inbound to,Green,Evening,0.8231827270171947
STI,BAL,Outbound to,Green,Morning,0.8221262871979013
SDK,GDK,Inbound to,Red,Midday,0.8210254500238401
JAM,RIA,Outbound to,Red,Morning,0.8210157696362869
SDK,MYS,Inbound to,Red,Morning,0.8208931713060916
HEU,JAM,Outbound to,Red,Evening,0.8207003927507658
MAR,PAR,Outbound to,Green,Evening,0.8201486161032442
GOL,BLA,Inbound to,Red,Midday,0.8195354736774508
WIN,BEE,Outbound to,Green,Morning,0.8192290503295698
CIT,FOR,Outbound to,Red,Morning,0.8191471167162042
GOL,RIA,Outbound to,Red,Morning,0.8190272007421705
STS,DAW,Outbound to,Green,Night,0.8184221495138159
HAR,STS,Inbound to,Green,Morning,0.8183784327712557
JAM,RIA,Outbound to,Red,Evening,0.8182370591380346
DRI,GOL,Inbound to,Red,Morning,0.8181983007335645
CIT,FOR,Outbound to,Red,Midday,0.8171227223638047
DAW,WES,Inbound to,Green,Night,0.8166886835826186
RED,COO,Outbound to,Red,Night,0.8166099753565663
JAM,DRI,Outbound to,Red,Midday,0.816496580927726
BEL,KIN,Outbound to,Red,Morning,0.8162838322277016
MUS,JAM,Outbound to,Red,Night,0.8153286055411866
COO,BEL,Outbound to,Red,Evening,0.8152586872835264
KYL,BLU,Inbound to,Red,Evening,0.8148948905369366
ABB,JER,Outbound to,Red,Evening,0.814509343285893
DUN,MIL,Outbound to,Green,Morning,0.8144240451194731
BEL,FET,Outbound to,Red,Morning,0.8143497039510086
FOU,MUS,Outbound to,Red,Evening,0.8133767752699131
WES,OGP,Inbound to,Green,Night,0.8119034878326299
GAL,CPK,Outbound to,Green,Evening,0.8113223714837139
BAL,KIL,Outbound to,Green,Morning,0.8107475202402196
GDK,MYS,Inbound to,Red,Night,0.810638615722434
FOU,MUS,Outbound to,Red,Midday,0.8101512854182418
STI,KIL,Inbound to,Green,Evening,0.8099529796592867
CIT,SAG,Inbound to,Red,Evening,0.8096924427533283
LAU,CCK,Outbound to,Green,Evening,0.8096131637510839
BAL,MIL,Inbound to,Green,Morning,0.8093116319421961
FOU,SMI,Outbound to,Red,Night,0.8090587413508822
OUP,BRD,Inbound to,Green,Night,0.8085620002161726
FET,BEL,Inbound to,Red,Midday,0.8084116689114637
KIN,RED,Outbound to,Red,Midday,0.8082010406208253
MUS,FOU,Inbound to,Red,Night,0.8079038563347659
TRY,DAW,Outbound to,Green,Night,0.807354651092045
RAN,HAR,Inbound to,Green,Night,0.805916318727158
FOU,HEU,Outbound to,Red,Midday,0.8056795496371688
MUS,SMI,Outbound to,Red,Evening,0.8053669284750787
OUP,BRD,Inbound to,Green,Morning,0.8050215982834191
FOU,SMI,Outbound to,Red,Morning,0.8042556874221268
KIN,BEL,Inbound to,Red,Morning,0.8031836103263805
CHE,CCK,Inbound to,Green,Morning,0.8019829321325151
HEU,JAM,Outbound to,Red,Midday,0.8016444697591979
BUS,ABB,Outbound to,Red,Morning,0.8004396950366794
ABB,JER,Outbound to,Red,Morning,0.8000743841038128
TAL,HOS,Inbound to,Red,Morning,0.7989888852620491
JAM,RIA,Outbound to,Red,Midday,0.7986294039186629
BEL,COO,Inbound to,Red,Evening,0.7984730410608489
DOM,CAB,Inbound to,Green,Midday,0.7979895467271522
FOR,SAG,Inbound to,Red,Morning,0.7976174232356688
COO,KIN,Outbound to,Red,Morning,0.7976061770574476
CAB,BRD,Inbound to,Green,Night,0.7975863495120025
CHA,HAR,Inbound to,Green,Evening,0.7974619993847926
DUN,BAL,Outbound to,Green,Morning,0.7955694331718316
JER,SMI,Outbound to,Red,Midday,0.7953114067646639
RAN,HAR,Inbound to,Green,Midday,0.7952611174262808
PAR,MAR,Outbound to,Green,Morning,0.7946648816973912
OGP,OUP,Inbound to,Green,Midday,0.7936897727557947
MYS,ABB,Outbound to,Red,Morning,0.7934353100390993
CHA,HAR,Inbound to,Green,Morning,0.7932007273569804
SMI,MUS,Inbound to,Red,Midday,0.7931781081919623
KIL,SAN,Inbound to,Green,Midday,0.7930501695533337
BAL,SAN,Outbound to,Green,Midday,0.7929051519789666
KIL,DUN,Outbound to,Green,Morning,0.7928610669614482
SMI,FOU,Inbound to,Red,Night,0.791823360388693
SMI,MUS,Inbound to,Red,Morning,0.7908540977686954
HOS,BEL,Inbound to,Red,Morning,0.7901137174465126
CCK,LAU,Inbound to,Green,Morning,0.7897250843250837
DRI,BLU,Inbound to,Red,Midday,0.7894291474220942
BEL,FET,Outbound to,Red,Midday,0.7894082124756437
GOL,RIA,Outbound to,Red,Evening,0.789105074733433
BLU,BLA,Inbound to,Red,Morning,0.7885787493976636
HAR,BEE,Outbound to,Green,Evening,0.7881755686289543
SUI,RIA,Inbound to,Red,Midday,0.7881645103012559
DRI,BLU,Outbound to,Red,Morning,0.786066805847261
KYL,RIA,Inbound to,Red,Morning,0.785723302120268
BUS,ABB,Outbound to,Red,Evening,0.785701081046946
BAW,GAL,Outbound to,Green,Evening,0.7850309750278516
BEL,KIN,Outbound to,Red,Evening,0.7846239433593594
GRA,BRD,Outbound to,Green,Midday,0.7844316500481282
DRI,BLU,Outbound to,Red,Evening,0.7843271375706122
CHA,COW,Outbound to,Green,Night,0.7838060039651724
DOM,PAR,Outbound to,Green,Morning,0.7837762229919142
