Stop,NextStop,Direction,Line,Period,AvgVolatilityMinutes
BLA,DRI,Inbound to,Red,Morning,0.7825065855525312
SMI,MUS,Inbound to,Red,Night,0.7821521827860848
CHA,HAR,Inbound to,Green,Midday,0.7807300879423628
BRO,CAB,Outbound to,Green,Midday,0.7805668745216842
ABB,JER,Outbound to,Red,Midday,0.7803647079399917
MYS,ABB,Inbound to,Red,Evening,0.7772304557531374
SAG,FOR,Inbound to,Red,Evening,0.776548441438719
JAM,RIA,Inbound to,Red,Morning,0.7762361753214151
KYL,BLU,Inbound to,Red,Night,0.7760126033556366
CIT,FET,Outbound to,Red,Evening,0.7758733719660081
GAL,LEO,Outbound to,Green,Midday,0.7757038647646572
BAW,GAL,Outbound to,Green,Midday,0.7755766606867412
COO,BEL,Inbound to,Red,Midday,0.7751966180745482
CHA,HAR,Inbound to,Green,Night,0.7749687078096152
FOU,SMI,Outbound to,Red,Midday,0.7746484093449596
GRA,BRD,Outbound to,Green,Night,0.7735880032585233
HAR,STS,Inbound to,Green,Midday,0.773290520153731
ABB,JER,Outbound to,Red,Night,0.7729716488798744
JAM,GOL,Outbound to,Red,Morning,0.7725676295116018
RAN,COW,Inbound to,Green,Morning,0.7725161399545061
OUP,GRA,Inbound to,Green,Midday,0.7722601027320395
DUN,KIL,Inbound to,Green,Evening,0.7721936731047909
FET,BEL,Inbound to,Red,Morning,0.7721369463118474
LEO,BAW,Inbound to,Green,Morning,0.7716053935054161
OUP,GRA,Inbound to,Green,Evening,0.7715197187091873
KYL,RED,Outbound to,Red,Evening,0.7709477370849546
SDK,GDK,Inbound to,Red,Morning,0.7704192483712011
DOM,GRA,Inbound to,Green,Evening,0.7695790783330133
TRY,MAR,Outbound to,Green,Morning,0.7692599498445865
SUI,RIA,Inbound to,Red,Morning,0.7692347247489927
HOS,COO,Inbound to,Red,Midday,0.7688237243487356
BEL,KIN,Outbound to,Red,Night,0.7680016494322391
DRI,GOL,Inbound to,Red,Evening,0.7674041107258369
MYS,ABB,Outbound to,Red,Midday,0.7673772249716327
HAR,STS,Inbound to,Green,Night,0.7664098332841358
GAL,LEO,Outbound to,Green,Evening,0.7655768361595234
SUI,RIA,Inbound to,Red,Evening,0.7649307920205529
BAL,KIL,Outbound to,Green,Evening,0.7647522814968943
GOL,BLA,Inbound to,Red,Night,0.7643264736054136
GDK,SDK,Inbound to,Red,Morning,0.764096489462569
KIL,STI,Outbound to,Green,Midday,0.7638885685025008
KYL,RED,Outbound to,Red,Midday,0.7636812376247648
CAB,PHI,Outbound to,Green,Evening,0.7634015070530038
GLE,GAL,Outbound to,Green,Evening,0.7633888401879574
BUS,ABB,Outbound to,Red,Midday,0.7632742758135002
FOU,SMI,Outbound to,Red,Evening,0.7631951502627035
DRI,BLU,Outbound to,Red,Midday,0.7630199920083914
FET,CIT,Outbound to,Red,Evening,0.7629879736727341
ABB,BUS,Inbound to,Red,Midday,0.7623521654467028
MYS,SDK,Inbound to,Red,Night,0.7613349559254998
OUP,OGP,Inbound to,Green,Evening,0.7604414700184742
DRI,GOL,Inbound to,Red,Night,0.7602955469357239
OGP,OUP,Inbound to,Green,Night,0.7593022413944341
HAR,STS,Inbound to,Green,Evening,0.7590412705242875
FET,CVN,Outbound to,Red,Evening,0.7588198264327768
COW,BEE,Inbound to,Green,Morning,0.7587661803721225
COW,RAN,Outbound to,Green,Midday,0.7586304198219601
HOS,BEL,Inbound to,Red,Night,0.7581516785232395
OUP,BRD,Inbound to,Green,Midday,0.7579669772409058
STS,DAW,Inbound to,Green,Evening,0.7570284750084018
GAL,LEO,Outbound to,Green,Night,0.7570106473355662
FOU,MUS,Outbound to,Red,Night,0.7568866502359889
FOU,HEU,Outbound to,Red,Evening,0.756536412832132
DRI,KYL,Outbound to,Red,Evening,0.7558979028631697
MIL,WIN,Outbound to,Green,Morning,0.7557058928034963
DAW,STS,Inbound to,Green,Morning,0.7544806389638872
MYS,GDK,Outbound to,Red,Midday,0.7542045950050542
CVN,CIT,Outbound to,Red,Evening,0.75222645750309
RED,KYL,Outbound to,Red,Evening,0.7500165680373609
SDK,MYS,Outbound to,Red,Night,0.7499695782619042
LEO,GLE,Outbound to,Green,Morning,0.749679902122498
BEL,KIN,Outbound to,Red,Midday,0.7495748994202244
DOM,GRA,Inbound to,Green,Night,0.7491402922075343
DRI,RIA,Inbound to,Red,Morning,0.7484197374487311
BAW,LEO,Outbound to,Green,Morning,0.7483803069273878
STS,DAW,Outbound to,Green,Morning,0.7483571979145301
LEO,GLE,Outbound to,Green,Midday,0.7477384333014618
CVN,CIT,Outbound to,Red,Night,0.7474858844100605
BRD,DOM,Outbound to,Green,Evening,0.7469134472628138
BRO,CAB,Outbound to,Green,Morning,0.745627147004918
CCK,BAW,Outbound to,Green,Evening,0.7452909780597651
TRY,PAR,Outbound to,Green,Morning,0.7444172151195928
MYS,GDK,Outbound to,Red,Evening,0.7425106905035763
CHE,CCK,Outbound to,Green,Night,0.7424621202458749
BRO,PHI,Outbound to,Green,Midday,0.7413640134818227
WES,OUP,Inbound to,Green,Midday,0.7411502823151064
MIL,RAN,Outbound to,Green,Morning,0.7410402438740956
STS,HAR,Inbound to,Green,Night,0.7408703590297623
MYS,GDK,Outbound to,Red,Morning,0.7402283095867128
GAL,SAN,Outbound to,Green,Morning,0.7397983423214648
CIT,FOR,Outbound to,Red,Night,0.7394315664037717
RED,KYL,Outbound to,Red,Morning,0.7390774374178257
FET,CIT,Outbound to,Red,Morning,0.7388615158208051
SDK,GDK,Inbound to,Red,Night,0.7388283183193626
STS,DAW,Outbound to,Green,Midday,0.7387743300109852
BAL,WIN,Outbound to,Green,Morning,0.738746381906427
BLA,KYL,Inbound to,Red,Midday,0.7382111869427203
JAM,FAT,Inbound to,Red,Midday,0.7381088927060641
GLE,GAL,Outbound to,Green,Midday,0.7380736084613969
STS,DAW,Inbound to,Green,Morning,0.7367309794673659
SUI,BLA,Inbound to,Red,Midday,0.7359755830234036
BLU,KYL,Outbound to,Red,Evening,0.7357243074812858
KYL,RED,Outbound to,Red,Night,0.7349321902248458
GOL,JAM,Inbound to,Red,Night,0.7343931735339956
SAG,FOR,Inbound to,Red,Midday,0.7341079897336319
CVN,FET,Outbound to,Red,Midday,0.7338919297703446
KYL,RED,Outbound to,Red,Morning,0.7338533774889737
COW,BEE,Inbound to,Green,Night,0.7336649467576679
BRD,DOM,Outbound to,Green,Morning,0.7333619884822747
COO,BEL,Inbound to,Red,Morning,0.7329482746430512
COO,TAL,Inbound to,Red,Evening,0.732924482617738
RIA,SUI,Outbound to,Red,Midday,0.7327341310615679
DUN,KIL,Outbound to,Green,Morning,0.7325063405589095
STS,DAW,Inbound to,Green,Midday,0.7323829078486899
GRA,CAB,Inbound to,Green,Evening,0.7323815063170687
GLE,CPK,Outbound to,Green,Morning,0.7321625166680739
MUS,JAM,Outbound to,Red,Midday,0.7314297138456145
FAT,SUI,Inbound to,Red,Midday,0.7313548357015957
CAB,PHI,Outbound to,Green,Night,0.7312060854998049
RAN,STS,Outbound to,Green,Morning,0.7306770072260991
STI,GAL,Outbound to,Green,Midday,0.730677007226099
KYL,SUI,Inbound to,Red,Night,0.730677007226099
BAL,KIL,Outbound to,Green,Midday,0.7306062875973449
DOM,PAR,Outbound to,Green,Midday,0.7297283207695737
CAB,PHI,Outbound to,Green,Morning,0.729556367228725
BAL,KIL,Outbound to,Green,Night,0.7294251150404785
CPK,SAN,Outbound to,Green,Midday,0.729267856063679
CHA,RAN,Outbound to,Green,Evening,0.7281782549520034
DUN,MIL,Inbound to,Green,Morning,0.7270384557394601
MYS,GDK,Outbound to,Red,Night,0.7267879827985301
ABB,BUS,Inbound to,Red,Evening,0.7265615652362537
SDK,MYS,Outbound to,Red,Evening,0.7263811131699516
KYL,BLA,Inbound to,Red,Night,0.7262253261062304
STI,KIL,Outbound to,Green,Morning,0.7261914256522056
HOS,BEL,Inbound to,Red,Evening,0.7261304328039432
SUI,BLA,Inbound to,Red,Morning,0.726002638660925
KIL,WIN,Inbound to,Green,Morning,0.7255077497746812
COW,BEE,Inbound to,Green,Midday,0.7249383418577166
GOL,FAT,Inbound to,Red,Night,0.7248548821780479
HAR,STS,Outbound to,Green,Morning,0.7248194274701163
CHA,RAN,Outbound to,Green,Midday,0.7247672288883127
HOS,KIN,Inbound to,Red,Night,0.7244539978487653
DOM,GRA,Inbound to,Green,Midday,0.7240169744213801
RIA,SUI,Outbound to,Red,Night,0.7239479125871798
CCK,LEO,Outbound to,Green,Morning,0.7237756400153451
DUN,BAL,Outbound to,Green,Evening,0.7229167090399843
RAN,CHA,Inbound to,Green,Midday,0.7229151910462751
BEE,COW,Outbound to,Green,Morning,0.7226088556311913
COO,BEL,Inbound to,Red,Night,0.7223420520318129
CHA,RAN,Outbound to,Green,Night,0.7222830106160073
RIA,SUI,Outbound to,Red,Evening,0.7220578426078734
BLU,KYL,Outbound to,Red,Midday,0.7218037671826791
OGP,DAW,Inbound to,Green,Morning,0.7216283376715374
DUN,BAL,Outbound to,Green,Night,0.7213941207383449
SUI,RIA,Inbound to,Red,Night,0.7213283408556331
CAB,BRO,Outbound to,Green,Evening,0.7210513822515557
RAN,CHA,Inbound to,Green,Evening,0.7208729175019406
BEL,FET,Inbound to,Red,Morning,0.7207377097022903
BEE,RAN,Inbound to,Green,Morning,0.7206783559787896
MIL,COW,Outbound to,Green,Morning,0.7203137379271023
MIL,RAN,Inbound to,Green,Night,0.7196103331379893
KYL,RED,Inbound to,Red,Night,0.7191995361059591
JER,ABB,Outbound to,Red,Midday,0.7188918942063234
JAM,HEU,Outbound to,Red,Midday,0.7188918942063234
BLU,RIA,Inbound to,Red,Night,0.7188918942063234
GAL,CHE,Outbound to,Green,Morning,0.7188918942063233
PAR,DAW,Outbound to,Green,Night,0.7188918942063233
JER,MUS,Outbound to,Red,Evening,0.7188918942063233
BEE,HAR,Inbound to,Green,Evening,0.7188918942063233
BRD,OGP,Inbound to,Green,Night,0.7188918942063233
RAN,WIN,Outbound to,Green,Evening,0.7188918942063233
BAL,MIL,Outbound to,Green,Midday,0.7188918942063233
BUS,FOU,Outbound to,Red,Morning,0.7188918942063233
FOR,CIT,Inbound to,Red,Evening,0.7188749398776586
FET,BEL,Outbound to,Red,Midday,0.7175525853703437
KIL,GLE,Outbound to,Green,Morning,0.7171660043631021
BRD,DOM,Outbound to,Green,Midday,0.7169971707149342
HOS,COO,Inbound to,Red,Night,0.7163823473662564
JAM,RIA,Inbound to,Red,Midday,0.715045664101596
RAN,HAR,Inbound to,Green,Evening,0.7149574815169536
SDK,MYS,Outbound to,Red,Morning,0.7146169773700541
KIN,COO,Inbound to,Red,Evening,0.7139436016070925
BRO,GRA,Outbound to,Green,Night,0.7137208078062975
BEL,FET,Outbound to,Red,Night,0.7130617579894961
BRO,GRA,Outbound to,Green,Evening,0.7129993376964354
BAL,MIL,Inbound to,Green,Night,0.7126492410610769
WES,DAW,Inbound to,Green,Morning,0.7117514566906615
FAT,JAM,Inbound to,Red,Evening,0.7117144637179774
HOS,COO,Inbound to,Red,Morning,0.711626564994901
BRD,DOM,Outbound to,Green,Night,0.7102847636656673
BEE,RAN,Inbound to,Green,Night,0.7098298819376382
RAN,CHA,Inbound to,Green,Morning,0.7096754988197489
KYL,RED,Inbound to,Red,Morning,0.7096448108110583
RED,KIN,Inbound to,Red,Morning,0.7094417970759496
SAG,FOR,Inbound to,Red,Morning,0.7094380378498952
CHA,HAR,Outbound to,Green,Morning,0.7089305964451809
COW,MIL,Outbound to,Green,Morning,0.7085635568657951
LAU,CHE,Outbound to,Green,Morning,0.7082611806867058
LAU,BAW,Outbound to,Green,Morning,0.7082597739416266
COW,BEE,Inbound to,Green,Evening,0.7081185225372099
CAB,PHI,Outbound to,Green,Midday,0.7073993067528391
RAN,CHA,Inbound to,Green,Night,0.7073829836034263
BUS,ABB,Inbound to,Red,Morning,0.7072049836425709
RIA,BLU,Outbound to,Red,Evening,0.7071067811865476
RED,HOS,Outbound to,Red,Midday,0.7071067811865476
HAR,WES,Inbound to,Green,Midday,0.7071067811865476
ABB,BUS,Outbound to,Red,Midday,0.7071067811865476
STI,WIN,Inbound to,Green,Evening,0.7071067811865476
RED,BLU,Outbound to,Red,Evening,0.7071067811865476
TRY,HAR,Outbound to,Green,Midday,0.7071067811865476
SAN,WIN,Inbound to,Green,Midday,0.7071067811865476
BLU,KIN,Inbound to,Red,Morning,0.7071067811865476
CCK,GAL,Outbound to,Green,Evening,0.7071067811865476
BEE,DUN,Outbound to,Green,Night,0.7071067811865476
COW,DUN,Outbound to,Green,Night,0.7071067811865476
BAW,GAL,Outbound to,Green,Night,0.7071067811865476
COW,BAL,Outbound to,Green,Midday,0.7071067811865476
BEL,KYL,Inbound to,Red,Evening,0.7071067811865476
GRA,OUP,Inbound to,Green,Evening,0.7071067811865476
JER,ABB,Outbound to,Red,Evening,0.7071067811865476
BLU,FAT,Inbound to,Red,Morning,0.7071067811865476
HEU,SMI,Outbound to,Red,Evening,0.7071067811865476
SDK,ABB,Inbound to,Red,Morning,0.7071067811865475
BEL,CIT,Inbound to,Red,Evening,0.7071067811865475
BEE,WIN,Inbound to,Green,Midday,0.7071067811865475
BRD,OUP,Inbound to,Green,Midday,0.7071067811865475
WES,STS,Inbound to,Green,Evening,0.7071067811865475
SAN,GAL,Outbound to,Green,Night,0.7071067811865475
COO,KIN,Outbound to,Red,Midday,0.7071067811865475
BLU,BLA,Inbound to,Red,Evening,0.7070835934517776
BLU,KYL,Outbound to,Red,Morning,0.7067419286559613
DRI,BLU,Inbound to,Red,Evening,0.7065001663781267
BEE,RAN,Inbound to,Green,Midday,0.705128576390284
GAL,GLE,Outbound to,Green,Morning,0.7047237625664426
BRO,PHI,Outbound to,Green,Morning,0.7045276001883071
WIN,DUN,Inbound to,Green,Evening,0.7039597431165109
GLE,CPK,Inbound to,Green,Morning,0.7037259488611504
COW,WIN,Outbound to,Green,Morning,0.7030824589144208
BLA,BLU,Inbound to,Red,Morning,0.7014630920906582
GLE,CPK,Inbound to,Green,Midday,0.7012485740508566
LEO,LAU,Outbound to,Green,Night,0.7012142246766596
COW,CHA,Outbound to,Green,Morning,0.7009850723807121
BLU,KYL,Outbound to,Red,Night,0.700883310566776
BAW,CCK,Inbound to,Green,Morning,0.7008601471045831
DUN,BAL,Outbound to,Green,Midday,0.7002252502534813
PAR,MAR,Outbound to,Green,Evening,0.7000845378604412
LAU,BAW,Outbound to,Green,Evening,0.7000392089906983
PAR,MAR,Outbound to,Green,Midday,0.6999674743877778
LEO,GAL,Inbound to,Green,Morning,0.6999160776213166
SAN,KIL,Outbound to,Green,Morning,0.6998769141761767
KIL,STI,Outbound to,Green,Night,0.6994951352334274
BAW,CCK,Outbound to,Green,Morning,0.6990937616114657
MUS,SMI,Inbound to,Red,Night,0.6984895867896889
DOM,PAR,Outbound to,Green,Evening,0.6983935785749401
FAT,JAM,Inbound to,Red,Midday,0.6982091961770572
GLE,CPK,Inbound to,Green,Night,0.6972778439676824
GOL,RIA,Outbound to,Red,Midday,0.6969446874367775
WES,DAW,Inbound to,Green,Midday,0.6969446874367775
RED,BEL,Inbound to,Red,Midday,0.6964758240074945
COO,BEL,Inbound to,Red,Evening,0.6954903801567613
KIL,BAL,Inbound to,Green,Morning,0.6954579734049582
GAL,CCK,Outbound to,Green,Night,0.6953216681667718
TAL,KIN,Inbound to,Red,Evening,0.6953216681667718
RAN,STS,Inbound to,Green,Evening,0.6953216681667718
BAW,CHE,Outbound to,Green,Night,0.6953216681667718
CPK,BAW,Outbound to,Green,Evening,0.6953216681667718
DUN,BEE,Inbound to,Green,Evening,0.6953216681667718
HAR,CHA,Inbound to,Green,Midday,0.6953216681667718
CHA,BEE,Inbound to,Green,Midday,0.6953216681667718
WIN,RAN,Outbound to,Green,Evening,0.6953216681667717
MIL,STI,Outbound to,Green,Morning,0.6953216681667717
TRY,DOM,Outbound to,Green,Morning,0.6953216681667717
HAR,RAN,Inbound to,Green,Evening,0.6953216681667717
ABB,SMI,Inbound to,Red,Night,0.6953216681667717
HEU,SMI,Outbound to,Red,Morning,0.6953216681667717
MIL,BEE,Outbound to,Green,Midday,0.6929271242469673
LEO,BAW,Outbound to,Green,Morning,0.6929101114011857
BEE,RAN,Inbound to,Green,Evening,0.6924281148750625
GLE,CPK,Inbound to,Green,Evening,0.6921668424856591
BRO,PHI,Outbound to,Green,Evening,0.6919664738377757
RAN,BEE,Outbound to,Green,Morning,0.6914493983800546
LEO,GAL,Inbound to,Green,Evening,0.6913088718132525
WIN,COW,Outbound to,Green,Morning,0.6903816219598177
SDK,ABB,Outbound to,Red,Midday,0.6894291116568838
RIA,SUI,Outbound to,Red,Morning,0.6893641554193152
BEE,COW,Outbound to,Green,Evening,0.6892031322956789
STS,DAW,Inbound to,Green,Night,0.6891381308219356
FET,CVN,Outbound to,Red,Morning,0.688796020511219
SAG,CIT,Inbound to,Red,Morning,0.6883621645263854
BLU,DRI,Inbound to,Red,Evening,0.6880551986538666
KIL,WIN,Outbound to,Green,Morning,0.6880434354107369
GLE,SAN,Outbound to,Green,Morning,0.6875860763155464
RIA,DRI,Inbound to,Red,Evening,0.6871317641115255
RIA,GOL,Inbound to,Red,Midday,0.6869138296320464
RED,KIN,Inbound to,Red,Midday,0.6867929635730657
CHE,LAU,Inbound to,Green,Morning,0.6854460514836441
BRD,PHI,Inbound to,Green,Evening,0.6838200212669112
MYS,GDK,Inbound to,Red,Midday,0.6836967917180495
CPK,STI,Outbound to,Green,Midday,0.6835893225862201
BLA,DRI,Inbound to,Red,Night,0.6835701387972031
ABB,BUS,Outbound to,Red,Evening,0.683536555146996
ABB,MYS,Outbound to,Red,Evening,0.6835365551469959
BLU,SUI,Outbound to,Red,Morning,0.6835365551469959
BRD,PHI,Outbound to,Green,Midday,0.6835365551469959
GOL,MUS,Inbound to,Red,Morning,0.6835365551469959
GLE,GAL,Outbound to,Green,Night,0.6820008560858257
BLU,KYL,Inbound to,Red,Evening,0.6797398132685396
CHE,LAU,Outbound to,Green,Morning,0.6785364334895416
BEE,COW,Outbound to,Green,Night,0.6779934679633705
DUN,MIL,Inbound to,Green,Evening,0.6777619089615132
BRD,OUP,Inbound to,Green,Morning,0.6776556906148172
SAG,FOR,Inbound to,Red,Night,0.6761250099538844
JER,FOU,Outbound to,Red,Midday,0.6752667037653541
JER,SMI,Outbound to,Red,Morning,0.6745396704632215
BAL,DUN,Inbound to,Green,Morning,0.6745368155823002
LEO,GLE,Outbound to,Green,Evening,0.6741420450329503
JER,SMI,Outbound to,Red,Night,0.6732309121755894
BAW,CCK,Outbound to,Green,Midday,0.6731886503599687
RAN,HAR,Outbound to,Green,Morning,0.6730960781206479
BLA,DRI,Inbound to,Red,Evening,0.6730375861424183
MUS,SMI,Outbound to,Red,Midday,0.6730321537176693
FET,CVN,Outbound to,Red,Midday,0.6729192230499765
GRA,CAB,Inbound to,Green,Night,0.6726738755763851
BLA,SUI,Inbound to,Red,Morning,0.6718104277709513
JER,MUS,Outbound to,Red,Midday,0.6717915233726983
MUS,RIA,Outbound to,Red,Morning,0.6717514421272203
GRA,CAB,Outbound to,Green,Evening,0.6717514421272202
HEU,FOU,Outbound to,Red,Morning,0.6717514421272202
BEE,COW,Outbound to,Green,Midday,0.6716777158424937
HOS,COO,Inbound to,Red,Evening,0.6716681901630536
MAR,PAR,Outbound to,Green,Morning,0.6715287190028062
BAW,CCK,Outbound to,Green,Evening,0.6709119793785888
BRO,GRA,Outbound to,Green,Midday,0.669962114314043
KIL,BAL,Inbound to,Green,Midday,0.6698458563397877
SDK,MYS,Outbound to,Red,Midday,0.6698232690318403
RIA,GOL,Inbound to,Red,Evening,0.6696716259878511
CON,ABB,Outbound to,Red,Morning,0.6695557990143561
SMI,MUS,Outbound to,Red,Midday,0.6685442511620577
MIL,WIN,Outbound to,Green,Midday,0.6674052606578925
BEL,FET,Inbound to,Red,Evening,0.6666992929430686
CVN,CIT,Outbound to,Red,Midday,0.6666292264698684
FET,CIT,Outbound to,Red,Midday,0.666604161559313
LAU,CCK,Inbound to,Green,Morning,0.6664690238826871
SUI,BLA,Inbound to,Red,Night,0.6663863046842328
BLA,SUI,Inbound to,Red,Midday,0.6651164251522811
BLU,DRI,Inbound to,Red,Night,0.6650572440839333
SDK,MYS,Inbound to,Red,Evening,0.6650527811682955
MIL,WIN,Outbound to,Green,Evening,0.6649555339257922
JER,FOU,Outbound to,Red,Evening,0.6643443545943717
GLE,LEO,Inbound to,Green,Morning,0.6641239387799585
SAN,CPK,Inbound to,Green,Midday,0.6639934831600476
GDK,ABB,Outbound to,Red,Morning,0.6639662172454126
COW,WIN,Inbound to,Green,Morning,0.662545872999493
GDK,ABB,Outbound to,Red,Evening,0.6618596612609784
LAU,CCK,Inbound to,Green,Evening,0.661832552687436
CVN,CIT,Outbound to,Red,Morning,0.6614646560170435
SUI,BLU,Outbound to,Red,Night,0.6612762037380208
CPK,STI,Outbound to,Green,Morning,0.6606696059048766
RED,KYL,Outbound to,Red,Midday,0.660647109025409
DUN,MIL,Inbound to,Green,Midday,0.6604890386116545
CHE,CCK,Inbound to,Green,Night,0.6595292490640378
RIA,GOL,Inbound to,Red,Morning,0.6590494559192595
LEO,GAL,Inbound to,Green,Midday,0.6588637242244061
WIN,DUN,Outbound to,Green,Morning,0.6585195882417845
HAR,CHA,Inbound to,Green,Night,0.6576662746218089
GDK,SDK,Inbound to,Red,Evening,0.657531027599039
GAL,CPK,Outbound to,Green,Morning,0.6574355780867519
GAL,BAW,Outbound to,Green,Night,0.6568878535042347
RIA,GOL,Inbound to,Red,Night,0.6562677212367846
FOR,CIT,Inbound to,Red,Midday,0.6560727526493259
COW,MIL,Outbound to,Green,Midday,0.6548652934836755
KIL,BAL,Inbound to,Green,Night,0.6539774880084844
BAL,DUN,Inbound to,Green,Evening,0.6535238956989358
FOR,CIT,Inbound to,Red,Morning,0.6535189115698722
PAR,MAR,Outbound to,Green,Night,0.6530439423087072
COW,MIL,Outbound to,Green,Night,0.6530004442402286
JAM,RIA,Inbound to,Red,Night,0.6524584858073927
FAT,JAM,Inbound to,Red,Morning,0.651216813064036
KIL,BAL,Inbound to,Green,Evening,0.6507908008823508
CVN,FOR,Outbound to,Red,Evening,0.6505851960388264
LEO,GAL,Inbound to,Green,Night,0.6504620750243268
FAT,SUI,Inbound to,Red,Evening,0.6503772942494158
GDK,ABB,Outbound to,Red,Midday,0.6491235611011599
BAL,DUN,Inbound to,Green,Midday,0.648545124820163
FAT,JAM,Inbound to,Red,Night,0.6477171448029283
MIL,COW,Inbound to,Green,Night,0.6475501165115215
FET,CVN,Outbound to,Red,Night,0.6474814130872802
CVN,FET,Inbound to,Red,Night,0.6474723731329964
FOU,JER,Outbound to,Red,Evening,0.6449024239866579
PHI,DOM,Inbound to,Green,Morning,0.6449018789273933
FOU,SDK,Inbound to,Red,Evening,0.6446639715936393
MIL,WIN,Outbound to,Green,Night,0.6439114603508862
LAU,CCK,Inbound to,Green,Night,0.6432074881228569
GDK,ABB,Inbound to,Red,Midday,0.6431502535265157
CHA,BEE,Outbound to,Green,Morning,0.6428321139438857
GRA,DOM,Inbound to,Green,Morning,0.6425691024041034
CHA,HAR,Outbound to,Green,Evening,0.6424824137977309
DUN,KIL,Inbound to,Green,Midday,0.642319550350061
MIL,RAN,Outbound to,Green,Evening,0.6422285251880866
COW,MIL,Outbound to,Green,Evening,0.6409153910703747
SMI,MUS,Outbound to,Red,Evening,0.6405205352662835
CHE,CCK,Inbound to,Green,Evening,0.6395844278470083
BAW,CCK,Outbound to,Green,Night,0.6393855658349313
WIN,BAL,Outbound to,Green,Evening,0.6388344078950615
MUS,HEU,Outbound to,Red,Midday,0.6376587599226927
FOU,JER,Outbound to,Red,Midday,0.6375395665739862
FOR,BEL,Inbound to,Red,Morning,0.6365399573179166
BLU,BLA,Inbound to,Red,Night,0.6364229640702206
SUI,FAT,Inbound to,Red,Midday,0.6342320074383606
CHE,LAU,Inbound to,Green,Evening,0.6337636988118981
BRD,PHI,Inbound to,Green,Night,0.6335121444438715
BAW,GAL,Inbound to,Green,Morning,0.6312982788449285
BRD,PHI,Inbound to,Green,Midday,0.6311861894201342
MIL,COW,Inbound to,Green,Midday,0.6309851176924625
BAL,DUN,Inbound to,Green,Night,0.630958736644662
FOR,CIT,Inbound to,Red,Night,0.6291368254301487
FAT,SUI,Inbound to,Red,Night,0.6281275026172309
DOM,MAR,Outbound to,Green,Night,0.6269663051771097
LEO,BAW,Outbound to,Green,Evening,0.6265970978799738
GLE,STI,Inbound to,Green,Evening,0.6255112882244298
SUI,BLU,Outbound to,Red,Midday,0.6253804541074034
MIL,COW,Inbound to,Green,Morning,0.6246397089267515
BEE,HAR,Outbound to,Green,Morning,0.624550855658423
FOU,MYS,Inbound to,Red,Midday,0.6230242958608182
BEE,RAN,Outbound to,Green,Morning,0.6229809983104938
LAU,CCK,Inbound to,Green,Midday,0.6228828320577625
ABB,SMI,Inbound to,Red,Morning,0.6215146643015881
GDK,ABB,Inbound to,Red,Evening,0.6213394821629411
LAU,CHE,Outbound to,Green,Evening,0.621050298401148
WIN,RAN,Inbound to,Green,Morning,0.6209341471374408
DOM,PAR,Outbound to,Green,Night,0.6204309248155565
MIL,DUN,Inbound to,Green,Morning,0.6201976205113782
GDK,ABB,Outbound to,Red,Night,0.6200470484833875
JAM,RIA,Inbound to,Red,Evening,0.6195193035986526
GOL,BLU,Inbound to,Red,Morning,0.6190866047886738
CON,ABB,Outbound to,Red,Midday,0.619036219760543
GRA,CAB,Inbound to,Green,Morning,0.6183686558398032
GLE,SAN,Inbound to,Green,Morning,0.6182332000492735
SUI,DRI,Inbound to,Red,Morning,0.6177353403940989
CVN,FET,Inbound to,Red,Evening,0.6175704773220945
SMI,MUS,Outbound to,Red,Morning,0.6173965572856909
RAN,BEE,Outbound to,Green,Night,0.6172331921295039
RAN,BEE,Outbound to,Green,Midday,0.617147538964597
BEE,MIL,Outbound to,Green,Morning,0.6170939273149016
MUS,HEU,Outbound to,Red,Evening,0.6164568097207481
SMI,JAM,Inbound to,Red,Morning,0.6162269159479842
JAM,SUI,Outbound to,Red,Evening,0.6161531774986615
BEL,RED,Outbound to,Red,Midday,0.6156988427667534
BEE,CHA,Outbound to,Green,Morning,0.6148943739747652
BLA,KYL,Inbound to,Red,Morning,0.6148563752322935
GRA,DOM,Inbound to,Green,Evening,0.6144205808645158
CVN,FET,Inbound to,Red,Midday,0.6142305407493592
MIL,CHA,Inbound to,Green,Night,0.6128258770283413
KIL,BAL,Outbound to,Green,Morning,0.6126837185097771
CHE,LAU,Inbound to,Green,Night,0.6117512281347827
ABB,GDK,Outbound to,Red,Evening,0.6111442697967832
HOS,COO,Outbound to,Red,Morning,0.6098286021651781
PHI,GRA,Inbound to,Green,Evening,0.6096206032475823
CAB,GRA,Inbound to,Green,Evening,0.6093714903181372
CHA,STS,Outbound to,Green,Morning,0.6091968141218183
BLU,KYL,Inbound to,Red,Morning,0.6088699335477389
MIL,COW,Inbound to,Green,Evening,0.6079914935899402
LEO,BAW,Outbound to,Green,Midday,0.6075756786693951
RAN,BEE,Outbound to,Green,Evening,0.6075069874871228
GRA,CAB,Inbound to,Green,Midday,0.6069900250566634
DRI,SUI,Outbound to,Red,Evening,0.6063854528692314
RIA,DRI,Inbound to,Red,Midday,0.6063370409666586
BAL,WIN,Inbound to,Green,Evening,0.606083564066743
CPK,STI,Inbound to,Green,Morning,0.6036632098033593
BLA,KYL,Inbound to,Red,Evening,0.6031987491557013
SUI,FAT,Inbound to,Red,Evening,0.6027739866088996
SUI,BLU,Inbound to,Red,Morning,0.6027636236678551
GLE,SAN,Inbound to,Green,Night,0.6021257506617397
